Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,14,15 inches
Row 3,9,10 inches
Row 4,15,15 inches
Row 5,13,15 inches
Row 6,12,15 inches
Row 7,8,10 inches
Row 8,6,10 inches
Row 9,12,15 inches
Row 10,12,15 inches
Row 11,11,15 inches
Row 12,13,15 inches
Row 13,10,10 inches
Row 14,6,10 inches
Row 15,13,15 inches
Row 16,8,10 inches
Row 17,8,10 inches
Row 18,8,10 inches
Row 19,11,15 inches
Row 20,10,10 inches
Row 21,7,10 inches
Row 22,8,10 inches
Row 23,11,15 inches
Row 24,5,5 inches
Row 25,9,10 inches
Row 26,15,15 inches
Row 27,11,15 inches
Row 28,9,10 inches
Row 29,13,15 inches
Row 30,12,15 inches
Row 31,14,15 inches
Row 32,11,15 inches
Row 33,8,10 inches
Row 34,5,5 inches
Row 35,5,5 inches
Row 36,10,10 inches
Row 37,10,10 inches
Row 38,12,15 inches
Row 39,6,10 inches
Row 40,12,15 inches
Row 41,6,10 inches
Row 42,15,15 inches
Row 43,9,10 inches
Row 44,14,15 inches
Row 45,14,15 inches
Row 46,14,15 inches
Row 47,13,15 inches
Row 48,9,10 inches
Row 49,9,10 inches
Row 50,8,10 inches
Row 51,5,5 inches
Row 52,9,10 inches
Row 53,13,15 inches
Row 54,13,15 inches
Row 55,14,15 inches
Row 56,5,5 inches
Row 57,5,5 inches
Row 58,8,10 inches
Row 59,8,10 inches
Row 60,13,15 inches
Row 61,7,10 inches
Row 62,14,15 inches
Row 63,6,10 inches
Row 64,14,15 inches
Row 65,9,10 inches
Row 66,14,15 inches
Row 67,8,10 inches
Row 68,11,15 inches
Row 69,11,15 inches
Row 70,11,15 inches
Row 71,6,10 inches
Row 72,13,15 inches
Row 73,15,15 inches
Row 74,13,15 inches
Row 75,8,10 inches
Row 76,13,15 inches
Row 77,7,10 inches
Row 78,6,10 inches
Row 79,9,10 inches
Row 80,14,15 inches
Row 81,7,10 inches
Row 82,10,10 inches
Row 83,10,10 inches
Row 84,6,10 inches
Row 85,9,10 inches
Row 86,7,10 inches
Row 87,10,10 inches
Row 88,14,15 inches
Row 89,12,15 inches
Row 90,10,10 inches
Row 91,7,10 inches
Row 92,10,10 inches
Row 93,13,15 inches
Row 94,14,15 inches
Row 95,8,10 inches
Row 96,8,10 inches
Row 97,12,15 inches
Row 98,14,15 inches
Row 99,8,10 inches
Row 100,5,5 inches
Row 101,9,10 inches
Row 102,13,15 inches
Row 103,13,15 inches
Row 104,12,15 inches
Row 105,8,10 inches
Row 106,9,10 inches
Row 107,14,15 inches
Row 108,12,15 inches
Row 109,7,10 inches
Row 110,15,15 inches
Row 111,7,10 inches
Row 112,5,5 inches
Row 113,6,10 inches
Row 114,6,10 inches
Row 115,10,10 inches
Row 116,12,15 inches
Row 117,15,15 inches
Row 118,6,10 inches
Row 119,5,5 inches
Row 120,10,10 inches
Row 121,6,10 inches
Row 122,12,15 inches
Row 123,12,15 inches
Row 124,11,15 inches
Row 125,8,10 inches
Row 126,8,10 inches
Row 127,5,5 inches
Row 128,15,15 inches
Row 129,8,10 inches
Row 130,12,15 inches
Row 131,14,15 inches
Row 132,5,5 inches
Row 133,7,10 inches
Row 134,13,15 inches
Row 135,13,15 inches
Row 136,8,10 inches
Row 137,15,15 inches
Row 138,15,15 inches
