Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,7,10 inches
Row 3,6,10 inches
Row 4,15,15 inches
Row 5,9,10 inches
Row 6,6,10 inches
Row 7,9,10 inches
Row 8,12,15 inches
Row 9,8,10 inches
Row 10,9,10 inches
Row 11,7,10 inches
Row 12,8,10 inches
Row 13,7,10 inches
Row 14,8,10 inches
Row 15,7,10 inches
Row 16,7,10 inches
Row 17,14,15 inches
Row 18,11,15 inches
Row 19,14,15 inches
Row 20,5,5 inches
Row 21,12,15 inches
Row 22,5,5 inches
Row 23,5,5 inches
Row 24,8,10 inches
Row 25,6,10 inches
Row 26,9,10 inches
Row 27,8,10 inches
Row 28,8,10 inches
Row 29,7,10 inches
Row 30,14,15 inches
Row 31,7,10 inches
Row 32,12,15 inches
Row 33,14,15 inches
Row 34,7,10 inches
Row 35,5,5 inches
Row 36,9,10 inches
Row 37,11,15 inches
Row 38,6,10 inches
Row 39,6,10 inches
Row 40,13,15 inches
Row 41,5,5 inches
Row 42,12,15 inches
Row 43,10,10 inches
Row 44,9,10 inches
Row 45,12,15 inches
Row 46,12,15 inches
Row 47,15,15 inches
Row 48,7,10 inches
Row 49,13,15 inches
Row 50,10,10 inches
Row 51,8,10 inches
Row 52,8,10 inches
Row 53,9,10 inches
Row 54,10,10 inches
Row 55,11,15 inches
Row 56,7,10 inches
Row 57,5,5 inches
Row 58,13,15 inches
Row 59,13,15 inches
Row 60,7,10 inches
Row 61,12,15 inches
Row 62,11,15 inches
Row 63,10,10 inches
Row 64,5,5 inches
Row 65,6,10 inches
Row 66,9,10 inches
Row 67,12,15 inches
Row 68,10,10 inches
Row 69,12,15 inches
Row 70,15,15 inches
Row 71,13,15 inches
Row 72,9,10 inches
Row 73,10,10 inches
Row 74,6,10 inches
Row 75,12,15 inches
Row 76,6,10 inches
Row 77,6,10 inches
Row 78,13,15 inches
Row 79,7,10 inches
Row 80,14,15 inches
Row 81,15,15 inches
Row 82,10,10 inches
Row 83,10,10 inches
Row 84,12,15 inches
Row 85,7,10 inches
Row 86,8,10 inches
Row 87,6,10 inches
Row 88,7,10 inches
Row 89,15,15 inches
Row 90,6,10 inches
Row 91,11,15 inches
Row 92,9,10 inches
Row 93,10,10 inches
Row 94,11,15 inches
Row 95,12,15 inches
Row 96,15,15 inches
Row 97,9,10 inches
Row 98,15,15 inches
Row 99,13,15 inches
Row 100,5,5 inches
Row 101,15,15 inches
Row 102,5,5 inches
Row 103,15,15 inches
Row 104,5,5 inches
Row 105,5,5 inches
Row 106,12,15 inches
Row 107,14,15 inches
Row 108,11,15 inches
Row 109,13,15 inches
Row 110,13,15 inches
Row 111,9,10 inches
Row 112,7,10 inches
Row 113,8,10 inches
Row 114,10,10 inches
Row 115,10,10 inches
Row 116,9,10 inches
Row 117,13,15 inches
Row 118,15,15 inches
Row 119,11,15 inches
Row 120,5,5 inches
Row 121,10,10 inches
Row 122,12,15 inches
Row 123,13,15 inches
Row 124,10,10 inches
Row 125,15,15 inches
Row 126,9,10 inches
Row 127,5,5 inches
Row 128,5,5 inches
Row 129,12,15 inches
Row 130,9,10 inches
Row 131,8,10 inches
Row 132,14,15 inches
Row 133,12,15 inches
Row 134,10,10 inches
Row 135,13,15 inches
Row 136,6,10 inches
Row 137,6,10 inches
Row 138,9,10 inches
Row 139,15,15 inches
Row 140,6,10 inches
Row 141,6,10 inches
Row 142,10,10 inches
Row 143,6,10 inches
Row 144,6,10 inches
Row 145,12,15 inches
Row 146,13,15 inches
Row 147,11,15 inches
Row 148,12,15 inches
Row 149,8,10 inches
Row 150,8,10 inches
Row 151,10,10 inches
Row 152,13,15 inches
Row 153,9,10 inches
Row 154,12,15 inches
Row 155,8,10 inches
Row 156,7,10 inches
Row 157,5,5 inches
Row 158,7,10 inches
Row 159,11,15 inches
Row 160,6,10 inches
Row 161,6,10 inches
Row 162,11,15 inches
Row 163,8,10 inches
Row 164,5,5 inches
Row 165,14,15 inches
Row 166,13,15 inches
Row 167,14,15 inches
Row 168,15,15 inches
Row 169,5,5 inches
Row 170,5,5 inches
Row 171,9,10 inches
Row 172,12,15 inches
Row 173,5,5 inches
Row 174,13,15 inches
Row 175,11,15 inches
Row 176,11,15 inches
