Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,11,15 inches
Row 3,13,15 inches
Row 4,14,15 inches
Row 5,7,10 inches
Row 6,14,15 inches
Row 7,8,10 inches
Row 8,10,10 inches
Row 9,14,15 inches
Row 10,6,10 inches
Row 11,13,15 inches
Row 12,11,15 inches
Row 13,6,10 inches
Row 14,12,15 inches
Row 15,13,15 inches
Row 16,12,15 inches
Row 17,15,15 inches
Row 18,8,10 inches
Row 19,14,15 inches
Row 20,12,15 inches
Row 21,10,10 inches
Row 22,9,10 inches
Row 23,12,15 inches
Row 24,10,10 inches
Row 25,7,10 inches
Row 26,9,10 inches
Row 27,8,10 inches
Row 28,7,10 inches
Row 29,7,10 inches
Row 30,12,15 inches
Row 31,15,15 inches
Row 32,10,10 inches
Row 33,5,5 inches
Row 34,5,5 inches
Row 35,15,15 inches
Row 36,14,15 inches
Row 37,5,5 inches
Row 38,7,10 inches
Row 39,15,15 inches
Row 40,15,15 inches
Row 41,14,15 inches
Row 42,10,10 inches
Row 43,10,10 inches
Row 44,5,5 inches
Row 45,7,10 inches
Row 46,13,15 inches
Row 47,13,15 inches
Row 48,7,10 inches
Row 49,8,10 inches
Row 50,13,15 inches
Row 51,14,15 inches
Row 52,8,10 inches
Row 53,12,15 inches
Row 54,15,15 inches
Row 55,14,15 inches
Row 56,9,10 inches
Row 57,14,15 inches
Row 58,10,10 inches
Row 59,11,15 inches
Row 60,10,10 inches
Row 61,11,15 inches
Row 62,12,15 inches
Row 63,8,10 inches
Row 64,15,15 inches
Row 65,10,10 inches
Row 66,8,10 inches
Row 67,12,15 inches
Row 68,11,15 inches
Row 69,9,10 inches
Row 70,10,10 inches
Row 71,6,10 inches
Row 72,15,15 inches
Row 73,11,15 inches
Row 74,7,10 inches
Row 75,14,15 inches
Row 76,11,15 inches
Row 77,15,15 inches
Row 78,15,15 inches
Row 79,6,10 inches
Row 80,5,5 inches
Row 81,8,10 inches
Row 82,7,10 inches
Row 83,6,10 inches
Row 84,10,10 inches
Row 85,15,15 inches
Row 86,7,10 inches
Row 87,10,10 inches
Row 88,11,15 inches
Row 89,6,10 inches
Row 90,7,10 inches
Row 91,14,15 inches
Row 92,10,10 inches
Row 93,13,15 inches
Row 94,11,15 inches
Row 95,8,10 inches
Row 96,7,10 inches
Row 97,11,15 inches
Row 98,10,10 inches
Row 99,15,15 inches
Row 100,7,10 inches
Row 101,12,15 inches
Row 102,15,15 inches
Row 103,6,10 inches
Row 104,6,10 inches
Row 105,5,5 inches
Row 106,14,15 inches
Row 107,6,10 inches
Row 108,9,10 inches
Row 109,8,10 inches
Row 110,14,15 inches
Row 111,8,10 inches
Row 112,14,15 inches
Row 113,15,15 inches
Row 114,10,10 inches
Row 115,9,10 inches
Row 116,11,15 inches
Row 117,8,10 inches
Row 118,14,15 inches
Row 119,13,15 inches
Row 120,14,15 inches
Row 121,10,10 inches
Row 122,15,15 inches
Row 123,11,15 inches
Row 124,9,10 inches
Row 125,14,15 inches
Row 126,11,15 inches
Row 127,10,10 inches
Row 128,9,10 inches
Row 129,13,15 inches
Row 130,14,15 inches
Row 131,15,15 inches
Row 132,13,15 inches
Row 133,8,10 inches
Row 134,12,15 inches
Row 135,8,10 inches
Row 136,6,10 inches
Row 137,9,10 inches
Row 138,10,10 inches
Row 139,5,5 inches
Row 140,6,10 inches
Row 141,14,15 inches
Row 142,13,15 inches
Row 143,9,10 inches
Row 144,10,10 inches
Row 145,10,10 inches
Row 146,7,10 inches
Row 147,12,15 inches
Row 148,9,10 inches
Row 149,14,15 inches
Row 150,12,15 inches
Row 151,11,15 inches
Row 152,9,10 inches
Row 153,14,15 inches
Row 154,9,10 inches
Row 155,6,10 inches
Row 156,5,5 inches
Row 157,12,15 inches
Row 158,14,15 inches
Row 159,6,10 inches
Row 160,5,5 inches
Row 161,6,10 inches
Row 162,7,10 inches
Row 163,8,10 inches
Row 164,12,15 inches
Row 165,10,10 inches
Row 166,13,15 inches
Row 167,6,10 inches
Row 168,11,15 inches
