Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,14,15 inches
Row 3,10,10 inches
Row 4,14,15 inches
Row 5,13,15 inches
Row 6,11,15 inches
Row 7,6,10 inches
Row 8,8,10 inches
Row 9,9,10 inches
Row 10,5,5 inches
Row 11,6,10 inches
Row 12,9,10 inches
Row 13,6,10 inches
Row 14,14,15 inches
Row 15,12,15 inches
Row 16,13,15 inches
Row 17,13,15 inches
Row 18,10,10 inches
Row 19,9,10 inches
Row 20,14,15 inches
Row 21,15,15 inches
Row 22,6,10 inches
Row 23,6,10 inches
Row 24,12,15 inches
Row 25,7,10 inches
Row 26,10,10 inches
Row 27,14,15 inches
Row 28,13,15 inches
Row 29,10,10 inches
Row 30,5,5 inches
Row 31,15,15 inches
Row 32,5,5 inches
Row 33,6,10 inches
Row 34,14,15 inches
Row 35,15,15 inches
Row 36,13,15 inches
Row 37,7,10 inches
Row 38,10,10 inches
Row 39,5,5 inches
Row 40,6,10 inches
Row 41,15,15 inches
Row 42,14,15 inches
Row 43,12,15 inches
Row 44,11,15 inches
Row 45,5,5 inches
Row 46,14,15 inches
Row 47,6,10 inches
Row 48,9,10 inches
Row 49,14,15 inches
Row 50,10,10 inches
Row 51,9,10 inches
Row 52,15,15 inches
Row 53,12,15 inches
Row 54,11,15 inches
Row 55,10,10 inches
Row 56,5,5 inches
Row 57,7,10 inches
Row 58,10,10 inches
Row 59,15,15 inches
Row 60,10,10 inches
Row 61,5,5 inches
Row 62,13,15 inches
Row 63,14,15 inches
Row 64,10,10 inches
Row 65,13,15 inches
Row 66,7,10 inches
Row 67,9,10 inches
Row 68,12,15 inches
Row 69,5,5 inches
Row 70,10,10 inches
Row 71,10,10 inches
Row 72,10,10 inches
Row 73,11,15 inches
Row 74,7,10 inches
Row 75,10,10 inches
Row 76,10,10 inches
Row 77,8,10 inches
Row 78,11,15 inches
Row 79,10,10 inches
Row 80,7,10 inches
Row 81,11,15 inches
Row 82,12,15 inches
Row 83,6,10 inches
Row 84,15,15 inches
Row 85,8,10 inches
Row 86,8,10 inches
Row 87,5,5 inches
Row 88,9,10 inches
Row 89,9,10 inches
Row 90,9,10 inches
Row 91,8,10 inches
Row 92,11,15 inches
Row 93,9,10 inches
Row 94,5,5 inches
Row 95,6,10 inches
Row 96,14,15 inches
Row 97,12,15 inches
Row 98,14,15 inches
Row 99,5,5 inches
Row 100,9,10 inches
Row 101,10,10 inches
Row 102,13,15 inches
Row 103,8,10 inches
Row 104,5,5 inches
Row 105,12,15 inches
Row 106,8,10 inches
Row 107,12,15 inches
Row 108,15,15 inches
Row 109,11,15 inches
Row 110,14,15 inches
Row 111,14,15 inches
Row 112,15,15 inches
Row 113,14,15 inches
Row 114,13,15 inches
Row 115,6,10 inches
Row 116,10,10 inches
Row 117,7,10 inches
Row 118,13,15 inches
Row 119,12,15 inches
Row 120,13,15 inches
Row 121,6,10 inches
Row 122,14,15 inches
Row 123,5,5 inches
Row 124,5,5 inches
Row 125,14,15 inches
Row 126,10,10 inches
Row 127,7,10 inches
Row 128,10,10 inches
Row 129,7,10 inches
Row 130,12,15 inches
Row 131,15,15 inches
Row 132,5,5 inches
Row 133,10,10 inches
Row 134,7,10 inches
Row 135,10,10 inches
Row 136,13,15 inches
Row 137,10,10 inches
Row 138,13,15 inches
Row 139,12,15 inches
Row 140,15,15 inches
Row 141,6,10 inches
Row 142,8,10 inches
Row 143,9,10 inches
Row 144,12,15 inches
Row 145,7,10 inches
Row 146,14,15 inches
Row 147,8,10 inches
Row 148,11,15 inches
Row 149,8,10 inches
Row 150,9,10 inches
Row 151,13,15 inches
Row 152,5,5 inches
Row 153,15,15 inches
Row 154,8,10 inches
Row 155,11,15 inches
Row 156,12,15 inches
Row 157,15,15 inches
Row 158,14,15 inches
Row 159,6,10 inches
Row 160,11,15 inches
Row 161,13,15 inches
Row 162,9,10 inches
Row 163,7,10 inches
Row 164,11,15 inches
Row 165,9,10 inches
Row 166,15,15 inches
Row 167,12,15 inches
Row 168,7,10 inches
Row 169,6,10 inches
Row 170,13,15 inches
Row 171,9,10 inches
Row 172,14,15 inches
Row 173,11,15 inches
Row 174,14,15 inches
Row 175,14,15 inches
Row 176,15,15 inches
Row 177,12,15 inches
Row 178,15,15 inches
