Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,5,5 inches
Row 3,5,5 inches
Row 4,5,5 inches
Row 5,15,15 inches
Row 6,15,15 inches
Row 7,12,15 inches
Row 8,9,10 inches
Row 9,14,15 inches
Row 10,7,10 inches
Row 11,7,10 inches
Row 12,8,10 inches
Row 13,6,10 inches
Row 14,8,10 inches
Row 15,14,15 inches
Row 16,13,15 inches
Row 17,13,15 inches
Row 18,11,15 inches
Row 19,13,15 inches
Row 20,12,15 inches
Row 21,14,15 inches
Row 22,9,10 inches
Row 23,11,15 inches
Row 24,9,10 inches
Row 25,6,10 inches
Row 26,8,10 inches
Row 27,7,10 inches
Row 28,11,15 inches
Row 29,12,15 inches
Row 30,9,10 inches
Row 31,6,10 inches
Row 32,15,15 inches
Row 33,10,10 inches
Row 34,11,15 inches
Row 35,11,15 inches
Row 36,8,10 inches
Row 37,7,10 inches
Row 38,5,5 inches
Row 39,7,10 inches
Row 40,6,10 inches
Row 41,5,5 inches
Row 42,14,15 inches
Row 43,12,15 inches
Row 44,12,15 inches
Row 45,7,10 inches
Row 46,10,10 inches
Row 47,10,10 inches
Row 48,15,15 inches
Row 49,15,15 inches
Row 50,12,15 inches
Row 51,15,15 inches
Row 52,15,15 inches
Row 53,9,10 inches
Row 54,9,10 inches
Row 55,15,15 inches
Row 56,12,15 inches
Row 57,5,5 inches
Row 58,15,15 inches
Row 59,5,5 inches
Row 60,5,5 inches
Row 61,14,15 inches
Row 62,6,10 inches
Row 63,11,15 inches
Row 64,12,15 inches
Row 65,9,10 inches
Row 66,15,15 inches
Row 67,8,10 inches
Row 68,10,10 inches
Row 69,6,10 inches
Row 70,5,5 inches
Row 71,14,15 inches
Row 72,7,10 inches
Row 73,9,10 inches
Row 74,12,15 inches
Row 75,5,5 inches
Row 76,14,15 inches
Row 77,5,5 inches
Row 78,6,10 inches
Row 79,13,15 inches
Row 80,10,10 inches
Row 81,15,15 inches
Row 82,11,15 inches
Row 83,8,10 inches
Row 84,5,5 inches
Row 85,12,15 inches
Row 86,13,15 inches
Row 87,12,15 inches
Row 88,5,5 inches
Row 89,8,10 inches
Row 90,13,15 inches
Row 91,15,15 inches
Row 92,13,15 inches
Row 93,8,10 inches
Row 94,12,15 inches
Row 95,8,10 inches
Row 96,9,10 inches
Row 97,9,10 inches
Row 98,12,15 inches
Row 99,10,10 inches
Row 100,10,10 inches
Row 101,5,5 inches
Row 102,10,10 inches
Row 103,5,5 inches
Row 104,13,15 inches
Row 105,11,15 inches
Row 106,14,15 inches
Row 107,8,10 inches
Row 108,7,10 inches
Row 109,8,10 inches
Row 110,15,15 inches
Row 111,13,15 inches
Row 112,10,10 inches
Row 113,6,10 inches
Row 114,9,10 inches
Row 115,6,10 inches
Row 116,14,15 inches
Row 117,12,15 inches
Row 118,13,15 inches
Row 119,10,10 inches
Row 120,5,5 inches
Row 121,7,10 inches
Row 122,6,10 inches
Row 123,8,10 inches
Row 124,13,15 inches
Row 125,8,10 inches
Row 126,6,10 inches
Row 127,13,15 inches
Row 128,14,15 inches
Row 129,8,10 inches
Row 130,15,15 inches
Row 131,15,15 inches
Row 132,6,10 inches
Row 133,6,10 inches
