Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,14,15 inches
Row 3,14,15 inches
Row 4,6,10 inches
Row 5,6,10 inches
Row 6,6,10 inches
Row 7,10,10 inches
Row 8,12,15 inches
Row 9,9,10 inches
Row 10,12,15 inches
Row 11,10,10 inches
Row 12,12,15 inches
Row 13,7,10 inches
Row 14,12,15 inches
Row 15,10,10 inches
Row 16,12,15 inches
Row 17,7,10 inches
Row 18,9,10 inches
Row 19,8,10 inches
Row 20,14,15 inches
Row 21,6,10 inches
Row 22,8,10 inches
Row 23,11,15 inches
Row 24,8,10 inches
Row 25,5,5 inches
Row 26,14,15 inches
Row 27,14,15 inches
Row 28,12,15 inches
Row 29,6,10 inches
Row 30,6,10 inches
Row 31,14,15 inches
Row 32,15,15 inches
Row 33,8,10 inches
Row 34,15,15 inches
Row 35,8,10 inches
Row 36,11,15 inches
Row 37,5,5 inches
Row 38,8,10 inches
Row 39,11,15 inches
Row 40,14,15 inches
Row 41,7,10 inches
Row 42,6,10 inches
Row 43,6,10 inches
Row 44,11,15 inches
Row 45,8,10 inches
Row 46,6,10 inches
Row 47,9,10 inches
Row 48,14,15 inches
Row 49,5,5 inches
Row 50,9,10 inches
Row 51,7,10 inches
Row 52,13,15 inches
Row 53,15,15 inches
Row 54,12,15 inches
Row 55,10,10 inches
Row 56,9,10 inches
Row 57,7,10 inches
Row 58,10,10 inches
Row 59,6,10 inches
Row 60,5,5 inches
Row 61,15,15 inches
Row 62,8,10 inches
Row 63,14,15 inches
Row 64,9,10 inches
Row 65,15,15 inches
Row 66,6,10 inches
Row 67,5,5 inches
Row 68,13,15 inches
Row 69,14,15 inches
Row 70,15,15 inches
Row 71,14,15 inches
Row 72,13,15 inches
Row 73,6,10 inches
Row 74,10,10 inches
Row 75,6,10 inches
Row 76,6,10 inches
Row 77,13,15 inches
Row 78,7,10 inches
Row 79,12,15 inches
Row 80,13,15 inches
Row 81,12,15 inches
Row 82,13,15 inches
Row 83,12,15 inches
Row 84,7,10 inches
Row 85,12,15 inches
Row 86,5,5 inches
Row 87,14,15 inches
Row 88,15,15 inches
Row 89,5,5 inches
Row 90,14,15 inches
Row 91,10,10 inches
Row 92,12,15 inches
Row 93,8,10 inches
Row 94,13,15 inches
Row 95,14,15 inches
Row 96,8,10 inches
Row 97,13,15 inches
Row 98,9,10 inches
Row 99,11,15 inches
Row 100,9,10 inches
Row 101,6,10 inches
Row 102,15,15 inches
Row 103,13,15 inches
Row 104,11,15 inches
Row 105,11,15 inches
Row 106,7,10 inches
Row 107,13,15 inches
Row 108,7,10 inches
Row 109,13,15 inches
Row 110,6,10 inches
Row 111,6,10 inches
Row 112,7,10 inches
Row 113,8,10 inches
Row 114,7,10 inches
Row 115,9,10 inches
Row 116,14,15 inches
Row 117,9,10 inches
Row 118,5,5 inches
Row 119,14,15 inches
Row 120,8,10 inches
Row 121,6,10 inches
Row 122,8,10 inches
Row 123,5,5 inches
Row 124,8,10 inches
Row 125,14,15 inches
Row 126,10,10 inches
