Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,11,15 inches
Row 3,10,10 inches
Row 4,11,15 inches
Row 5,13,15 inches
Row 6,11,15 inches
Row 7,13,15 inches
Row 8,15,15 inches
Row 9,10,10 inches
Row 10,7,10 inches
Row 11,13,15 inches
Row 12,13,15 inches
Row 13,6,10 inches
Row 14,12,15 inches
Row 15,7,10 inches
Row 16,12,15 inches
Row 17,11,15 inches
Row 18,9,10 inches
Row 19,11,15 inches
Row 20,10,10 inches
Row 21,5,5 inches
Row 22,12,15 inches
Row 23,8,10 inches
Row 24,14,15 inches
Row 25,8,10 inches
Row 26,10,10 inches
Row 27,11,15 inches
Row 28,14,15 inches
Row 29,9,10 inches
Row 30,8,10 inches
Row 31,5,5 inches
Row 32,9,10 inches
Row 33,6,10 inches
Row 34,5,5 inches
Row 35,13,15 inches
Row 36,14,15 inches
Row 37,10,10 inches
Row 38,7,10 inches
Row 39,15,15 inches
Row 40,7,10 inches
Row 41,7,10 inches
Row 42,15,15 inches
Row 43,10,10 inches
Row 44,13,15 inches
Row 45,13,15 inches
Row 46,13,15 inches
Row 47,10,10 inches
Row 48,7,10 inches
Row 49,13,15 inches
Row 50,6,10 inches
Row 51,14,15 inches
Row 52,14,15 inches
Row 53,5,5 inches
Row 54,9,10 inches
Row 55,10,10 inches
Row 56,6,10 inches
Row 57,14,15 inches
Row 58,5,5 inches
Row 59,9,10 inches
Row 60,9,10 inches
Row 61,14,15 inches
Row 62,13,15 inches
Row 63,8,10 inches
Row 64,12,15 inches
Row 65,10,10 inches
Row 66,13,15 inches
Row 67,11,15 inches
Row 68,12,15 inches
Row 69,14,15 inches
Row 70,15,15 inches
Row 71,12,15 inches
Row 72,7,10 inches
Row 73,5,5 inches
Row 74,12,15 inches
Row 75,12,15 inches
Row 76,9,10 inches
Row 77,11,15 inches
Row 78,6,10 inches
Row 79,6,10 inches
Row 80,8,10 inches
Row 81,7,10 inches
Row 82,7,10 inches
Row 83,14,15 inches
Row 84,6,10 inches
Row 85,10,10 inches
Row 86,13,15 inches
Row 87,6,10 inches
Row 88,11,15 inches
Row 89,7,10 inches
Row 90,9,10 inches
Row 91,7,10 inches
Row 92,11,15 inches
Row 93,8,10 inches
Row 94,7,10 inches
Row 95,5,5 inches
Row 96,8,10 inches
Row 97,8,10 inches
Row 98,14,15 inches
Row 99,10,10 inches
Row 100,15,15 inches
Row 101,11,15 inches
Row 102,12,15 inches
Row 103,15,15 inches
Row 104,7,10 inches
Row 105,12,15 inches
Row 106,12,15 inches
Row 107,6,10 inches
Row 108,10,10 inches
Row 109,12,15 inches
Row 110,7,10 inches
Row 111,7,10 inches
Row 112,10,10 inches
Row 113,5,5 inches
Row 114,13,15 inches
Row 115,9,10 inches
Row 116,14,15 inches
Row 117,14,15 inches
Row 118,14,15 inches
Row 119,13,15 inches
Row 120,6,10 inches
Row 121,6,10 inches
Row 122,6,10 inches
Row 123,13,15 inches
Row 124,15,15 inches
Row 125,11,15 inches
Row 126,12,15 inches
Row 127,5,5 inches
Row 128,10,10 inches
Row 129,13,15 inches
Row 130,7,10 inches
Row 131,15,15 inches
Row 132,13,15 inches
Row 133,15,15 inches
Row 134,8,10 inches
Row 135,12,15 inches
Row 136,9,10 inches
Row 137,15,15 inches
Row 138,15,15 inches
Row 139,6,10 inches
Row 140,8,10 inches
Row 141,11,15 inches
Row 142,6,10 inches
Row 143,10,10 inches
Row 144,13,15 inches
Row 145,10,10 inches
Row 146,5,5 inches
Row 147,14,15 inches
Row 148,5,5 inches
Row 149,9,10 inches
Row 150,11,15 inches
Row 151,9,10 inches
Row 152,13,15 inches
Row 153,12,15 inches
Row 154,8,10 inches
Row 155,5,5 inches
Row 156,9,10 inches
Row 157,15,15 inches
Row 158,10,10 inches
Row 159,7,10 inches
Row 160,14,15 inches
Row 161,14,15 inches
Row 162,11,15 inches
