Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,6,10 inches
Row 3,10,10 inches
Row 4,7,10 inches
Row 5,7,10 inches
Row 6,12,15 inches
Row 7,8,10 inches
Row 8,14,15 inches
Row 9,7,10 inches
Row 10,6,10 inches
Row 11,7,10 inches
Row 12,14,15 inches
Row 13,5,5 inches
Row 14,13,15 inches
Row 15,10,10 inches
Row 16,6,10 inches
Row 17,6,10 inches
Row 18,11,15 inches
Row 19,13,15 inches
Row 20,5,5 inches
Row 21,5,5 inches
Row 22,6,10 inches
Row 23,13,15 inches
Row 24,14,15 inches
Row 25,5,5 inches
Row 26,14,15 inches
Row 27,8,10 inches
Row 28,13,15 inches
Row 29,12,15 inches
Row 30,15,15 inches
Row 31,11,15 inches
Row 32,10,10 inches
Row 33,7,10 inches
Row 34,9,10 inches
Row 35,14,15 inches
Row 36,6,10 inches
Row 37,6,10 inches
Row 38,11,15 inches
Row 39,7,10 inches
Row 40,6,10 inches
Row 41,10,10 inches
Row 42,6,10 inches
Row 43,9,10 inches
Row 44,9,10 inches
Row 45,12,15 inches
Row 46,14,15 inches
Row 47,14,15 inches
Row 48,5,5 inches
Row 49,12,15 inches
Row 50,15,15 inches
Row 51,10,10 inches
Row 52,7,10 inches
Row 53,5,5 inches
Row 54,15,15 inches
Row 55,6,10 inches
Row 56,8,10 inches
Row 57,6,10 inches
Row 58,13,15 inches
Row 59,15,15 inches
Row 60,10,10 inches
Row 61,5,5 inches
Row 62,11,15 inches
Row 63,6,10 inches
Row 64,13,15 inches
Row 65,6,10 inches
Row 66,13,15 inches
Row 67,15,15 inches
Row 68,5,5 inches
Row 69,13,15 inches
Row 70,12,15 inches
Row 71,5,5 inches
Row 72,11,15 inches
Row 73,7,10 inches
Row 74,8,10 inches
Row 75,9,10 inches
Row 76,14,15 inches
Row 77,13,15 inches
Row 78,5,5 inches
Row 79,7,10 inches
Row 80,10,10 inches
Row 81,9,10 inches
Row 82,15,15 inches
Row 83,15,15 inches
Row 84,8,10 inches
Row 85,13,15 inches
Row 86,14,15 inches
Row 87,14,15 inches
Row 88,6,10 inches
Row 89,9,10 inches
Row 90,8,10 inches
Row 91,15,15 inches
Row 92,9,10 inches
Row 93,12,15 inches
Row 94,5,5 inches
Row 95,8,10 inches
Row 96,12,15 inches
Row 97,5,5 inches
Row 98,5,5 inches
Row 99,7,10 inches
Row 100,11,15 inches
Row 101,9,10 inches
Row 102,14,15 inches
Row 103,7,10 inches
Row 104,5,5 inches
Row 105,14,15 inches
Row 106,12,15 inches
Row 107,10,10 inches
Row 108,11,15 inches
Row 109,7,10 inches
Row 110,12,15 inches
Row 111,5,5 inches
Row 112,9,10 inches
Row 113,5,5 inches
Row 114,5,5 inches
Row 115,5,5 inches
Row 116,8,10 inches
Row 117,9,10 inches
Row 118,9,10 inches
Row 119,11,15 inches
Row 120,15,15 inches
Row 121,12,15 inches
Row 122,12,15 inches
Row 123,12,15 inches
Row 124,15,15 inches
Row 125,9,10 inches
Row 126,13,15 inches
Row 127,10,10 inches
Row 128,14,15 inches
Row 129,13,15 inches
Row 130,6,10 inches
Row 131,9,10 inches
Row 132,14,15 inches
Row 133,14,15 inches
Row 134,7,10 inches
Row 135,9,10 inches
Row 136,13,15 inches
Row 137,13,15 inches
Row 138,10,10 inches
Row 139,10,10 inches
Row 140,12,15 inches
Row 141,9,10 inches
Row 142,10,10 inches
Row 143,8,10 inches
