Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,5,5 inches
Row 3,11,15 inches
Row 4,6,10 inches
Row 5,14,15 inches
Row 6,6,10 inches
Row 7,14,15 inches
Row 8,5,5 inches
Row 9,11,15 inches
Row 10,12,15 inches
Row 11,5,5 inches
Row 12,6,10 inches
Row 13,14,15 inches
Row 14,5,5 inches
Row 15,8,10 inches
Row 16,13,15 inches
Row 17,12,15 inches
Row 18,8,10 inches
Row 19,6,10 inches
Row 20,10,10 inches
Row 21,9,10 inches
Row 22,5,5 inches
Row 23,9,10 inches
Row 24,12,15 inches
Row 25,10,10 inches
Row 26,8,10 inches
Row 27,9,10 inches
Row 28,6,10 inches
Row 29,15,15 inches
Row 30,15,15 inches
Row 31,7,10 inches
Row 32,15,15 inches
Row 33,9,10 inches
Row 34,9,10 inches
Row 35,14,15 inches
Row 36,9,10 inches
Row 37,9,10 inches
Row 38,10,10 inches
Row 39,13,15 inches
Row 40,11,15 inches
Row 41,7,10 inches
Row 42,11,15 inches
Row 43,7,10 inches
Row 44,15,15 inches
Row 45,13,15 inches
Row 46,9,10 inches
Row 47,13,15 inches
Row 48,8,10 inches
Row 49,14,15 inches
Row 50,11,15 inches
Row 51,7,10 inches
Row 52,6,10 inches
Row 53,14,15 inches
Row 54,14,15 inches
Row 55,15,15 inches
Row 56,15,15 inches
Row 57,10,10 inches
Row 58,5,5 inches
Row 59,7,10 inches
Row 60,10,10 inches
Row 61,7,10 inches
Row 62,7,10 inches
Row 63,12,15 inches
Row 64,8,10 inches
Row 65,11,15 inches
Row 66,7,10 inches
Row 67,6,10 inches
Row 68,7,10 inches
Row 69,6,10 inches
Row 70,6,10 inches
Row 71,15,15 inches
Row 72,11,15 inches
Row 73,15,15 inches
Row 74,9,10 inches
Row 75,13,15 inches
Row 76,8,10 inches
Row 77,15,15 inches
Row 78,13,15 inches
Row 79,13,15 inches
Row 80,12,15 inches
Row 81,12,15 inches
Row 82,11,15 inches
Row 83,8,10 inches
Row 84,5,5 inches
Row 85,15,15 inches
Row 86,5,5 inches
Row 87,9,10 inches
Row 88,10,10 inches
Row 89,8,10 inches
Row 90,7,10 inches
Row 91,7,10 inches
Row 92,11,15 inches
Row 93,9,10 inches
Row 94,8,10 inches
Row 95,9,10 inches
Row 96,8,10 inches
Row 97,13,15 inches
Row 98,12,15 inches
Row 99,8,10 inches
Row 100,14,15 inches
Row 101,9,10 inches
Row 102,9,10 inches
Row 103,6,10 inches
Row 104,9,10 inches
Row 105,6,10 inches
Row 106,11,15 inches
Row 107,12,15 inches
Row 108,5,5 inches
Row 109,11,15 inches
Row 110,12,15 inches
Row 111,7,10 inches
Row 112,8,10 inches
Row 113,12,15 inches
Row 114,8,10 inches
Row 115,8,10 inches
Row 116,10,10 inches
Row 117,15,15 inches
Row 118,9,10 inches
Row 119,10,10 inches
Row 120,15,15 inches
Row 121,5,5 inches
Row 122,9,10 inches
Row 123,7,10 inches
Row 124,6,10 inches
Row 125,6,10 inches
Row 126,7,10 inches
Row 127,5,5 inches
Row 128,11,15 inches
Row 129,10,10 inches
Row 130,9,10 inches
Row 131,14,15 inches
Row 132,10,10 inches
Row 133,11,15 inches
Row 134,9,10 inches
Row 135,7,10 inches
Row 136,14,15 inches
Row 137,9,10 inches
Row 138,10,10 inches
Row 139,6,10 inches
Row 140,14,15 inches
Row 141,11,15 inches
Row 142,11,15 inches
Row 143,10,10 inches
Row 144,7,10 inches
Row 145,13,15 inches
Row 146,9,10 inches
Row 147,14,15 inches
Row 148,13,15 inches
Row 149,5,5 inches
Row 150,7,10 inches
Row 151,5,5 inches
Row 152,8,10 inches
Row 153,7,10 inches
Row 154,9,10 inches
