Row,Number of Houses,Pipe Size,pipe_size
Row 1,12,15 inches,15 inches
Row 2,10,10 inches,15 inches
Row 3,6,10 inches,15 inches
Row 4,7,10 inches,15 inches
Row 5,13,15 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,13,15 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,7,10 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,12,15 inches,15 inches
Row 16,12,15 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,9,10 inches,15 inches
Row 20,8,10 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,11,15 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,15,15 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,15,15 inches,15 inches
Row 31,5,5 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,10,10 inches,15 inches
Row 34,11,15 inches,15 inches
Row 35,14,15 inches,15 inches
Row 36,8,10 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,13,15 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,7,10 inches,15 inches
Row 42,11,15 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,9,10 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,12,15 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,13,15 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,14,15 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,15,15 inches,15 inches
Row 70,14,15 inches,15 inches
Row 71,6,10 inches,15 inches
Row 72,10,10 inches,15 inches
Row 73,12,15 inches,15 inches
Row 74,14,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,6,10 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,11,15 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,7,10 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,7,10 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,12,15 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,7,10 inches,15 inches
Row 99,5,5 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,14,15 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,10,10 inches,15 inches
