Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,9,10 inches
Row 3,15,15 inches
Row 4,15,15 inches
Row 5,12,15 inches
Row 6,6,10 inches
Row 7,8,10 inches
Row 8,12,15 inches
Row 9,7,10 inches
Row 10,5,5 inches
Row 11,12,15 inches
Row 12,13,15 inches
Row 13,13,15 inches
Row 14,5,5 inches
Row 15,8,10 inches
Row 16,8,10 inches
Row 17,15,15 inches
Row 18,12,15 inches
Row 19,6,10 inches
Row 20,10,10 inches
Row 21,8,10 inches
Row 22,8,10 inches
Row 23,12,15 inches
Row 24,13,15 inches
Row 25,12,15 inches
Row 26,11,15 inches
Row 27,9,10 inches
Row 28,14,15 inches
Row 29,12,15 inches
Row 30,10,10 inches
Row 31,10,10 inches
Row 32,11,15 inches
Row 33,7,10 inches
Row 34,15,15 inches
Row 35,11,15 inches
Row 36,14,15 inches
Row 37,12,15 inches
Row 38,14,15 inches
Row 39,15,15 inches
Row 40,9,10 inches
Row 41,5,5 inches
Row 42,6,10 inches
Row 43,14,15 inches
Row 44,10,10 inches
Row 45,8,10 inches
Row 46,13,15 inches
Row 47,8,10 inches
Row 48,7,10 inches
Row 49,8,10 inches
Row 50,5,5 inches
Row 51,13,15 inches
Row 52,8,10 inches
Row 53,7,10 inches
Row 54,15,15 inches
Row 55,13,15 inches
Row 56,13,15 inches
Row 57,14,15 inches
Row 58,15,15 inches
Row 59,12,15 inches
Row 60,5,5 inches
Row 61,14,15 inches
Row 62,8,10 inches
Row 63,13,15 inches
Row 64,15,15 inches
Row 65,5,5 inches
Row 66,12,15 inches
Row 67,5,5 inches
Row 68,11,15 inches
Row 69,14,15 inches
Row 70,11,15 inches
Row 71,6,10 inches
Row 72,7,10 inches
Row 73,10,10 inches
Row 74,15,15 inches
Row 75,9,10 inches
Row 76,9,10 inches
Row 77,5,5 inches
Row 78,8,10 inches
Row 79,8,10 inches
Row 80,5,5 inches
Row 81,14,15 inches
Row 82,15,15 inches
Row 83,5,5 inches
Row 84,8,10 inches
Row 85,12,15 inches
Row 86,11,15 inches
Row 87,5,5 inches
Row 88,8,10 inches
Row 89,9,10 inches
Row 90,15,15 inches
Row 91,7,10 inches
Row 92,10,10 inches
Row 93,15,15 inches
Row 94,15,15 inches
Row 95,7,10 inches
Row 96,10,10 inches
Row 97,13,15 inches
Row 98,9,10 inches
Row 99,11,15 inches
Row 100,13,15 inches
Row 101,15,15 inches
Row 102,13,15 inches
Row 103,13,15 inches
Row 104,12,15 inches
Row 105,6,10 inches
Row 106,13,15 inches
Row 107,9,10 inches
Row 108,9,10 inches
Row 109,14,15 inches
Row 110,11,15 inches
Row 111,14,15 inches
Row 112,12,15 inches
Row 113,9,10 inches
Row 114,13,15 inches
Row 115,14,15 inches
Row 116,7,10 inches
Row 117,15,15 inches
Row 118,5,5 inches
Row 119,13,15 inches
Row 120,6,10 inches
Row 121,12,15 inches
Row 122,5,5 inches
Row 123,9,10 inches
Row 124,8,10 inches
Row 125,5,5 inches
Row 126,6,10 inches
Row 127,8,10 inches
Row 128,10,10 inches
Row 129,12,15 inches
Row 130,6,10 inches
Row 131,10,10 inches
Row 132,5,5 inches
Row 133,11,15 inches
Row 134,13,15 inches
Row 135,11,15 inches
Row 136,9,10 inches
Row 137,9,10 inches
Row 138,9,10 inches
Row 139,12,15 inches
Row 140,8,10 inches
Row 141,9,10 inches
Row 142,10,10 inches
Row 143,12,15 inches
Row 144,13,15 inches
Row 145,13,15 inches
Row 146,8,10 inches
Row 147,10,10 inches
Row 148,9,10 inches
Row 149,8,10 inches
Row 150,13,15 inches
Row 151,11,15 inches
Row 152,10,10 inches
Row 153,15,15 inches
Row 154,12,15 inches
Row 155,13,15 inches
Row 156,8,10 inches
Row 157,15,15 inches
Row 158,13,15 inches
Row 159,6,10 inches
Row 160,9,10 inches
