Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,5,5 inches
Row 3,10,10 inches
Row 4,15,15 inches
Row 5,8,10 inches
Row 6,13,15 inches
Row 7,5,5 inches
Row 8,15,15 inches
Row 9,14,15 inches
Row 10,5,5 inches
Row 11,9,10 inches
Row 12,11,15 inches
Row 13,12,15 inches
Row 14,10,10 inches
Row 15,11,15 inches
Row 16,11,15 inches
Row 17,13,15 inches
Row 18,6,10 inches
Row 19,12,15 inches
Row 20,5,5 inches
Row 21,15,15 inches
Row 22,6,10 inches
Row 23,11,15 inches
Row 24,5,5 inches
Row 25,13,15 inches
Row 26,15,15 inches
Row 27,14,15 inches
Row 28,8,10 inches
Row 29,8,10 inches
Row 30,11,15 inches
Row 31,14,15 inches
Row 32,8,10 inches
Row 33,11,15 inches
Row 34,6,10 inches
Row 35,11,15 inches
Row 36,10,10 inches
Row 37,10,10 inches
Row 38,5,5 inches
Row 39,8,10 inches
Row 40,7,10 inches
Row 41,9,10 inches
Row 42,8,10 inches
Row 43,11,15 inches
Row 44,14,15 inches
Row 45,10,10 inches
Row 46,5,5 inches
Row 47,6,10 inches
Row 48,9,10 inches
Row 49,15,15 inches
Row 50,7,10 inches
Row 51,8,10 inches
Row 52,15,15 inches
Row 53,12,15 inches
Row 54,6,10 inches
Row 55,14,15 inches
Row 56,6,10 inches
Row 57,7,10 inches
Row 58,12,15 inches
Row 59,5,5 inches
Row 60,10,10 inches
Row 61,6,10 inches
Row 62,11,15 inches
Row 63,12,15 inches
Row 64,13,15 inches
Row 65,6,10 inches
Row 66,13,15 inches
Row 67,8,10 inches
Row 68,6,10 inches
Row 69,5,5 inches
Row 70,11,15 inches
Row 71,12,15 inches
Row 72,5,5 inches
Row 73,13,15 inches
Row 74,15,15 inches
Row 75,15,15 inches
Row 76,11,15 inches
Row 77,11,15 inches
Row 78,9,10 inches
Row 79,10,10 inches
Row 80,5,5 inches
Row 81,7,10 inches
Row 82,8,10 inches
Row 83,10,10 inches
Row 84,10,10 inches
Row 85,5,5 inches
Row 86,13,15 inches
Row 87,6,10 inches
Row 88,13,15 inches
Row 89,13,15 inches
Row 90,11,15 inches
Row 91,7,10 inches
Row 92,15,15 inches
Row 93,15,15 inches
Row 94,7,10 inches
Row 95,11,15 inches
Row 96,14,15 inches
Row 97,12,15 inches
Row 98,7,10 inches
Row 99,11,15 inches
Row 100,5,5 inches
Row 101,9,10 inches
Row 102,9,10 inches
Row 103,15,15 inches
Row 104,5,5 inches
Row 105,12,15 inches
Row 106,13,15 inches
