Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,7,10 inches
Row 3,9,10 inches
Row 4,14,15 inches
Row 5,13,15 inches
Row 6,7,10 inches
Row 7,9,10 inches
Row 8,7,10 inches
Row 9,13,15 inches
Row 10,15,15 inches
Row 11,13,15 inches
Row 12,12,15 inches
Row 13,7,10 inches
Row 14,11,15 inches
Row 15,13,15 inches
Row 16,12,15 inches
Row 17,11,15 inches
Row 18,13,15 inches
Row 19,9,10 inches
Row 20,10,10 inches
Row 21,8,10 inches
Row 22,14,15 inches
Row 23,15,15 inches
Row 24,5,5 inches
Row 25,11,15 inches
Row 26,12,15 inches
Row 27,11,15 inches
Row 28,9,10 inches
Row 29,11,15 inches
Row 30,14,15 inches
Row 31,5,5 inches
Row 32,14,15 inches
Row 33,9,10 inches
Row 34,9,10 inches
Row 35,9,10 inches
Row 36,11,15 inches
Row 37,6,10 inches
Row 38,13,15 inches
Row 39,10,10 inches
Row 40,15,15 inches
Row 41,12,15 inches
Row 42,14,15 inches
Row 43,12,15 inches
Row 44,8,10 inches
Row 45,14,15 inches
Row 46,11,15 inches
Row 47,12,15 inches
Row 48,13,15 inches
Row 49,10,10 inches
Row 50,14,15 inches
Row 51,10,10 inches
Row 52,13,15 inches
Row 53,7,10 inches
Row 54,15,15 inches
Row 55,7,10 inches
Row 56,13,15 inches
Row 57,6,10 inches
Row 58,7,10 inches
Row 59,6,10 inches
Row 60,13,15 inches
Row 61,7,10 inches
Row 62,13,15 inches
Row 63,11,15 inches
Row 64,12,15 inches
Row 65,15,15 inches
Row 66,8,10 inches
Row 67,6,10 inches
Row 68,10,10 inches
Row 69,13,15 inches
Row 70,12,15 inches
Row 71,13,15 inches
Row 72,15,15 inches
Row 73,15,15 inches
Row 74,5,5 inches
Row 75,8,10 inches
Row 76,9,10 inches
Row 77,14,15 inches
Row 78,6,10 inches
Row 79,11,15 inches
Row 80,10,10 inches
Row 81,5,5 inches
Row 82,8,10 inches
Row 83,15,15 inches
Row 84,11,15 inches
Row 85,7,10 inches
Row 86,12,15 inches
Row 87,12,15 inches
Row 88,6,10 inches
Row 89,12,15 inches
Row 90,13,15 inches
Row 91,6,10 inches
Row 92,9,10 inches
Row 93,12,15 inches
Row 94,8,10 inches
Row 95,15,15 inches
Row 96,15,15 inches
Row 97,11,15 inches
Row 98,5,5 inches
Row 99,6,10 inches
Row 100,9,10 inches
Row 101,7,10 inches
Row 102,9,10 inches
Row 103,9,10 inches
Row 104,15,15 inches
Row 105,12,15 inches
Row 106,14,15 inches
Row 107,13,15 inches
Row 108,15,15 inches
Row 109,14,15 inches
Row 110,14,15 inches
Row 111,5,5 inches
Row 112,15,15 inches
Row 113,8,10 inches
Row 114,14,15 inches
Row 115,7,10 inches
Row 116,8,10 inches
Row 117,7,10 inches
