Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,13,15 inches
Row 3,15,15 inches
Row 4,9,10 inches
Row 5,10,10 inches
Row 6,14,15 inches
Row 7,5,5 inches
Row 8,12,15 inches
Row 9,5,5 inches
Row 10,6,10 inches
Row 11,15,15 inches
Row 12,15,15 inches
Row 13,7,10 inches
Row 14,7,10 inches
Row 15,9,10 inches
Row 16,7,10 inches
Row 17,6,10 inches
Row 18,14,15 inches
Row 19,11,15 inches
Row 20,9,10 inches
Row 21,6,10 inches
Row 22,12,15 inches
Row 23,6,10 inches
Row 24,13,15 inches
Row 25,6,10 inches
Row 26,9,10 inches
Row 27,5,5 inches
Row 28,15,15 inches
Row 29,6,10 inches
Row 30,7,10 inches
Row 31,6,10 inches
Row 32,5,5 inches
Row 33,10,10 inches
Row 34,9,10 inches
Row 35,14,15 inches
Row 36,8,10 inches
Row 37,14,15 inches
Row 38,10,10 inches
Row 39,11,15 inches
Row 40,15,15 inches
Row 41,9,10 inches
Row 42,12,15 inches
Row 43,11,15 inches
Row 44,10,10 inches
Row 45,7,10 inches
Row 46,14,15 inches
Row 47,14,15 inches
Row 48,15,15 inches
Row 49,13,15 inches
Row 50,14,15 inches
Row 51,8,10 inches
Row 52,9,10 inches
Row 53,15,15 inches
Row 54,5,5 inches
Row 55,8,10 inches
Row 56,11,15 inches
Row 57,7,10 inches
Row 58,12,15 inches
Row 59,6,10 inches
Row 60,6,10 inches
Row 61,14,15 inches
Row 62,15,15 inches
Row 63,15,15 inches
Row 64,7,10 inches
Row 65,8,10 inches
Row 66,12,15 inches
Row 67,14,15 inches
Row 68,8,10 inches
Row 69,9,10 inches
Row 70,7,10 inches
Row 71,10,10 inches
Row 72,10,10 inches
Row 73,6,10 inches
Row 74,9,10 inches
Row 75,8,10 inches
Row 76,10,10 inches
Row 77,7,10 inches
Row 78,13,15 inches
Row 79,7,10 inches
Row 80,9,10 inches
Row 81,14,15 inches
Row 82,6,10 inches
Row 83,8,10 inches
Row 84,8,10 inches
Row 85,5,5 inches
Row 86,15,15 inches
Row 87,15,15 inches
Row 88,11,15 inches
Row 89,6,10 inches
Row 90,10,10 inches
Row 91,15,15 inches
Row 92,13,15 inches
Row 93,5,5 inches
Row 94,10,10 inches
Row 95,14,15 inches
Row 96,8,10 inches
Row 97,11,15 inches
Row 98,11,15 inches
Row 99,10,10 inches
Row 100,15,15 inches
Row 101,13,15 inches
Row 102,15,15 inches
Row 103,8,10 inches
