Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,5,5 inches
Row 3,13,15 inches
Row 4,10,10 inches
Row 5,12,15 inches
Row 6,8,10 inches
Row 7,11,15 inches
Row 8,10,10 inches
Row 9,8,10 inches
Row 10,6,10 inches
Row 11,13,15 inches
Row 12,7,10 inches
Row 13,5,5 inches
Row 14,15,15 inches
Row 15,12,15 inches
Row 16,10,10 inches
Row 17,12,15 inches
Row 18,14,15 inches
Row 19,13,15 inches
Row 20,7,10 inches
Row 21,6,10 inches
Row 22,12,15 inches
Row 23,8,10 inches
Row 24,6,10 inches
Row 25,12,15 inches
Row 26,13,15 inches
Row 27,13,15 inches
Row 28,9,10 inches
Row 29,8,10 inches
Row 30,12,15 inches
Row 31,15,15 inches
Row 32,13,15 inches
Row 33,5,5 inches
Row 34,11,15 inches
Row 35,15,15 inches
Row 36,15,15 inches
Row 37,8,10 inches
Row 38,5,5 inches
Row 39,5,5 inches
Row 40,11,15 inches
Row 41,12,15 inches
Row 42,11,15 inches
Row 43,14,15 inches
Row 44,8,10 inches
Row 45,10,10 inches
Row 46,8,10 inches
Row 47,8,10 inches
Row 48,14,15 inches
Row 49,10,10 inches
Row 50,6,10 inches
Row 51,9,10 inches
Row 52,12,15 inches
Row 53,9,10 inches
Row 54,7,10 inches
Row 55,5,5 inches
Row 56,13,15 inches
Row 57,13,15 inches
Row 58,8,10 inches
Row 59,11,15 inches
Row 60,15,15 inches
Row 61,13,15 inches
Row 62,13,15 inches
Row 63,8,10 inches
Row 64,9,10 inches
Row 65,14,15 inches
Row 66,10,10 inches
Row 67,8,10 inches
Row 68,8,10 inches
Row 69,8,10 inches
Row 70,8,10 inches
Row 71,14,15 inches
Row 72,11,15 inches
Row 73,8,10 inches
Row 74,10,10 inches
Row 75,10,10 inches
Row 76,14,15 inches
Row 77,14,15 inches
Row 78,14,15 inches
Row 79,13,15 inches
Row 80,10,10 inches
Row 81,8,10 inches
Row 82,10,10 inches
Row 83,12,15 inches
Row 84,6,10 inches
Row 85,14,15 inches
Row 86,8,10 inches
Row 87,7,10 inches
Row 88,9,10 inches
Row 89,9,10 inches
Row 90,6,10 inches
Row 91,9,10 inches
Row 92,5,5 inches
Row 93,8,10 inches
Row 94,9,10 inches
Row 95,6,10 inches
Row 96,7,10 inches
Row 97,14,15 inches
Row 98,8,10 inches
Row 99,15,15 inches
Row 100,5,5 inches
Row 101,13,15 inches
Row 102,5,5 inches
Row 103,13,15 inches
Row 104,7,10 inches
Row 105,7,10 inches
Row 106,15,15 inches
Row 107,12,15 inches
Row 108,11,15 inches
Row 109,7,10 inches
Row 110,10,10 inches
Row 111,7,10 inches
Row 112,8,10 inches
Row 113,14,15 inches
Row 114,15,15 inches
Row 115,13,15 inches
Row 116,13,15 inches
Row 117,10,10 inches
Row 118,12,15 inches
Row 119,5,5 inches
Row 120,11,15 inches
Row 121,5,5 inches
Row 122,8,10 inches
Row 123,5,5 inches
Row 124,8,10 inches
Row 125,8,10 inches
Row 126,12,15 inches
Row 127,15,15 inches
Row 128,13,15 inches
Row 129,5,5 inches
Row 130,8,10 inches
Row 131,6,10 inches
Row 132,13,15 inches
Row 133,11,15 inches
Row 134,9,10 inches
Row 135,12,15 inches
Row 136,11,15 inches
Row 137,10,10 inches
Row 138,9,10 inches
Row 139,7,10 inches
Row 140,14,15 inches
Row 141,5,5 inches
Row 142,9,10 inches
Row 143,13,15 inches
Row 144,11,15 inches
Row 145,12,15 inches
Row 146,6,10 inches
Row 147,11,15 inches
Row 148,5,5 inches
Row 149,8,10 inches
