Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,5,5 inches
Row 3,5,5 inches
Row 4,12,15 inches
Row 5,8,10 inches
Row 6,8,10 inches
Row 7,12,15 inches
Row 8,12,15 inches
Row 9,6,10 inches
Row 10,7,10 inches
Row 11,13,15 inches
Row 12,9,10 inches
Row 13,12,15 inches
Row 14,8,10 inches
Row 15,11,15 inches
Row 16,10,10 inches
Row 17,13,15 inches
Row 18,14,15 inches
Row 19,8,10 inches
Row 20,8,10 inches
Row 21,13,15 inches
Row 22,15,15 inches
Row 23,11,15 inches
Row 24,7,10 inches
Row 25,14,15 inches
Row 26,12,15 inches
Row 27,9,10 inches
Row 28,10,10 inches
Row 29,15,15 inches
Row 30,9,10 inches
Row 31,15,15 inches
Row 32,7,10 inches
Row 33,6,10 inches
Row 34,13,15 inches
Row 35,10,10 inches
Row 36,10,10 inches
Row 37,9,10 inches
Row 38,8,10 inches
Row 39,12,15 inches
Row 40,12,15 inches
Row 41,9,10 inches
Row 42,11,15 inches
Row 43,12,15 inches
Row 44,10,10 inches
Row 45,15,15 inches
Row 46,15,15 inches
Row 47,14,15 inches
Row 48,7,10 inches
Row 49,10,10 inches
Row 50,7,10 inches
Row 51,15,15 inches
Row 52,7,10 inches
Row 53,11,15 inches
Row 54,8,10 inches
Row 55,10,10 inches
Row 56,14,15 inches
Row 57,11,15 inches
Row 58,5,5 inches
Row 59,5,5 inches
Row 60,5,5 inches
Row 61,7,10 inches
Row 62,11,15 inches
Row 63,13,15 inches
Row 64,13,15 inches
Row 65,9,10 inches
Row 66,7,10 inches
Row 67,11,15 inches
Row 68,10,10 inches
Row 69,14,15 inches
Row 70,8,10 inches
Row 71,7,10 inches
Row 72,15,15 inches
Row 73,5,5 inches
Row 74,14,15 inches
Row 75,8,10 inches
Row 76,7,10 inches
Row 77,12,15 inches
Row 78,5,5 inches
Row 79,6,10 inches
Row 80,7,10 inches
Row 81,9,10 inches
Row 82,7,10 inches
Row 83,11,15 inches
Row 84,7,10 inches
Row 85,13,15 inches
Row 86,6,10 inches
Row 87,13,15 inches
Row 88,5,5 inches
Row 89,10,10 inches
Row 90,12,15 inches
Row 91,14,15 inches
Row 92,13,15 inches
Row 93,7,10 inches
Row 94,11,15 inches
Row 95,7,10 inches
Row 96,10,10 inches
Row 97,9,10 inches
Row 98,10,10 inches
Row 99,13,15 inches
Row 100,13,15 inches
Row 101,8,10 inches
Row 102,12,15 inches
Row 103,15,15 inches
Row 104,7,10 inches
Row 105,5,5 inches
Row 106,14,15 inches
Row 107,14,15 inches
Row 108,12,15 inches
Row 109,12,15 inches
Row 110,8,10 inches
Row 111,8,10 inches
Row 112,10,10 inches
Row 113,8,10 inches
Row 114,12,15 inches
Row 115,5,5 inches
Row 116,7,10 inches
Row 117,15,15 inches
Row 118,12,15 inches
Row 119,9,10 inches
Row 120,15,15 inches
Row 121,12,15 inches
Row 122,6,10 inches
Row 123,13,15 inches
Row 124,6,10 inches
Row 125,13,15 inches
Row 126,10,10 inches
Row 127,8,10 inches
Row 128,11,15 inches
Row 129,8,10 inches
Row 130,10,10 inches
Row 131,14,15 inches
