Row,Number of Houses,Pipe Size,pipe_size
Row 1,14,15 inches,15 inches
Row 2,14,15 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,10,10 inches,15 inches
Row 11,11,15 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,9,10 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,15,15 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,7,10 inches,15 inches
Row 21,13,15 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,11,15 inches,15 inches
Row 25,5,5 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,8,10 inches,15 inches
Row 28,8,10 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,10,10 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,13,15 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,5,5 inches,15 inches
Row 44,9,10 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,9,10 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,5,5 inches,15 inches
Row 50,15,15 inches,15 inches
Row 51,7,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,15,15 inches,15 inches
Row 54,11,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,5,5 inches,15 inches
Row 57,11,15 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,6,10 inches,15 inches
Row 62,10,10 inches,15 inches
Row 63,11,15 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,11,15 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,6,10 inches,15 inches
Row 72,13,15 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,9,10 inches,15 inches
Row 77,8,10 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,14,15 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,12,15 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,7,10 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,13,15 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,10,10 inches,15 inches
Row 95,5,5 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,8,10 inches,15 inches
Row 98,11,15 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,11,15 inches,15 inches
Row 101,5,5 inches,15 inches
Row 102,15,15 inches,15 inches
Row 103,15,15 inches,15 inches
Row 104,10,10 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,9,10 inches,15 inches
Row 107,13,15 inches,15 inches
Row 108,5,5 inches,15 inches
Row 109,7,10 inches,15 inches
Row 110,13,15 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,5,5 inches,15 inches
Row 113,13,15 inches,15 inches
Row 114,11,15 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,7,10 inches,15 inches
Row 120,5,5 inches,15 inches
Row 121,11,15 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,9,10 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,13,15 inches,15 inches
Row 128,7,10 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,9,10 inches,15 inches
Row 131,11,15 inches,15 inches
Row 132,10,10 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,6,10 inches,15 inches
Row 135,11,15 inches,15 inches
Row 136,8,10 inches,15 inches
Row 137,6,10 inches,15 inches
Row 138,7,10 inches,15 inches
Row 139,13,15 inches,15 inches
Row 140,10,10 inches,15 inches
Row 141,11,15 inches,15 inches
Row 142,13,15 inches,15 inches
Row 143,10,10 inches,15 inches
Row 144,10,10 inches,15 inches
Row 145,9,10 inches,15 inches
Row 146,12,15 inches,15 inches
Row 147,12,15 inches,15 inches
Row 148,7,10 inches,15 inches
Row 149,9,10 inches,15 inches
Row 150,12,15 inches,15 inches
Row 151,10,10 inches,15 inches
