Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,12,15 inches
Row 3,11,15 inches
Row 4,5,5 inches
Row 5,10,10 inches
Row 6,13,15 inches
Row 7,15,15 inches
Row 8,12,15 inches
Row 9,13,15 inches
Row 10,6,10 inches
Row 11,12,15 inches
Row 12,13,15 inches
Row 13,12,15 inches
Row 14,11,15 inches
Row 15,7,10 inches
Row 16,6,10 inches
Row 17,7,10 inches
Row 18,6,10 inches
Row 19,15,15 inches
Row 20,7,10 inches
Row 21,8,10 inches
Row 22,15,15 inches
Row 23,5,5 inches
Row 24,8,10 inches
Row 25,15,15 inches
Row 26,6,10 inches
Row 27,9,10 inches
Row 28,13,15 inches
Row 29,15,15 inches
Row 30,14,15 inches
Row 31,12,15 inches
Row 32,12,15 inches
Row 33,11,15 inches
Row 34,5,5 inches
Row 35,12,15 inches
Row 36,10,10 inches
Row 37,6,10 inches
Row 38,7,10 inches
Row 39,14,15 inches
Row 40,11,15 inches
Row 41,7,10 inches
Row 42,10,10 inches
Row 43,5,5 inches
Row 44,5,5 inches
Row 45,5,5 inches
Row 46,7,10 inches
Row 47,14,15 inches
Row 48,8,10 inches
Row 49,12,15 inches
Row 50,15,15 inches
Row 51,6,10 inches
Row 52,15,15 inches
Row 53,5,5 inches
Row 54,9,10 inches
Row 55,6,10 inches
Row 56,12,15 inches
Row 57,7,10 inches
Row 58,13,15 inches
Row 59,5,5 inches
Row 60,5,5 inches
Row 61,9,10 inches
Row 62,12,15 inches
Row 63,12,15 inches
Row 64,6,10 inches
Row 65,14,15 inches
Row 66,7,10 inches
Row 67,13,15 inches
Row 68,9,10 inches
Row 69,11,15 inches
Row 70,6,10 inches
Row 71,15,15 inches
Row 72,15,15 inches
Row 73,8,10 inches
Row 74,15,15 inches
Row 75,11,15 inches
Row 76,9,10 inches
Row 77,8,10 inches
Row 78,10,10 inches
Row 79,8,10 inches
Row 80,13,15 inches
Row 81,8,10 inches
Row 82,11,15 inches
Row 83,8,10 inches
Row 84,5,5 inches
Row 85,13,15 inches
Row 86,12,15 inches
Row 87,14,15 inches
Row 88,7,10 inches
Row 89,9,10 inches
Row 90,8,10 inches
Row 91,15,15 inches
Row 92,6,10 inches
Row 93,11,15 inches
Row 94,14,15 inches
Row 95,12,15 inches
Row 96,14,15 inches
Row 97,12,15 inches
Row 98,13,15 inches
Row 99,8,10 inches
Row 100,6,10 inches
Row 101,12,15 inches
Row 102,13,15 inches
Row 103,11,15 inches
Row 104,13,15 inches
Row 105,7,10 inches
Row 106,8,10 inches
Row 107,6,10 inches
Row 108,6,10 inches
Row 109,11,15 inches
Row 110,8,10 inches
Row 111,8,10 inches
Row 112,7,10 inches
Row 113,15,15 inches
Row 114,14,15 inches
Row 115,12,15 inches
Row 116,12,15 inches
Row 117,15,15 inches
Row 118,15,15 inches
Row 119,9,10 inches
Row 120,14,15 inches
Row 121,6,10 inches
Row 122,6,10 inches
Row 123,15,15 inches
Row 124,15,15 inches
Row 125,11,15 inches
Row 126,10,10 inches
Row 127,11,15 inches
Row 128,12,15 inches
Row 129,12,15 inches
Row 130,15,15 inches
Row 131,6,10 inches
Row 132,11,15 inches
Row 133,12,15 inches
Row 134,15,15 inches
Row 135,6,10 inches
Row 136,9,10 inches
Row 137,15,15 inches
Row 138,11,15 inches
Row 139,6,10 inches
Row 140,7,10 inches
Row 141,12,15 inches
Row 142,14,15 inches
Row 143,9,10 inches
Row 144,12,15 inches
Row 145,7,10 inches
Row 146,7,10 inches
Row 147,12,15 inches
Row 148,6,10 inches
Row 149,6,10 inches
Row 150,9,10 inches
Row 151,10,10 inches
Row 152,12,15 inches
Row 153,9,10 inches
Row 154,12,15 inches
Row 155,5,5 inches
Row 156,14,15 inches
Row 157,8,10 inches
Row 158,12,15 inches
Row 159,12,15 inches
Row 160,13,15 inches
Row 161,9,10 inches
Row 162,13,15 inches
Row 163,14,15 inches
Row 164,6,10 inches
Row 165,13,15 inches
Row 166,11,15 inches
Row 167,11,15 inches
Row 168,11,15 inches
Row 169,10,10 inches
Row 170,5,5 inches
Row 171,11,15 inches
Row 172,10,10 inches
Row 173,15,15 inches
Row 174,14,15 inches
Row 175,15,15 inches
Row 176,5,5 inches
Row 177,13,15 inches
Row 178,8,10 inches
Row 179,12,15 inches
Row 180,5,5 inches
Row 181,11,15 inches
Row 182,6,10 inches
Row 183,6,10 inches
Row 184,14,15 inches
Row 185,5,5 inches
Row 186,8,10 inches
Row 187,11,15 inches
Row 188,8,10 inches
Row 189,14,15 inches
Row 190,11,15 inches
Row 191,12,15 inches
Row 192,15,15 inches
Row 193,11,15 inches
Row 194,15,15 inches
