Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,7,10 inches
Row 3,11,15 inches
Row 4,8,10 inches
Row 5,5,5 inches
Row 6,15,15 inches
Row 7,15,15 inches
Row 8,12,15 inches
Row 9,10,10 inches
Row 10,10,10 inches
Row 11,9,10 inches
Row 12,5,5 inches
Row 13,7,10 inches
Row 14,13,15 inches
Row 15,14,15 inches
Row 16,9,10 inches
Row 17,9,10 inches
Row 18,8,10 inches
Row 19,15,15 inches
Row 20,8,10 inches
Row 21,8,10 inches
Row 22,12,15 inches
Row 23,7,10 inches
Row 24,11,15 inches
Row 25,15,15 inches
Row 26,10,10 inches
Row 27,7,10 inches
Row 28,11,15 inches
Row 29,8,10 inches
Row 30,14,15 inches
Row 31,9,10 inches
Row 32,14,15 inches
Row 33,8,10 inches
Row 34,9,10 inches
Row 35,9,10 inches
Row 36,6,10 inches
Row 37,13,15 inches
Row 38,14,15 inches
Row 39,8,10 inches
Row 40,7,10 inches
Row 41,5,5 inches
Row 42,7,10 inches
Row 43,11,15 inches
Row 44,9,10 inches
Row 45,11,15 inches
Row 46,13,15 inches
Row 47,6,10 inches
Row 48,5,5 inches
Row 49,9,10 inches
Row 50,6,10 inches
Row 51,5,5 inches
Row 52,6,10 inches
Row 53,10,10 inches
Row 54,11,15 inches
Row 55,7,10 inches
Row 56,10,10 inches
Row 57,10,10 inches
Row 58,15,15 inches
Row 59,11,15 inches
Row 60,15,15 inches
Row 61,12,15 inches
Row 62,7,10 inches
Row 63,9,10 inches
Row 64,9,10 inches
Row 65,10,10 inches
Row 66,14,15 inches
Row 67,11,15 inches
Row 68,12,15 inches
Row 69,6,10 inches
Row 70,8,10 inches
Row 71,15,15 inches
Row 72,8,10 inches
Row 73,13,15 inches
Row 74,11,15 inches
Row 75,6,10 inches
Row 76,5,5 inches
Row 77,12,15 inches
Row 78,11,15 inches
Row 79,8,10 inches
Row 80,7,10 inches
Row 81,14,15 inches
Row 82,14,15 inches
Row 83,6,10 inches
Row 84,14,15 inches
Row 85,7,10 inches
Row 86,14,15 inches
Row 87,7,10 inches
Row 88,15,15 inches
Row 89,15,15 inches
Row 90,12,15 inches
Row 91,15,15 inches
Row 92,10,10 inches
Row 93,6,10 inches
Row 94,9,10 inches
Row 95,6,10 inches
Row 96,14,15 inches
Row 97,14,15 inches
Row 98,9,10 inches
Row 99,10,10 inches
Row 100,15,15 inches
Row 101,8,10 inches
Row 102,10,10 inches
Row 103,15,15 inches
Row 104,7,10 inches
Row 105,12,15 inches
Row 106,14,15 inches
Row 107,9,10 inches
Row 108,6,10 inches
Row 109,12,15 inches
Row 110,12,15 inches
