Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,11,15 inches,15 inches
Row 3,6,10 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,11,15 inches,15 inches
Row 6,5,5 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,11,15 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,14,15 inches,15 inches
Row 17,9,10 inches,15 inches
Row 18,5,5 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,12,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,15,15 inches,15 inches
Row 23,11,15 inches,15 inches
Row 24,13,15 inches,15 inches
Row 25,14,15 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,10,10 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,5,5 inches,15 inches
Row 32,6,10 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,8,10 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,8,10 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,6,10 inches,15 inches
Row 40,14,15 inches,15 inches
Row 41,14,15 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,12,15 inches,15 inches
Row 48,6,10 inches,15 inches
Row 49,14,15 inches,15 inches
Row 50,12,15 inches,15 inches
Row 51,7,10 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,5,5 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,11,15 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,6,10 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,11,15 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,5,5 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,15,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,5,5 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,7,10 inches,15 inches
Row 75,10,10 inches,15 inches
Row 76,7,10 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,7,10 inches,15 inches
Row 80,10,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,7,10 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,5,5 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,10,10 inches,15 inches
Row 91,12,15 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,9,10 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,5,5 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,15,15 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,8,10 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,13,15 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,8,10 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,9,10 inches,15 inches
Row 110,12,15 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,5,5 inches,15 inches
Row 113,6,10 inches,15 inches
Row 114,8,10 inches,15 inches
Row 115,11,15 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,12,15 inches,15 inches
Row 119,15,15 inches,15 inches
Row 120,13,15 inches,15 inches
Row 121,10,10 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,13,15 inches,15 inches
Row 124,13,15 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,5,5 inches,15 inches
Row 128,9,10 inches,15 inches
Row 129,5,5 inches,15 inches
Row 130,11,15 inches,15 inches
Row 131,14,15 inches,15 inches
Row 132,11,15 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,9,10 inches,15 inches
Row 135,6,10 inches,15 inches
Row 136,15,15 inches,15 inches
Row 137,8,10 inches,15 inches
Row 138,5,5 inches,15 inches
Row 139,8,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,10,10 inches,15 inches
Row 142,7,10 inches,15 inches
Row 143,10,10 inches,15 inches
Row 144,5,5 inches,15 inches
Row 145,12,15 inches,15 inches
Row 146,14,15 inches,15 inches
Row 147,11,15 inches,15 inches
Row 148,14,15 inches,15 inches
Row 149,15,15 inches,15 inches
Row 150,12,15 inches,15 inches
Row 151,11,15 inches,15 inches
Row 152,6,10 inches,15 inches
Row 153,9,10 inches,15 inches
Row 154,13,15 inches,15 inches
Row 155,9,10 inches,15 inches
Row 156,7,10 inches,15 inches
Row 157,11,15 inches,15 inches
Row 158,13,15 inches,15 inches
Row 159,15,15 inches,15 inches
Row 160,14,15 inches,15 inches
Row 161,8,10 inches,15 inches
Row 162,10,10 inches,15 inches
Row 163,8,10 inches,15 inches
Row 164,6,10 inches,15 inches
Row 165,12,15 inches,15 inches
Row 166,15,15 inches,15 inches
Row 167,8,10 inches,15 inches
Row 168,12,15 inches,15 inches
Row 169,8,10 inches,15 inches
Row 170,5,5 inches,15 inches
Row 171,5,5 inches,15 inches
Row 172,7,10 inches,15 inches
Row 173,9,10 inches,15 inches
Row 174,13,15 inches,15 inches
Row 175,13,15 inches,15 inches
Row 176,14,15 inches,15 inches
Row 177,13,15 inches,15 inches
Row 178,7,10 inches,15 inches
Row 179,15,15 inches,15 inches
Row 180,6,10 inches,15 inches
Row 181,5,5 inches,15 inches
Row 182,15,15 inches,15 inches
Row 183,8,10 inches,15 inches
Row 184,10,10 inches,15 inches
Row 185,9,10 inches,15 inches
Row 186,12,15 inches,15 inches
Row 187,8,10 inches,15 inches
Row 188,11,15 inches,15 inches
Row 189,5,5 inches,15 inches
Row 190,15,15 inches,15 inches
