Row,Number of Houses,Pipe Size,pipe_size
Row 1,13,15 inches,15 inches
Row 2,15,15 inches,15 inches
Row 3,14,15 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,14,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,9,10 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,9,10 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,12,15 inches,15 inches
Row 18,15,15 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,11,15 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,10,10 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,8,10 inches,15 inches
Row 34,14,15 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,8,10 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,13,15 inches,15 inches
Row 43,9,10 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,9,10 inches,15 inches
Row 49,14,15 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,8,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,6,10 inches,15 inches
Row 57,7,10 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,6,10 inches,15 inches
Row 61,13,15 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,13,15 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,9,10 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,15,15 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,10,10 inches,15 inches
Row 70,10,10 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,12,15 inches,15 inches
Row 73,11,15 inches,15 inches
Row 74,13,15 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,8,10 inches,15 inches
Row 77,7,10 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,10,10 inches,15 inches
Row 80,13,15 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,8,10 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,8,10 inches,15 inches
Row 89,7,10 inches,15 inches
Row 90,9,10 inches,15 inches
Row 91,12,15 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,8,10 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,14,15 inches,15 inches
Row 97,10,10 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,10,10 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,5,5 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,9,10 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,15,15 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,15,15 inches,15 inches
Row 114,7,10 inches,15 inches
Row 115,5,5 inches,15 inches
Row 116,5,5 inches,15 inches
Row 117,14,15 inches,15 inches
Row 118,14,15 inches,15 inches
Row 119,6,10 inches,15 inches
Row 120,8,10 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,14,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,8,10 inches,15 inches
