Row,Number of Houses,Pipe Size,pipe_size
Row 1,14,15 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,9,10 inches,15 inches
Row 4,11,15 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,15,15 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,7,10 inches,15 inches
Row 11,6,10 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,7,10 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,9,10 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,15,15 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,9,10 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,13,15 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,13,15 inches,15 inches
Row 31,13,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,9,10 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,9,10 inches,15 inches
Row 40,14,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,13,15 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,15,15 inches,15 inches
Row 45,8,10 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,5,5 inches,15 inches
Row 48,6,10 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,5,5 inches,15 inches
Row 54,8,10 inches,15 inches
Row 55,5,5 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,15,15 inches,15 inches
Row 59,6,10 inches,15 inches
Row 60,11,15 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,5,5 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,12,15 inches,15 inches
Row 68,10,10 inches,15 inches
Row 69,11,15 inches,15 inches
Row 70,13,15 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,7,10 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,6,10 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,10,10 inches,15 inches
Row 81,13,15 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,14,15 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,14,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,15,15 inches,15 inches
Row 94,14,15 inches,15 inches
Row 95,5,5 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,13,15 inches,15 inches
Row 101,5,5 inches,15 inches
Row 102,7,10 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,14,15 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,15,15 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,14,15 inches,15 inches
Row 114,7,10 inches,15 inches
Row 115,11,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,15,15 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,12,15 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,11,15 inches,15 inches
Row 122,12,15 inches,15 inches
Row 123,7,10 inches,15 inches
Row 124,6,10 inches,15 inches
Row 125,10,10 inches,15 inches
Row 126,6,10 inches,15 inches
