Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,12,15 inches
Row 3,10,10 inches
Row 4,5,5 inches
Row 5,5,5 inches
Row 6,15,15 inches
Row 7,8,10 inches
Row 8,6,10 inches
Row 9,12,15 inches
Row 10,14,15 inches
Row 11,13,15 inches
Row 12,12,15 inches
Row 13,6,10 inches
Row 14,7,10 inches
Row 15,11,15 inches
Row 16,14,15 inches
Row 17,13,15 inches
Row 18,15,15 inches
Row 19,11,15 inches
Row 20,15,15 inches
Row 21,8,10 inches
Row 22,14,15 inches
Row 23,14,15 inches
Row 24,13,15 inches
Row 25,11,15 inches
Row 26,5,5 inches
Row 27,10,10 inches
Row 28,8,10 inches
Row 29,9,10 inches
Row 30,9,10 inches
Row 31,12,15 inches
Row 32,8,10 inches
Row 33,12,15 inches
Row 34,15,15 inches
Row 35,8,10 inches
Row 36,11,15 inches
Row 37,8,10 inches
Row 38,13,15 inches
Row 39,6,10 inches
Row 40,10,10 inches
Row 41,5,5 inches
Row 42,5,5 inches
Row 43,8,10 inches
Row 44,15,15 inches
Row 45,14,15 inches
Row 46,8,10 inches
Row 47,5,5 inches
Row 48,13,15 inches
Row 49,7,10 inches
Row 50,11,15 inches
Row 51,12,15 inches
Row 52,12,15 inches
Row 53,9,10 inches
Row 54,11,15 inches
Row 55,14,15 inches
Row 56,14,15 inches
Row 57,12,15 inches
Row 58,7,10 inches
Row 59,11,15 inches
Row 60,8,10 inches
Row 61,11,15 inches
Row 62,15,15 inches
Row 63,11,15 inches
Row 64,7,10 inches
Row 65,14,15 inches
Row 66,6,10 inches
Row 67,6,10 inches
Row 68,15,15 inches
Row 69,12,15 inches
Row 70,8,10 inches
Row 71,7,10 inches
Row 72,11,15 inches
Row 73,8,10 inches
Row 74,14,15 inches
Row 75,12,15 inches
Row 76,11,15 inches
Row 77,5,5 inches
Row 78,7,10 inches
Row 79,9,10 inches
Row 80,7,10 inches
Row 81,13,15 inches
Row 82,10,10 inches
Row 83,12,15 inches
Row 84,8,10 inches
Row 85,12,15 inches
Row 86,13,15 inches
Row 87,6,10 inches
Row 88,6,10 inches
Row 89,14,15 inches
Row 90,15,15 inches
Row 91,9,10 inches
Row 92,14,15 inches
Row 93,9,10 inches
Row 94,7,10 inches
Row 95,8,10 inches
Row 96,13,15 inches
Row 97,11,15 inches
Row 98,11,15 inches
Row 99,8,10 inches
Row 100,12,15 inches
Row 101,13,15 inches
Row 102,8,10 inches
Row 103,7,10 inches
Row 104,9,10 inches
Row 105,10,10 inches
Row 106,5,5 inches
Row 107,5,5 inches
Row 108,7,10 inches
Row 109,15,15 inches
Row 110,10,10 inches
Row 111,7,10 inches
Row 112,14,15 inches
Row 113,14,15 inches
Row 114,13,15 inches
Row 115,7,10 inches
Row 116,6,10 inches
Row 117,13,15 inches
Row 118,6,10 inches
Row 119,13,15 inches
Row 120,6,10 inches
Row 121,12,15 inches
Row 122,10,10 inches
Row 123,7,10 inches
Row 124,8,10 inches
Row 125,12,15 inches
Row 126,10,10 inches
Row 127,13,15 inches
Row 128,11,15 inches
Row 129,5,5 inches
Row 130,6,10 inches
Row 131,9,10 inches
Row 132,9,10 inches
Row 133,14,15 inches
Row 134,13,15 inches
Row 135,7,10 inches
Row 136,14,15 inches
Row 137,9,10 inches
Row 138,15,15 inches
Row 139,13,15 inches
Row 140,8,10 inches
Row 141,15,15 inches
Row 142,5,5 inches
Row 143,8,10 inches
Row 144,7,10 inches
Row 145,5,5 inches
Row 146,7,10 inches
Row 147,7,10 inches
Row 148,14,15 inches
Row 149,6,10 inches
Row 150,8,10 inches
Row 151,8,10 inches
Row 152,14,15 inches
Row 153,5,5 inches
Row 154,11,15 inches
Row 155,12,15 inches
Row 156,9,10 inches
Row 157,7,10 inches
