Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,10,10 inches
Row 3,14,15 inches
Row 4,9,10 inches
Row 5,14,15 inches
Row 6,14,15 inches
Row 7,5,5 inches
Row 8,9,10 inches
Row 9,13,15 inches
Row 10,6,10 inches
Row 11,12,15 inches
Row 12,7,10 inches
Row 13,15,15 inches
Row 14,8,10 inches
Row 15,13,15 inches
Row 16,11,15 inches
Row 17,8,10 inches
Row 18,5,5 inches
Row 19,13,15 inches
Row 20,15,15 inches
Row 21,9,10 inches
Row 22,6,10 inches
Row 23,10,10 inches
Row 24,5,5 inches
Row 25,5,5 inches
Row 26,15,15 inches
Row 27,14,15 inches
Row 28,7,10 inches
Row 29,12,15 inches
Row 30,11,15 inches
Row 31,12,15 inches
Row 32,11,15 inches
Row 33,13,15 inches
Row 34,12,15 inches
Row 35,7,10 inches
Row 36,9,10 inches
Row 37,11,15 inches
Row 38,7,10 inches
Row 39,12,15 inches
Row 40,12,15 inches
Row 41,10,10 inches
Row 42,13,15 inches
Row 43,12,15 inches
Row 44,14,15 inches
Row 45,9,10 inches
Row 46,11,15 inches
Row 47,8,10 inches
Row 48,10,10 inches
Row 49,15,15 inches
Row 50,15,15 inches
Row 51,8,10 inches
Row 52,9,10 inches
Row 53,7,10 inches
Row 54,13,15 inches
Row 55,8,10 inches
Row 56,15,15 inches
Row 57,11,15 inches
Row 58,13,15 inches
Row 59,14,15 inches
Row 60,10,10 inches
Row 61,12,15 inches
Row 62,9,10 inches
Row 63,13,15 inches
Row 64,11,15 inches
Row 65,6,10 inches
Row 66,7,10 inches
Row 67,9,10 inches
Row 68,13,15 inches
Row 69,13,15 inches
Row 70,8,10 inches
Row 71,7,10 inches
Row 72,9,10 inches
Row 73,10,10 inches
Row 74,8,10 inches
Row 75,7,10 inches
Row 76,13,15 inches
Row 77,7,10 inches
Row 78,5,5 inches
Row 79,15,15 inches
Row 80,8,10 inches
Row 81,9,10 inches
Row 82,15,15 inches
Row 83,10,10 inches
Row 84,8,10 inches
Row 85,7,10 inches
Row 86,12,15 inches
Row 87,9,10 inches
Row 88,15,15 inches
Row 89,14,15 inches
Row 90,5,5 inches
Row 91,11,15 inches
Row 92,12,15 inches
Row 93,9,10 inches
Row 94,5,5 inches
Row 95,14,15 inches
Row 96,6,10 inches
Row 97,5,5 inches
Row 98,10,10 inches
Row 99,14,15 inches
Row 100,5,5 inches
Row 101,10,10 inches
Row 102,5,5 inches
Row 103,8,10 inches
Row 104,6,10 inches
Row 105,11,15 inches
Row 106,6,10 inches
Row 107,6,10 inches
Row 108,5,5 inches
Row 109,6,10 inches
Row 110,9,10 inches
Row 111,10,10 inches
Row 112,15,15 inches
Row 113,5,5 inches
Row 114,10,10 inches
Row 115,6,10 inches
Row 116,9,10 inches
Row 117,9,10 inches
Row 118,9,10 inches
Row 119,5,5 inches
Row 120,9,10 inches
Row 121,5,5 inches
Row 122,7,10 inches
Row 123,11,15 inches
Row 124,11,15 inches
Row 125,6,10 inches
Row 126,8,10 inches
Row 127,10,10 inches
Row 128,7,10 inches
Row 129,7,10 inches
Row 130,14,15 inches
Row 131,14,15 inches
Row 132,14,15 inches
Row 133,14,15 inches
