Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,5,5 inches,15 inches
Row 5,7,10 inches,15 inches
Row 6,9,10 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,6,10 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,12,15 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,14,15 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,7,10 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,14,15 inches,15 inches
Row 21,15,15 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,12,15 inches,15 inches
Row 27,12,15 inches,15 inches
Row 28,13,15 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,10,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,6,10 inches,15 inches
Row 33,14,15 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,15,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,8,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,7,10 inches,15 inches
Row 42,11,15 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,15,15 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,8,10 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,10,10 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,6,10 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,15,15 inches,15 inches
Row 60,11,15 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,6,10 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,11,15 inches,15 inches
Row 71,10,10 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,10,10 inches,15 inches
Row 74,8,10 inches,15 inches
Row 75,13,15 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,5,5 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,9,10 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,11,15 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,13,15 inches,15 inches
Row 97,14,15 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,14,15 inches,15 inches
Row 105,8,10 inches,15 inches
Row 106,13,15 inches,15 inches
Row 107,10,10 inches,15 inches
Row 108,12,15 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,8,10 inches,15 inches
Row 111,6,10 inches,15 inches
Row 112,7,10 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,11,15 inches,15 inches
Row 115,6,10 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,6,10 inches,15 inches
Row 119,13,15 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,14,15 inches,15 inches
Row 123,7,10 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,8,10 inches,15 inches
Row 128,14,15 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,7,10 inches,15 inches
Row 131,6,10 inches,15 inches
Row 132,13,15 inches,15 inches
Row 133,15,15 inches,15 inches
Row 134,10,10 inches,15 inches
Row 135,7,10 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,13,15 inches,15 inches
Row 138,11,15 inches,15 inches
Row 139,10,10 inches,15 inches
Row 140,7,10 inches,15 inches
Row 141,13,15 inches,15 inches
Row 142,5,5 inches,15 inches
Row 143,12,15 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,13,15 inches,15 inches
Row 146,14,15 inches,15 inches
Row 147,9,10 inches,15 inches
Row 148,6,10 inches,15 inches
Row 149,9,10 inches,15 inches
Row 150,8,10 inches,15 inches
Row 151,11,15 inches,15 inches
Row 152,7,10 inches,15 inches
Row 153,8,10 inches,15 inches
Row 154,7,10 inches,15 inches
Row 155,10,10 inches,15 inches
Row 156,12,15 inches,15 inches
Row 157,8,10 inches,15 inches
Row 158,7,10 inches,15 inches
Row 159,7,10 inches,15 inches
Row 160,11,15 inches,15 inches
Row 161,9,10 inches,15 inches
Row 162,10,10 inches,15 inches
Row 163,10,10 inches,15 inches
Row 164,11,15 inches,15 inches
Row 165,10,10 inches,15 inches
Row 166,6,10 inches,15 inches
Row 167,6,10 inches,15 inches
Row 168,7,10 inches,15 inches
Row 169,14,15 inches,15 inches
Row 170,5,5 inches,15 inches
Row 171,12,15 inches,15 inches
Row 172,8,10 inches,15 inches
Row 173,6,10 inches,15 inches
Row 174,9,10 inches,15 inches
Row 175,11,15 inches,15 inches
Row 176,9,10 inches,15 inches
Row 177,7,10 inches,15 inches
Row 178,13,15 inches,15 inches
Row 179,13,15 inches,15 inches
Row 180,7,10 inches,15 inches
Row 181,14,15 inches,15 inches
Row 182,11,15 inches,15 inches
Row 183,15,15 inches,15 inches
Row 184,5,5 inches,15 inches
Row 185,11,15 inches,15 inches
Row 186,6,10 inches,15 inches
Row 187,7,10 inches,15 inches
