Row,Number of Houses,Pipe Size,pipe_size
Row 1,7,10 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,6,10 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,15,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,11,15 inches,15 inches
Row 10,14,15 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,5,5 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,9,10 inches,15 inches
Row 18,7,10 inches,15 inches
Row 19,8,10 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,9,10 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,9,10 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,10,10 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,8,10 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,9,10 inches,15 inches
Row 40,5,5 inches,15 inches
Row 41,12,15 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,8,10 inches,15 inches
Row 52,6,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,8,10 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,7,10 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,15,15 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,13,15 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,14,15 inches,15 inches
Row 75,14,15 inches,15 inches
Row 76,7,10 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,6,10 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,11,15 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,10,10 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,7,10 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,12,15 inches,15 inches
Row 92,13,15 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,7,10 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,11,15 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,9,10 inches,15 inches
Row 104,9,10 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,12,15 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,14,15 inches,15 inches
Row 109,12,15 inches,15 inches
Row 110,13,15 inches,15 inches
Row 111,5,5 inches,15 inches
Row 112,15,15 inches,15 inches
Row 113,15,15 inches,15 inches
Row 114,12,15 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,15,15 inches,15 inches
Row 117,13,15 inches,15 inches
Row 118,10,10 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,5,5 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,12,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,7,10 inches,15 inches
Row 126,7,10 inches,15 inches
Row 127,7,10 inches,15 inches
Row 128,7,10 inches,15 inches
Row 129,12,15 inches,15 inches
Row 130,15,15 inches,15 inches
Row 131,15,15 inches,15 inches
Row 132,5,5 inches,15 inches
Row 133,11,15 inches,15 inches
Row 134,11,15 inches,15 inches
Row 135,9,10 inches,15 inches
Row 136,13,15 inches,15 inches
Row 137,15,15 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,5,5 inches,15 inches
Row 140,12,15 inches,15 inches
Row 141,5,5 inches,15 inches
Row 142,9,10 inches,15 inches
Row 143,6,10 inches,15 inches
Row 144,10,10 inches,15 inches
Row 145,14,15 inches,15 inches
Row 146,13,15 inches,15 inches
Row 147,14,15 inches,15 inches
Row 148,8,10 inches,15 inches
Row 149,11,15 inches,15 inches
Row 150,6,10 inches,15 inches
Row 151,6,10 inches,15 inches
Row 152,13,15 inches,15 inches
Row 153,15,15 inches,15 inches
Row 154,6,10 inches,15 inches
Row 155,8,10 inches,15 inches
Row 156,8,10 inches,15 inches
Row 157,12,15 inches,15 inches
Row 158,10,10 inches,15 inches
Row 159,8,10 inches,15 inches
Row 160,13,15 inches,15 inches
Row 161,11,15 inches,15 inches
Row 162,15,15 inches,15 inches
Row 163,15,15 inches,15 inches
Row 164,13,15 inches,15 inches
Row 165,7,10 inches,15 inches
Row 166,7,10 inches,15 inches
Row 167,6,10 inches,15 inches
Row 168,10,10 inches,15 inches
Row 169,7,10 inches,15 inches
Row 170,5,5 inches,15 inches
Row 171,6,10 inches,15 inches
Row 172,6,10 inches,15 inches
Row 173,6,10 inches,15 inches
Row 174,12,15 inches,15 inches
Row 175,7,10 inches,15 inches
Row 176,8,10 inches,15 inches
Row 177,9,10 inches,15 inches
Row 178,12,15 inches,15 inches
