Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,9,10 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,13,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,14,15 inches,15 inches
Row 13,5,5 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,15,15 inches,15 inches
Row 17,12,15 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,12,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,14,15 inches,15 inches
Row 26,6,10 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,11,15 inches,15 inches
Row 29,12,15 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,13,15 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,9,10 inches,15 inches
Row 47,12,15 inches,15 inches
Row 48,5,5 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,11,15 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,15,15 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,10,10 inches,15 inches
Row 55,7,10 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,12,15 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,13,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,7,10 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,6,10 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,15,15 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,5,5 inches,15 inches
Row 73,6,10 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,11,15 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,8,10 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,13,15 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,6,10 inches,15 inches
Row 95,15,15 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,10,10 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,14,15 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,15,15 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,8,10 inches,15 inches
Row 106,7,10 inches,15 inches
Row 107,8,10 inches,15 inches
Row 108,12,15 inches,15 inches
