timestamp,volume_in,volume_out
2024-07-27 17:36:10.242232,14.604579604180158,14.814535770119134
2024-07-27 17:36:40.242232,11.477949494383704,11.063606574775767
2024-07-27 17:37:10.242232,12.996076222468728,13.365121256192806
2024-07-27 17:37:40.242232,11.228701962215396,11.371678892434273
2024-07-27 17:38:10.242232,12.22097904630114,9.350248821361255
2024-07-27 17:38:40.242232,12.246578426075516,12.331518352281554
2024-07-27 17:39:10.242232,12.917817041258829,12.805534442033448
2024-07-27 17:39:40.242232,14.5478635735248,14.886782271204375
2024-07-27 17:40:10.242232,14.568536809347531,12.794350846996549
2024-07-27 17:40:40.242232,11.90209793454798,11.635541946014111
2024-07-27 17:41:10.242232,14.290269037994015,14.652103854963565
2024-07-27 17:41:40.242232,14.12554112016225,14.449006638490633
2024-07-27 17:42:10.242232,11.014561414015892,11.03098375203423
2024-07-27 17:42:40.242232,13.458756203506939,11.689534857975183
2024-07-27 17:43:10.242232,14.091816642286703,13.810085421063778
2024-07-27 17:43:40.242232,14.478030215967603,14.80361163398632
2024-07-27 17:44:10.242232,11.744083392885743,11.62173484149846
2024-07-27 17:44:40.242232,10.132268554886695,9.660956582079933
2024-07-27 17:45:10.242232,12.827330100000065,11.36637074278795
2024-07-27 17:45:40.242232,14.59164329087462,14.340329442196587
