Row,Number of Houses,Pipe Size,pipe_size
Row 1,15,15 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,15,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,13,15 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,11,15 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,12,15 inches,15 inches
Row 17,8,10 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,6,10 inches,15 inches
Row 20,12,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,12,15 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,7,10 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,10,10 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,10,10 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,5,5 inches,15 inches
Row 35,8,10 inches,15 inches
Row 36,14,15 inches,15 inches
Row 37,11,15 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,11,15 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,5,5 inches,15 inches
Row 43,5,5 inches,15 inches
Row 44,15,15 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,9,10 inches,15 inches
Row 47,9,10 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,15,15 inches,15 inches
Row 52,8,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,7,10 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,7,10 inches,15 inches
Row 61,15,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,14,15 inches,15 inches
Row 67,12,15 inches,15 inches
Row 68,15,15 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,13,15 inches,15 inches
Row 75,11,15 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,15,15 inches,15 inches
Row 79,14,15 inches,15 inches
Row 80,5,5 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,8,10 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,13,15 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,13,15 inches,15 inches
Row 88,9,10 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,15,15 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,14,15 inches,15 inches
Row 94,6,10 inches,15 inches
Row 95,7,10 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,15,15 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,15,15 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,7,10 inches,15 inches
Row 105,14,15 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,6,10 inches,15 inches
