Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,10,10 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,10,10 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,9,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,6,10 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,13,15 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,13,15 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,5,5 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,13,15 inches,15 inches
Row 28,11,15 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,6,10 inches,15 inches
Row 31,8,10 inches,15 inches
Row 32,15,15 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,10,10 inches,15 inches
Row 37,14,15 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,10,10 inches,15 inches
Row 41,12,15 inches,15 inches
Row 42,15,15 inches,15 inches
Row 43,8,10 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,6,10 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,6,10 inches,15 inches
Row 51,7,10 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,12,15 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,6,10 inches,15 inches
Row 58,10,10 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,6,10 inches,15 inches
Row 61,8,10 inches,15 inches
Row 62,5,5 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,14,15 inches,15 inches
Row 67,12,15 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,13,15 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,10,10 inches,15 inches
Row 72,6,10 inches,15 inches
Row 73,9,10 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,13,15 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,6,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,12,15 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,8,10 inches,15 inches
Row 90,6,10 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,10,10 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,15,15 inches,15 inches
Row 97,8,10 inches,15 inches
Row 98,9,10 inches,15 inches
Row 99,12,15 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,9,10 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,15,15 inches,15 inches
Row 104,10,10 inches,15 inches
Row 105,11,15 inches,15 inches
Row 106,9,10 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,15,15 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,6,10 inches,15 inches
Row 111,15,15 inches,15 inches
Row 112,8,10 inches,15 inches
Row 113,15,15 inches,15 inches
Row 114,8,10 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,14,15 inches,15 inches
Row 119,13,15 inches,15 inches
Row 120,13,15 inches,15 inches
Row 121,5,5 inches,15 inches
Row 122,6,10 inches,15 inches
Row 123,13,15 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,14,15 inches,15 inches
Row 126,6,10 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,5,5 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,12,15 inches,15 inches
