Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,12,15 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,6,10 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,13,15 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,11,15 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,8,10 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,12,15 inches,15 inches
Row 18,11,15 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,13,15 inches,15 inches
Row 25,12,15 inches,15 inches
Row 26,11,15 inches,15 inches
Row 27,10,10 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,6,10 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,7,10 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,13,15 inches,15 inches
Row 35,6,10 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,13,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,11,15 inches,15 inches
Row 40,11,15 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,5,5 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,15,15 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,5,5 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,7,10 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,7,10 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,15,15 inches,15 inches
Row 62,11,15 inches,15 inches
Row 63,6,10 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,10,10 inches,15 inches
Row 69,10,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,13,15 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,7,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,6,10 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,11,15 inches,15 inches
Row 80,13,15 inches,15 inches
Row 81,13,15 inches,15 inches
Row 82,12,15 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,12,15 inches,15 inches
Row 88,6,10 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,13,15 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,14,15 inches,15 inches
Row 95,10,10 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,15,15 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,15,15 inches,15 inches
Row 107,11,15 inches,15 inches
Row 108,14,15 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,5,5 inches,15 inches
Row 111,7,10 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,11,15 inches,15 inches
Row 114,5,5 inches,15 inches
Row 115,11,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,10,10 inches,15 inches
Row 119,12,15 inches,15 inches
Row 120,13,15 inches,15 inches
Row 121,14,15 inches,15 inches
Row 122,6,10 inches,15 inches
Row 123,10,10 inches,15 inches
Row 124,12,15 inches,15 inches
Row 125,14,15 inches,15 inches
Row 126,8,10 inches,15 inches
Row 127,14,15 inches,15 inches
Row 128,12,15 inches,15 inches
Row 129,12,15 inches,15 inches
Row 130,15,15 inches,15 inches
Row 131,8,10 inches,15 inches
Row 132,13,15 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,7,10 inches,15 inches
Row 135,11,15 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,13,15 inches,15 inches
Row 138,11,15 inches,15 inches
Row 139,8,10 inches,15 inches
Row 140,10,10 inches,15 inches
Row 141,11,15 inches,15 inches
Row 142,15,15 inches,15 inches
Row 143,7,10 inches,15 inches
