Row,Number of Houses,Pipe Size,pipe_size
Row 1,12,15 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,7,10 inches,15 inches
Row 7,12,15 inches,15 inches
Row 8,11,15 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,11,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,11,15 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,14,15 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,13,15 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,15,15 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,6,10 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,14,15 inches,15 inches
Row 30,10,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,6,10 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,12,15 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,9,10 inches,15 inches
Row 39,12,15 inches,15 inches
Row 40,5,5 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,8,10 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,12,15 inches,15 inches
Row 49,8,10 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,12,15 inches,15 inches
Row 52,6,10 inches,15 inches
Row 53,11,15 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,12,15 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,14,15 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,12,15 inches,15 inches
