Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,8,10 inches
Row 3,7,10 inches
Row 4,9,10 inches
Row 5,7,10 inches
Row 6,9,10 inches
Row 7,8,10 inches
Row 8,7,10 inches
Row 9,10,10 inches
Row 10,11,15 inches
Row 11,14,15 inches
Row 12,6,10 inches
Row 13,8,10 inches
Row 14,6,10 inches
Row 15,8,10 inches
Row 16,7,10 inches
Row 17,8,10 inches
Row 18,15,15 inches
Row 19,14,15 inches
Row 20,10,10 inches
Row 21,15,15 inches
Row 22,8,10 inches
Row 23,12,15 inches
Row 24,12,15 inches
Row 25,7,10 inches
Row 26,10,10 inches
Row 27,7,10 inches
Row 28,8,10 inches
Row 29,15,15 inches
Row 30,5,5 inches
Row 31,7,10 inches
Row 32,13,15 inches
Row 33,15,15 inches
Row 34,14,15 inches
Row 35,11,15 inches
Row 36,10,10 inches
Row 37,13,15 inches
Row 38,8,10 inches
Row 39,10,10 inches
Row 40,8,10 inches
Row 41,9,10 inches
Row 42,12,15 inches
Row 43,15,15 inches
Row 44,14,15 inches
Row 45,7,10 inches
Row 46,7,10 inches
Row 47,14,15 inches
Row 48,13,15 inches
Row 49,13,15 inches
Row 50,14,15 inches
Row 51,9,10 inches
Row 52,7,10 inches
Row 53,12,15 inches
Row 54,13,15 inches
Row 55,9,10 inches
Row 56,9,10 inches
Row 57,15,15 inches
Row 58,15,15 inches
Row 59,15,15 inches
Row 60,8,10 inches
Row 61,15,15 inches
Row 62,7,10 inches
Row 63,11,15 inches
Row 64,13,15 inches
Row 65,7,10 inches
Row 66,12,15 inches
Row 67,5,5 inches
Row 68,10,10 inches
Row 69,7,10 inches
Row 70,7,10 inches
Row 71,7,10 inches
Row 72,15,15 inches
Row 73,6,10 inches
Row 74,5,5 inches
Row 75,7,10 inches
Row 76,12,15 inches
Row 77,7,10 inches
Row 78,8,10 inches
Row 79,14,15 inches
Row 80,6,10 inches
Row 81,14,15 inches
Row 82,15,15 inches
Row 83,11,15 inches
Row 84,11,15 inches
Row 85,13,15 inches
Row 86,6,10 inches
Row 87,11,15 inches
Row 88,13,15 inches
Row 89,14,15 inches
Row 90,15,15 inches
Row 91,12,15 inches
Row 92,13,15 inches
Row 93,7,10 inches
Row 94,15,15 inches
Row 95,14,15 inches
Row 96,7,10 inches
Row 97,14,15 inches
Row 98,9,10 inches
Row 99,6,10 inches
Row 100,9,10 inches
Row 101,15,15 inches
Row 102,14,15 inches
Row 103,10,10 inches
Row 104,5,5 inches
Row 105,10,10 inches
Row 106,11,15 inches
Row 107,7,10 inches
Row 108,8,10 inches
Row 109,14,15 inches
Row 110,6,10 inches
Row 111,15,15 inches
Row 112,14,15 inches
Row 113,11,15 inches
Row 114,7,10 inches
Row 115,12,15 inches
Row 116,10,10 inches
Row 117,9,10 inches
Row 118,7,10 inches
Row 119,14,15 inches
Row 120,15,15 inches
Row 121,12,15 inches
Row 122,9,10 inches
Row 123,14,15 inches
Row 124,14,15 inches
Row 125,6,10 inches
Row 126,10,10 inches
Row 127,10,10 inches
Row 128,6,10 inches
Row 129,5,5 inches
Row 130,14,15 inches
Row 131,9,10 inches
Row 132,12,15 inches
Row 133,10,10 inches
Row 134,10,10 inches
Row 135,12,15 inches
Row 136,9,10 inches
Row 137,7,10 inches
Row 138,15,15 inches
Row 139,15,15 inches
Row 140,8,10 inches
Row 141,5,5 inches
Row 142,13,15 inches
Row 143,8,10 inches
Row 144,14,15 inches
Row 145,15,15 inches
Row 146,13,15 inches
Row 147,10,10 inches
Row 148,13,15 inches
Row 149,9,10 inches
Row 150,12,15 inches
Row 151,9,10 inches
Row 152,7,10 inches
Row 153,6,10 inches
Row 154,15,15 inches
Row 155,6,10 inches
Row 156,10,10 inches
