Row,Number of Houses,Pipe Size,pipe_size
Row 1,14,15 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,15,15 inches,15 inches
Row 8,13,15 inches,15 inches
Row 9,10,10 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,15,15 inches,15 inches
Row 13,9,10 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,10,10 inches,15 inches
Row 16,5,5 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,6,10 inches,15 inches
Row 20,13,15 inches,15 inches
Row 21,6,10 inches,15 inches
Row 22,10,10 inches,15 inches
Row 23,11,15 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,9,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,10,10 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,15,15 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,10,10 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,14,15 inches,15 inches
Row 39,13,15 inches,15 inches
Row 40,9,10 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,9,10 inches,15 inches
Row 45,9,10 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,10,10 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,12,15 inches,15 inches
Row 59,15,15 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,6,10 inches,15 inches
