Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,7,10 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,14,15 inches,15 inches
Row 7,12,15 inches,15 inches
Row 8,12,15 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,14,15 inches,15 inches
Row 11,6,10 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,15,15 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,8,10 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,15,15 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,14,15 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,8,10 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,14,15 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,7,10 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,5,5 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,11,15 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,11,15 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,14,15 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,7,10 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,13,15 inches,15 inches
Row 72,5,5 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,12,15 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,8,10 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,11,15 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,7,10 inches,15 inches
Row 81,12,15 inches,15 inches
Row 82,10,10 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,7,10 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,11,15 inches,15 inches
Row 91,6,10 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,9,10 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,13,15 inches,15 inches
Row 96,5,5 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,5,5 inches,15 inches
Row 102,7,10 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,12,15 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,6,10 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,12,15 inches,15 inches
Row 110,11,15 inches,15 inches
Row 111,7,10 inches,15 inches
Row 112,14,15 inches,15 inches
Row 113,6,10 inches,15 inches
Row 114,8,10 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,8,10 inches,15 inches
Row 117,6,10 inches,15 inches
Row 118,6,10 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,7,10 inches,15 inches
Row 121,7,10 inches,15 inches
Row 122,12,15 inches,15 inches
Row 123,7,10 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,13,15 inches,15 inches
Row 128,7,10 inches,15 inches
Row 129,15,15 inches,15 inches
