Row,Number of Houses,Pipe Size,pipe_size
Row 1,6,10 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,5,5 inches,15 inches
Row 4,5,5 inches,15 inches
Row 5,10,10 inches,15 inches
Row 6,14,15 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,10,10 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,10,10 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,6,10 inches,15 inches
Row 18,7,10 inches,15 inches
Row 19,10,10 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,11,15 inches,15 inches
Row 22,15,15 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,7,10 inches,15 inches
Row 25,15,15 inches,15 inches
Row 26,11,15 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,9,10 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,14,15 inches,15 inches
Row 38,8,10 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,13,15 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,9,10 inches,15 inches
Row 46,6,10 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,8,10 inches,15 inches
Row 55,11,15 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,15,15 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,12,15 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,14,15 inches,15 inches
Row 70,10,10 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,5,5 inches,15 inches
Row 73,7,10 inches,15 inches
Row 74,8,10 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,7,10 inches,15 inches
Row 77,7,10 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,14,15 inches,15 inches
Row 80,13,15 inches,15 inches
Row 81,9,10 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,7,10 inches,15 inches
Row 84,10,10 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,14,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,8,10 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,11,15 inches,15 inches
Row 92,15,15 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,12,15 inches,15 inches
Row 95,11,15 inches,15 inches
Row 96,11,15 inches,15 inches
Row 97,14,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,9,10 inches,15 inches
Row 104,7,10 inches,15 inches
Row 105,8,10 inches,15 inches
Row 106,15,15 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,14,15 inches,15 inches
Row 109,14,15 inches,15 inches
Row 110,10,10 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,6,10 inches,15 inches
Row 113,8,10 inches,15 inches
Row 114,14,15 inches,15 inches
Row 115,12,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,11,15 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,14,15 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,7,10 inches,15 inches
Row 122,12,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,6,10 inches,15 inches
Row 129,11,15 inches,15 inches
Row 130,12,15 inches,15 inches
Row 131,13,15 inches,15 inches
Row 132,10,10 inches,15 inches
Row 133,12,15 inches,15 inches
Row 134,7,10 inches,15 inches
Row 135,12,15 inches,15 inches
Row 136,9,10 inches,15 inches
Row 137,5,5 inches,15 inches
Row 138,10,10 inches,15 inches
Row 139,10,10 inches,15 inches
Row 140,15,15 inches,15 inches
Row 141,7,10 inches,15 inches
Row 142,14,15 inches,15 inches
Row 143,13,15 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,11,15 inches,15 inches
Row 146,13,15 inches,15 inches
Row 147,8,10 inches,15 inches
Row 148,11,15 inches,15 inches
