Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,7,10 inches
Row 3,6,10 inches
Row 4,6,10 inches
Row 5,7,10 inches
Row 6,7,10 inches
Row 7,9,10 inches
Row 8,9,10 inches
Row 9,9,10 inches
Row 10,13,15 inches
Row 11,14,15 inches
Row 12,5,5 inches
Row 13,13,15 inches
Row 14,11,15 inches
Row 15,8,10 inches
Row 16,6,10 inches
Row 17,7,10 inches
Row 18,5,5 inches
Row 19,8,10 inches
Row 20,9,10 inches
Row 21,6,10 inches
Row 22,13,15 inches
Row 23,7,10 inches
Row 24,7,10 inches
Row 25,10,10 inches
Row 26,13,15 inches
Row 27,8,10 inches
Row 28,6,10 inches
Row 29,5,5 inches
Row 30,13,15 inches
Row 31,5,5 inches
Row 32,5,5 inches
Row 33,11,15 inches
Row 34,12,15 inches
Row 35,8,10 inches
Row 36,12,15 inches
Row 37,8,10 inches
Row 38,8,10 inches
Row 39,10,10 inches
Row 40,7,10 inches
Row 41,9,10 inches
Row 42,12,15 inches
Row 43,12,15 inches
Row 44,15,15 inches
Row 45,10,10 inches
Row 46,5,5 inches
Row 47,13,15 inches
Row 48,13,15 inches
Row 49,13,15 inches
Row 50,12,15 inches
Row 51,12,15 inches
Row 52,6,10 inches
Row 53,9,10 inches
Row 54,9,10 inches
Row 55,15,15 inches
Row 56,12,15 inches
Row 57,7,10 inches
Row 58,13,15 inches
Row 59,10,10 inches
Row 60,11,15 inches
Row 61,8,10 inches
Row 62,12,15 inches
Row 63,9,10 inches
Row 64,11,15 inches
Row 65,11,15 inches
Row 66,14,15 inches
Row 67,15,15 inches
Row 68,6,10 inches
Row 69,15,15 inches
Row 70,10,10 inches
Row 71,5,5 inches
Row 72,15,15 inches
Row 73,14,15 inches
Row 74,12,15 inches
Row 75,9,10 inches
Row 76,8,10 inches
Row 77,12,15 inches
Row 78,7,10 inches
Row 79,14,15 inches
Row 80,15,15 inches
Row 81,9,10 inches
Row 82,11,15 inches
Row 83,15,15 inches
Row 84,6,10 inches
Row 85,10,10 inches
Row 86,15,15 inches
Row 87,12,15 inches
Row 88,6,10 inches
Row 89,14,15 inches
Row 90,12,15 inches
Row 91,11,15 inches
Row 92,14,15 inches
Row 93,8,10 inches
Row 94,8,10 inches
Row 95,6,10 inches
Row 96,14,15 inches
Row 97,5,5 inches
Row 98,6,10 inches
Row 99,10,10 inches
Row 100,14,15 inches
Row 101,9,10 inches
Row 102,10,10 inches
Row 103,8,10 inches
Row 104,10,10 inches
Row 105,7,10 inches
Row 106,14,15 inches
Row 107,15,15 inches
Row 108,13,15 inches
Row 109,15,15 inches
Row 110,6,10 inches
Row 111,11,15 inches
Row 112,12,15 inches
Row 113,15,15 inches
Row 114,9,10 inches
Row 115,12,15 inches
Row 116,7,10 inches
Row 117,9,10 inches
Row 118,8,10 inches
Row 119,10,10 inches
Row 120,8,10 inches
Row 121,5,5 inches
Row 122,10,10 inches
Row 123,7,10 inches
Row 124,8,10 inches
Row 125,9,10 inches
Row 126,12,15 inches
Row 127,7,10 inches
Row 128,7,10 inches
Row 129,15,15 inches
Row 130,5,5 inches
Row 131,15,15 inches
Row 132,5,5 inches
Row 133,9,10 inches
Row 134,9,10 inches
Row 135,14,15 inches
Row 136,11,15 inches
Row 137,13,15 inches
Row 138,13,15 inches
Row 139,15,15 inches
Row 140,10,10 inches
Row 141,12,15 inches
Row 142,11,15 inches
Row 143,7,10 inches
Row 144,11,15 inches
Row 145,12,15 inches
Row 146,7,10 inches
Row 147,9,10 inches
Row 148,14,15 inches
Row 149,10,10 inches
Row 150,9,10 inches
Row 151,6,10 inches
Row 152,15,15 inches
Row 153,9,10 inches
Row 154,13,15 inches
Row 155,7,10 inches
Row 156,6,10 inches
Row 157,13,15 inches
Row 158,10,10 inches
Row 159,10,10 inches
Row 160,15,15 inches
Row 161,5,5 inches
Row 162,9,10 inches
Row 163,6,10 inches
Row 164,12,15 inches
Row 165,8,10 inches
Row 166,5,5 inches
Row 167,5,5 inches
Row 168,9,10 inches
Row 169,5,5 inches
Row 170,11,15 inches
Row 171,5,5 inches
Row 172,13,15 inches
Row 173,6,10 inches
Row 174,9,10 inches
Row 175,12,15 inches
Row 176,5,5 inches
Row 177,11,15 inches
Row 178,6,10 inches
Row 179,7,10 inches
Row 180,10,10 inches
Row 181,5,5 inches
Row 182,15,15 inches
Row 183,11,15 inches
