Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,10,10 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,6,10 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,5,5 inches,15 inches
Row 9,6,10 inches,15 inches
Row 10,9,10 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,13,15 inches,15 inches
Row 14,8,10 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,6,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,10,10 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,10,10 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,6,10 inches,15 inches
Row 25,9,10 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,15,15 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,10,10 inches,15 inches
Row 37,12,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,12,15 inches,15 inches
Row 40,6,10 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,15,15 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,14,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,13,15 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,7,10 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,11,15 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,15,15 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,13,15 inches,15 inches
Row 68,10,10 inches,15 inches
Row 69,15,15 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,13,15 inches,15 inches
Row 74,8,10 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,11,15 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,10,10 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,12,15 inches,15 inches
Row 94,10,10 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,6,10 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,14,15 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,12,15 inches,15 inches
Row 103,6,10 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,8,10 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,9,10 inches,15 inches
Row 110,12,15 inches,15 inches
Row 111,9,10 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,10,10 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,11,15 inches,15 inches
