Row,Number of Houses,Pipe Size,pipe_size
Row 1,6,10 inches,15 inches
Row 2,10,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,5,5 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,13,15 inches,15 inches
Row 20,10,10 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,9,10 inches,15 inches
Row 24,5,5 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,13,15 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,10,10 inches,15 inches
Row 34,15,15 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,12,15 inches,15 inches
Row 37,12,15 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,12,15 inches,15 inches
Row 40,8,10 inches,15 inches
Row 41,14,15 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,6,10 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,12,15 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,9,10 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,15,15 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,10,10 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,12,15 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,10,10 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,13,15 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,10,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,8,10 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,5,5 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,9,10 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,11,15 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,8,10 inches,15 inches
Row 95,13,15 inches,15 inches
Row 96,13,15 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,14,15 inches,15 inches
Row 99,7,10 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,14,15 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,9,10 inches,15 inches
Row 106,7,10 inches,15 inches
Row 107,7,10 inches,15 inches
Row 108,14,15 inches,15 inches
Row 109,10,10 inches,15 inches
Row 110,8,10 inches,15 inches
Row 111,10,10 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,5,5 inches,15 inches
Row 115,12,15 inches,15 inches
Row 116,15,15 inches,15 inches
Row 117,11,15 inches,15 inches
Row 118,5,5 inches,15 inches
Row 119,14,15 inches,15 inches
Row 120,6,10 inches,15 inches
Row 121,7,10 inches,15 inches
Row 122,14,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,13,15 inches,15 inches
Row 125,11,15 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,15,15 inches,15 inches
Row 128,13,15 inches,15 inches
Row 129,14,15 inches,15 inches
Row 130,13,15 inches,15 inches
Row 131,11,15 inches,15 inches
Row 132,5,5 inches,15 inches
Row 133,10,10 inches,15 inches
Row 134,12,15 inches,15 inches
Row 135,14,15 inches,15 inches
Row 136,8,10 inches,15 inches
Row 137,8,10 inches,15 inches
Row 138,10,10 inches,15 inches
Row 139,9,10 inches,15 inches
Row 140,5,5 inches,15 inches
Row 141,10,10 inches,15 inches
Row 142,15,15 inches,15 inches
Row 143,8,10 inches,15 inches
Row 144,9,10 inches,15 inches
Row 145,5,5 inches,15 inches
Row 146,12,15 inches,15 inches
Row 147,13,15 inches,15 inches
Row 148,11,15 inches,15 inches
Row 149,14,15 inches,15 inches
Row 150,8,10 inches,15 inches
Row 151,6,10 inches,15 inches
Row 152,11,15 inches,15 inches
Row 153,10,10 inches,15 inches
Row 154,11,15 inches,15 inches
Row 155,15,15 inches,15 inches
Row 156,10,10 inches,15 inches
Row 157,14,15 inches,15 inches
Row 158,5,5 inches,15 inches
Row 159,12,15 inches,15 inches
Row 160,12,15 inches,15 inches
Row 161,10,10 inches,15 inches
Row 162,10,10 inches,15 inches
Row 163,5,5 inches,15 inches
Row 164,15,15 inches,15 inches
Row 165,11,15 inches,15 inches
Row 166,15,15 inches,15 inches
Row 167,5,5 inches,15 inches
Row 168,15,15 inches,15 inches
Row 169,14,15 inches,15 inches
Row 170,5,5 inches,15 inches
Row 171,12,15 inches,15 inches
Row 172,10,10 inches,15 inches
Row 173,14,15 inches,15 inches
Row 174,7,10 inches,15 inches
Row 175,6,10 inches,15 inches
