Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,14,15 inches
Row 3,5,5 inches
Row 4,13,15 inches
Row 5,7,10 inches
Row 6,12,15 inches
Row 7,6,10 inches
Row 8,5,5 inches
Row 9,15,15 inches
Row 10,11,15 inches
Row 11,9,10 inches
Row 12,5,5 inches
Row 13,10,10 inches
Row 14,12,15 inches
Row 15,15,15 inches
Row 16,9,10 inches
Row 17,12,15 inches
Row 18,8,10 inches
Row 19,15,15 inches
Row 20,8,10 inches
Row 21,5,5 inches
Row 22,9,10 inches
Row 23,9,10 inches
Row 24,15,15 inches
Row 25,11,15 inches
Row 26,13,15 inches
Row 27,13,15 inches
Row 28,6,10 inches
Row 29,11,15 inches
Row 30,6,10 inches
Row 31,9,10 inches
Row 32,10,10 inches
Row 33,7,10 inches
Row 34,9,10 inches
Row 35,11,15 inches
Row 36,14,15 inches
Row 37,11,15 inches
Row 38,15,15 inches
Row 39,6,10 inches
Row 40,6,10 inches
Row 41,11,15 inches
Row 42,13,15 inches
Row 43,13,15 inches
Row 44,9,10 inches
Row 45,15,15 inches
Row 46,11,15 inches
Row 47,8,10 inches
Row 48,14,15 inches
Row 49,6,10 inches
Row 50,13,15 inches
Row 51,13,15 inches
Row 52,6,10 inches
Row 53,11,15 inches
Row 54,8,10 inches
Row 55,12,15 inches
Row 56,9,10 inches
Row 57,8,10 inches
Row 58,9,10 inches
Row 59,11,15 inches
Row 60,15,15 inches
Row 61,11,15 inches
Row 62,12,15 inches
Row 63,7,10 inches
Row 64,12,15 inches
Row 65,11,15 inches
Row 66,7,10 inches
Row 67,8,10 inches
Row 68,13,15 inches
Row 69,9,10 inches
Row 70,12,15 inches
Row 71,5,5 inches
Row 72,13,15 inches
Row 73,15,15 inches
Row 74,9,10 inches
Row 75,7,10 inches
Row 76,6,10 inches
Row 77,11,15 inches
Row 78,12,15 inches
Row 79,15,15 inches
Row 80,9,10 inches
Row 81,6,10 inches
Row 82,14,15 inches
Row 83,12,15 inches
Row 84,15,15 inches
Row 85,10,10 inches
Row 86,11,15 inches
Row 87,12,15 inches
Row 88,7,10 inches
Row 89,10,10 inches
Row 90,13,15 inches
Row 91,5,5 inches
Row 92,11,15 inches
Row 93,6,10 inches
Row 94,12,15 inches
Row 95,15,15 inches
Row 96,15,15 inches
Row 97,8,10 inches
Row 98,13,15 inches
Row 99,10,10 inches
Row 100,11,15 inches
Row 101,9,10 inches
Row 102,11,15 inches
Row 103,11,15 inches
Row 104,11,15 inches
Row 105,8,10 inches
Row 106,15,15 inches
Row 107,14,15 inches
Row 108,11,15 inches
Row 109,9,10 inches
Row 110,5,5 inches
Row 111,12,15 inches
Row 112,11,15 inches
Row 113,11,15 inches
Row 114,14,15 inches
Row 115,14,15 inches
Row 116,12,15 inches
Row 117,14,15 inches
Row 118,15,15 inches
Row 119,14,15 inches
Row 120,5,5 inches
Row 121,11,15 inches
Row 122,11,15 inches
Row 123,6,10 inches
Row 124,15,15 inches
Row 125,14,15 inches
Row 126,7,10 inches
Row 127,6,10 inches
Row 128,7,10 inches
Row 129,9,10 inches
Row 130,9,10 inches
Row 131,9,10 inches
Row 132,14,15 inches
Row 133,10,10 inches
Row 134,13,15 inches
Row 135,7,10 inches
Row 136,11,15 inches
Row 137,5,5 inches
Row 138,7,10 inches
Row 139,7,10 inches
Row 140,6,10 inches
Row 141,7,10 inches
Row 142,14,15 inches
Row 143,7,10 inches
Row 144,14,15 inches
Row 145,14,15 inches
Row 146,9,10 inches
Row 147,6,10 inches
Row 148,13,15 inches
Row 149,13,15 inches
Row 150,5,5 inches
Row 151,10,10 inches
Row 152,7,10 inches
Row 153,6,10 inches
Row 154,7,10 inches
