Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,7,10 inches
Row 3,7,10 inches
Row 4,6,10 inches
Row 5,12,15 inches
Row 6,9,10 inches
Row 7,10,10 inches
Row 8,12,15 inches
Row 9,14,15 inches
Row 10,13,15 inches
Row 11,12,15 inches
Row 12,9,10 inches
Row 13,6,10 inches
Row 14,8,10 inches
Row 15,9,10 inches
Row 16,6,10 inches
Row 17,15,15 inches
Row 18,5,5 inches
Row 19,11,15 inches
Row 20,8,10 inches
Row 21,7,10 inches
Row 22,14,15 inches
Row 23,9,10 inches
Row 24,12,15 inches
Row 25,13,15 inches
Row 26,15,15 inches
Row 27,14,15 inches
Row 28,8,10 inches
Row 29,8,10 inches
Row 30,9,10 inches
Row 31,5,5 inches
Row 32,6,10 inches
Row 33,10,10 inches
Row 34,13,15 inches
Row 35,14,15 inches
Row 36,10,10 inches
Row 37,8,10 inches
Row 38,10,10 inches
Row 39,14,15 inches
Row 40,6,10 inches
Row 41,11,15 inches
Row 42,9,10 inches
Row 43,7,10 inches
Row 44,5,5 inches
Row 45,12,15 inches
Row 46,10,10 inches
Row 47,14,15 inches
Row 48,9,10 inches
Row 49,7,10 inches
Row 50,9,10 inches
Row 51,7,10 inches
Row 52,13,15 inches
Row 53,10,10 inches
Row 54,5,5 inches
Row 55,9,10 inches
Row 56,7,10 inches
Row 57,12,15 inches
Row 58,7,10 inches
Row 59,6,10 inches
Row 60,8,10 inches
Row 61,5,5 inches
Row 62,7,10 inches
Row 63,11,15 inches
Row 64,7,10 inches
Row 65,12,15 inches
Row 66,6,10 inches
Row 67,11,15 inches
Row 68,9,10 inches
Row 69,7,10 inches
Row 70,9,10 inches
Row 71,8,10 inches
Row 72,12,15 inches
Row 73,10,10 inches
Row 74,13,15 inches
Row 75,6,10 inches
Row 76,12,15 inches
Row 77,12,15 inches
Row 78,9,10 inches
Row 79,10,10 inches
Row 80,9,10 inches
Row 81,5,5 inches
Row 82,10,10 inches
Row 83,8,10 inches
Row 84,8,10 inches
Row 85,7,10 inches
Row 86,10,10 inches
Row 87,12,15 inches
Row 88,12,15 inches
Row 89,5,5 inches
Row 90,12,15 inches
Row 91,12,15 inches
Row 92,8,10 inches
Row 93,8,10 inches
Row 94,14,15 inches
Row 95,11,15 inches
Row 96,13,15 inches
Row 97,7,10 inches
Row 98,13,15 inches
Row 99,11,15 inches
Row 100,8,10 inches
Row 101,11,15 inches
Row 102,6,10 inches
Row 103,5,5 inches
Row 104,9,10 inches
Row 105,13,15 inches
Row 106,13,15 inches
Row 107,15,15 inches
Row 108,5,5 inches
Row 109,8,10 inches
Row 110,5,5 inches
Row 111,5,5 inches
Row 112,9,10 inches
Row 113,8,10 inches
Row 114,9,10 inches
Row 115,12,15 inches
