Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,5,5 inches
Row 3,6,10 inches
Row 4,5,5 inches
Row 5,13,15 inches
Row 6,14,15 inches
Row 7,8,10 inches
Row 8,12,15 inches
Row 9,15,15 inches
Row 10,8,10 inches
Row 11,9,10 inches
Row 12,10,10 inches
Row 13,10,10 inches
Row 14,9,10 inches
Row 15,10,10 inches
Row 16,15,15 inches
Row 17,5,5 inches
Row 18,8,10 inches
Row 19,9,10 inches
Row 20,11,15 inches
Row 21,14,15 inches
Row 22,6,10 inches
Row 23,7,10 inches
Row 24,7,10 inches
Row 25,14,15 inches
Row 26,15,15 inches
Row 27,8,10 inches
Row 28,10,10 inches
Row 29,7,10 inches
Row 30,8,10 inches
Row 31,10,10 inches
Row 32,5,5 inches
Row 33,12,15 inches
Row 34,6,10 inches
Row 35,11,15 inches
Row 36,14,15 inches
Row 37,10,10 inches
Row 38,7,10 inches
Row 39,10,10 inches
Row 40,11,15 inches
Row 41,11,15 inches
Row 42,11,15 inches
Row 43,9,10 inches
Row 44,13,15 inches
Row 45,7,10 inches
Row 46,11,15 inches
Row 47,9,10 inches
Row 48,15,15 inches
Row 49,6,10 inches
Row 50,6,10 inches
Row 51,13,15 inches
Row 52,13,15 inches
Row 53,15,15 inches
Row 54,5,5 inches
Row 55,7,10 inches
Row 56,9,10 inches
Row 57,6,10 inches
Row 58,7,10 inches
Row 59,5,5 inches
Row 60,13,15 inches
Row 61,8,10 inches
Row 62,11,15 inches
Row 63,10,10 inches
Row 64,6,10 inches
Row 65,10,10 inches
Row 66,5,5 inches
Row 67,9,10 inches
Row 68,9,10 inches
Row 69,11,15 inches
Row 70,5,5 inches
Row 71,7,10 inches
Row 72,6,10 inches
Row 73,8,10 inches
Row 74,15,15 inches
Row 75,14,15 inches
Row 76,13,15 inches
Row 77,14,15 inches
Row 78,14,15 inches
Row 79,15,15 inches
Row 80,5,5 inches
Row 81,6,10 inches
Row 82,10,10 inches
Row 83,15,15 inches
Row 84,7,10 inches
Row 85,5,5 inches
Row 86,10,10 inches
Row 87,13,15 inches
Row 88,11,15 inches
Row 89,14,15 inches
Row 90,13,15 inches
Row 91,8,10 inches
Row 92,11,15 inches
Row 93,5,5 inches
Row 94,11,15 inches
Row 95,13,15 inches
Row 96,9,10 inches
Row 97,5,5 inches
Row 98,11,15 inches
Row 99,12,15 inches
Row 100,13,15 inches
Row 101,6,10 inches
Row 102,6,10 inches
Row 103,15,15 inches
Row 104,12,15 inches
Row 105,13,15 inches
Row 106,9,10 inches
Row 107,8,10 inches
Row 108,6,10 inches
Row 109,5,5 inches
Row 110,13,15 inches
Row 111,14,15 inches
Row 112,7,10 inches
Row 113,5,5 inches
Row 114,15,15 inches
Row 115,9,10 inches
Row 116,13,15 inches
Row 117,12,15 inches
Row 118,12,15 inches
Row 119,6,10 inches
Row 120,12,15 inches
Row 121,6,10 inches
Row 122,8,10 inches
Row 123,12,15 inches
Row 124,10,10 inches
