Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,13,15 inches
Row 3,8,10 inches
Row 4,15,15 inches
Row 5,10,10 inches
Row 6,15,15 inches
Row 7,7,10 inches
Row 8,6,10 inches
Row 9,14,15 inches
Row 10,7,10 inches
Row 11,10,10 inches
Row 12,14,15 inches
Row 13,6,10 inches
Row 14,5,5 inches
Row 15,7,10 inches
Row 16,12,15 inches
Row 17,14,15 inches
Row 18,6,10 inches
Row 19,14,15 inches
Row 20,9,10 inches
Row 21,12,15 inches
Row 22,7,10 inches
Row 23,12,15 inches
Row 24,9,10 inches
Row 25,13,15 inches
Row 26,10,10 inches
Row 27,15,15 inches
Row 28,8,10 inches
Row 29,6,10 inches
Row 30,15,15 inches
Row 31,12,15 inches
Row 32,11,15 inches
Row 33,8,10 inches
Row 34,13,15 inches
Row 35,14,15 inches
Row 36,14,15 inches
Row 37,10,10 inches
Row 38,11,15 inches
Row 39,15,15 inches
Row 40,15,15 inches
Row 41,7,10 inches
Row 42,14,15 inches
Row 43,13,15 inches
Row 44,14,15 inches
Row 45,9,10 inches
Row 46,10,10 inches
Row 47,14,15 inches
Row 48,7,10 inches
Row 49,12,15 inches
Row 50,13,15 inches
Row 51,14,15 inches
Row 52,5,5 inches
Row 53,12,15 inches
Row 54,11,15 inches
Row 55,11,15 inches
Row 56,10,10 inches
Row 57,13,15 inches
Row 58,15,15 inches
Row 59,11,15 inches
Row 60,8,10 inches
Row 61,11,15 inches
Row 62,14,15 inches
Row 63,7,10 inches
Row 64,15,15 inches
Row 65,7,10 inches
Row 66,14,15 inches
Row 67,13,15 inches
Row 68,12,15 inches
Row 69,8,10 inches
Row 70,9,10 inches
Row 71,14,15 inches
Row 72,12,15 inches
Row 73,7,10 inches
Row 74,9,10 inches
Row 75,14,15 inches
Row 76,5,5 inches
Row 77,12,15 inches
Row 78,13,15 inches
Row 79,11,15 inches
Row 80,15,15 inches
Row 81,9,10 inches
Row 82,14,15 inches
Row 83,15,15 inches
Row 84,15,15 inches
Row 85,13,15 inches
Row 86,10,10 inches
Row 87,12,15 inches
Row 88,15,15 inches
Row 89,6,10 inches
Row 90,8,10 inches
Row 91,13,15 inches
Row 92,12,15 inches
Row 93,14,15 inches
Row 94,12,15 inches
Row 95,11,15 inches
Row 96,9,10 inches
Row 97,9,10 inches
Row 98,12,15 inches
Row 99,9,10 inches
Row 100,5,5 inches
Row 101,7,10 inches
Row 102,5,5 inches
Row 103,11,15 inches
Row 104,8,10 inches
Row 105,7,10 inches
Row 106,5,5 inches
Row 107,5,5 inches
Row 108,6,10 inches
Row 109,13,15 inches
Row 110,13,15 inches
Row 111,13,15 inches
Row 112,15,15 inches
Row 113,7,10 inches
Row 114,12,15 inches
Row 115,5,5 inches
Row 116,7,10 inches
Row 117,13,15 inches
Row 118,14,15 inches
Row 119,7,10 inches
Row 120,8,10 inches
Row 121,6,10 inches
Row 122,6,10 inches
Row 123,10,10 inches
Row 124,14,15 inches
Row 125,6,10 inches
Row 126,15,15 inches
Row 127,10,10 inches
Row 128,7,10 inches
Row 129,10,10 inches
Row 130,12,15 inches
Row 131,9,10 inches
Row 132,5,5 inches
Row 133,7,10 inches
Row 134,5,5 inches
Row 135,10,10 inches
Row 136,9,10 inches
Row 137,10,10 inches
Row 138,8,10 inches
Row 139,10,10 inches
Row 140,7,10 inches
Row 141,7,10 inches
Row 142,13,15 inches
Row 143,14,15 inches
Row 144,6,10 inches
Row 145,15,15 inches
Row 146,11,15 inches
Row 147,6,10 inches
Row 148,5,5 inches
Row 149,15,15 inches
Row 150,11,15 inches
Row 151,7,10 inches
Row 152,5,5 inches
Row 153,8,10 inches
