Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,15,15 inches
Row 3,14,15 inches
Row 4,11,15 inches
Row 5,10,10 inches
Row 6,9,10 inches
Row 7,8,10 inches
Row 8,10,10 inches
Row 9,11,15 inches
Row 10,10,10 inches
Row 11,14,15 inches
Row 12,6,10 inches
Row 13,8,10 inches
Row 14,9,10 inches
Row 15,12,15 inches
Row 16,9,10 inches
Row 17,13,15 inches
Row 18,12,15 inches
Row 19,6,10 inches
Row 20,6,10 inches
Row 21,10,10 inches
Row 22,8,10 inches
Row 23,12,15 inches
Row 24,6,10 inches
Row 25,15,15 inches
Row 26,12,15 inches
Row 27,15,15 inches
Row 28,13,15 inches
Row 29,12,15 inches
Row 30,11,15 inches
Row 31,12,15 inches
Row 32,15,15 inches
Row 33,8,10 inches
Row 34,10,10 inches
Row 35,10,10 inches
Row 36,10,10 inches
Row 37,12,15 inches
Row 38,8,10 inches
Row 39,11,15 inches
Row 40,8,10 inches
Row 41,5,5 inches
Row 42,6,10 inches
Row 43,7,10 inches
Row 44,9,10 inches
Row 45,15,15 inches
Row 46,7,10 inches
Row 47,13,15 inches
Row 48,12,15 inches
Row 49,12,15 inches
Row 50,6,10 inches
Row 51,14,15 inches
Row 52,11,15 inches
Row 53,12,15 inches
Row 54,11,15 inches
Row 55,13,15 inches
Row 56,13,15 inches
Row 57,8,10 inches
Row 58,12,15 inches
Row 59,9,10 inches
Row 60,8,10 inches
Row 61,5,5 inches
Row 62,7,10 inches
Row 63,9,10 inches
Row 64,8,10 inches
Row 65,12,15 inches
Row 66,6,10 inches
Row 67,15,15 inches
Row 68,5,5 inches
Row 69,7,10 inches
Row 70,14,15 inches
Row 71,14,15 inches
Row 72,10,10 inches
Row 73,5,5 inches
Row 74,12,15 inches
Row 75,11,15 inches
Row 76,8,10 inches
Row 77,7,10 inches
Row 78,10,10 inches
Row 79,5,5 inches
Row 80,14,15 inches
Row 81,8,10 inches
Row 82,10,10 inches
Row 83,15,15 inches
Row 84,7,10 inches
Row 85,5,5 inches
Row 86,15,15 inches
Row 87,10,10 inches
Row 88,15,15 inches
Row 89,14,15 inches
Row 90,9,10 inches
Row 91,8,10 inches
Row 92,7,10 inches
Row 93,11,15 inches
Row 94,6,10 inches
Row 95,5,5 inches
Row 96,9,10 inches
Row 97,13,15 inches
Row 98,6,10 inches
Row 99,13,15 inches
Row 100,6,10 inches
Row 101,9,10 inches
Row 102,9,10 inches
Row 103,7,10 inches
Row 104,8,10 inches
Row 105,11,15 inches
Row 106,7,10 inches
Row 107,13,15 inches
Row 108,7,10 inches
Row 109,8,10 inches
Row 110,7,10 inches
Row 111,5,5 inches
Row 112,13,15 inches
Row 113,10,10 inches
Row 114,14,15 inches
Row 115,5,5 inches
Row 116,10,10 inches
Row 117,8,10 inches
Row 118,7,10 inches
Row 119,11,15 inches
Row 120,10,10 inches
Row 121,14,15 inches
Row 122,11,15 inches
Row 123,11,15 inches
Row 124,12,15 inches
Row 125,15,15 inches
Row 126,8,10 inches
Row 127,5,5 inches
Row 128,12,15 inches
Row 129,9,10 inches
Row 130,5,5 inches
Row 131,11,15 inches
Row 132,14,15 inches
Row 133,8,10 inches
Row 134,15,15 inches
Row 135,8,10 inches
Row 136,15,15 inches
Row 137,13,15 inches
Row 138,12,15 inches
Row 139,7,10 inches
Row 140,15,15 inches
Row 141,9,10 inches
Row 142,8,10 inches
Row 143,12,15 inches
Row 144,15,15 inches
Row 145,12,15 inches
Row 146,6,10 inches
Row 147,14,15 inches
Row 148,15,15 inches
Row 149,15,15 inches
Row 150,15,15 inches
Row 151,15,15 inches
Row 152,14,15 inches
Row 153,12,15 inches
Row 154,11,15 inches
Row 155,10,10 inches
Row 156,5,5 inches
Row 157,12,15 inches
Row 158,15,15 inches
Row 159,7,10 inches
Row 160,5,5 inches
Row 161,14,15 inches
Row 162,6,10 inches
Row 163,12,15 inches
Row 164,8,10 inches
Row 165,8,10 inches
Row 166,11,15 inches
