Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,8,10 inches
Row 3,11,15 inches
Row 4,13,15 inches
Row 5,8,10 inches
Row 6,10,10 inches
Row 7,8,10 inches
Row 8,10,10 inches
Row 9,11,15 inches
Row 10,10,10 inches
Row 11,8,10 inches
Row 12,12,15 inches
Row 13,15,15 inches
Row 14,12,15 inches
Row 15,11,15 inches
Row 16,12,15 inches
Row 17,11,15 inches
Row 18,9,10 inches
Row 19,15,15 inches
Row 20,15,15 inches
Row 21,10,10 inches
Row 22,8,10 inches
Row 23,14,15 inches
Row 24,8,10 inches
Row 25,12,15 inches
Row 26,10,10 inches
Row 27,10,10 inches
Row 28,13,15 inches
Row 29,7,10 inches
Row 30,6,10 inches
Row 31,12,15 inches
Row 32,15,15 inches
Row 33,6,10 inches
Row 34,12,15 inches
Row 35,9,10 inches
Row 36,15,15 inches
Row 37,9,10 inches
Row 38,12,15 inches
Row 39,9,10 inches
Row 40,11,15 inches
Row 41,8,10 inches
Row 42,8,10 inches
Row 43,5,5 inches
Row 44,8,10 inches
Row 45,13,15 inches
Row 46,5,5 inches
Row 47,15,15 inches
Row 48,9,10 inches
Row 49,14,15 inches
Row 50,10,10 inches
Row 51,7,10 inches
Row 52,5,5 inches
Row 53,15,15 inches
Row 54,12,15 inches
Row 55,5,5 inches
Row 56,9,10 inches
Row 57,7,10 inches
Row 58,5,5 inches
Row 59,10,10 inches
Row 60,14,15 inches
Row 61,11,15 inches
Row 62,7,10 inches
Row 63,10,10 inches
Row 64,6,10 inches
Row 65,7,10 inches
Row 66,13,15 inches
Row 67,6,10 inches
Row 68,10,10 inches
Row 69,11,15 inches
Row 70,6,10 inches
Row 71,9,10 inches
Row 72,8,10 inches
Row 73,10,10 inches
Row 74,15,15 inches
Row 75,14,15 inches
Row 76,12,15 inches
Row 77,5,5 inches
Row 78,10,10 inches
Row 79,12,15 inches
Row 80,5,5 inches
Row 81,7,10 inches
Row 82,14,15 inches
Row 83,5,5 inches
Row 84,6,10 inches
Row 85,6,10 inches
Row 86,10,10 inches
Row 87,9,10 inches
Row 88,11,15 inches
Row 89,9,10 inches
Row 90,13,15 inches
Row 91,10,10 inches
Row 92,15,15 inches
Row 93,12,15 inches
Row 94,5,5 inches
Row 95,13,15 inches
Row 96,10,10 inches
Row 97,7,10 inches
Row 98,7,10 inches
Row 99,13,15 inches
Row 100,6,10 inches
Row 101,5,5 inches
Row 102,15,15 inches
Row 103,7,10 inches
Row 104,15,15 inches
Row 105,7,10 inches
Row 106,5,5 inches
Row 107,15,15 inches
Row 108,7,10 inches
Row 109,5,5 inches
Row 110,7,10 inches
Row 111,14,15 inches
Row 112,8,10 inches
Row 113,10,10 inches
Row 114,6,10 inches
Row 115,10,10 inches
Row 116,14,15 inches
