Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,15,15 inches
Row 3,5,5 inches
Row 4,13,15 inches
Row 5,5,5 inches
Row 6,13,15 inches
Row 7,15,15 inches
Row 8,8,10 inches
Row 9,9,10 inches
Row 10,14,15 inches
Row 11,12,15 inches
Row 12,7,10 inches
Row 13,15,15 inches
Row 14,13,15 inches
Row 15,6,10 inches
Row 16,12,15 inches
Row 17,5,5 inches
Row 18,15,15 inches
Row 19,12,15 inches
Row 20,10,10 inches
Row 21,5,5 inches
Row 22,12,15 inches
Row 23,12,15 inches
Row 24,14,15 inches
Row 25,9,10 inches
Row 26,9,10 inches
Row 27,6,10 inches
Row 28,11,15 inches
Row 29,13,15 inches
Row 30,11,15 inches
Row 31,15,15 inches
Row 32,15,15 inches
Row 33,5,5 inches
Row 34,6,10 inches
Row 35,14,15 inches
Row 36,6,10 inches
Row 37,7,10 inches
Row 38,14,15 inches
Row 39,12,15 inches
Row 40,11,15 inches
Row 41,6,10 inches
Row 42,9,10 inches
Row 43,8,10 inches
Row 44,13,15 inches
Row 45,7,10 inches
Row 46,10,10 inches
Row 47,7,10 inches
Row 48,5,5 inches
Row 49,15,15 inches
Row 50,11,15 inches
Row 51,13,15 inches
Row 52,8,10 inches
Row 53,10,10 inches
Row 54,14,15 inches
Row 55,6,10 inches
Row 56,5,5 inches
Row 57,6,10 inches
Row 58,12,15 inches
Row 59,12,15 inches
Row 60,5,5 inches
Row 61,8,10 inches
Row 62,15,15 inches
Row 63,13,15 inches
Row 64,15,15 inches
Row 65,8,10 inches
Row 66,5,5 inches
Row 67,15,15 inches
Row 68,5,5 inches
Row 69,8,10 inches
Row 70,9,10 inches
Row 71,10,10 inches
Row 72,15,15 inches
Row 73,9,10 inches
Row 74,15,15 inches
Row 75,5,5 inches
Row 76,7,10 inches
Row 77,8,10 inches
Row 78,9,10 inches
Row 79,15,15 inches
Row 80,12,15 inches
Row 81,9,10 inches
Row 82,11,15 inches
Row 83,9,10 inches
Row 84,13,15 inches
Row 85,14,15 inches
Row 86,11,15 inches
Row 87,15,15 inches
Row 88,15,15 inches
Row 89,11,15 inches
Row 90,11,15 inches
Row 91,10,10 inches
Row 92,12,15 inches
Row 93,5,5 inches
Row 94,8,10 inches
Row 95,5,5 inches
Row 96,9,10 inches
Row 97,8,10 inches
Row 98,11,15 inches
Row 99,12,15 inches
Row 100,6,10 inches
Row 101,10,10 inches
Row 102,10,10 inches
Row 103,9,10 inches
Row 104,14,15 inches
