Row,Number of Houses,Pipe Size,pipe_size
Row 1,13,15 inches,15 inches
Row 2,10,10 inches,15 inches
Row 3,14,15 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,9,10 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,12,15 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,8,10 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,7,10 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,6,10 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,6,10 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,13,15 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,15,15 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,5,5 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,15,15 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,11,15 inches,15 inches
Row 45,9,10 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,5,5 inches,15 inches
Row 51,12,15 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,5,5 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,13,15 inches,15 inches
Row 59,8,10 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,5,5 inches,15 inches
Row 63,11,15 inches,15 inches
Row 64,11,15 inches,15 inches
Row 65,9,10 inches,15 inches
Row 66,11,15 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,13,15 inches,15 inches
Row 69,7,10 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,14,15 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,9,10 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,11,15 inches,15 inches
Row 76,6,10 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,8,10 inches,15 inches
Row 79,5,5 inches,15 inches
Row 80,6,10 inches,15 inches
Row 81,10,10 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,12,15 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,5,5 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,14,15 inches,15 inches
Row 94,8,10 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,5,5 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,6,10 inches,15 inches
Row 103,9,10 inches,15 inches
Row 104,5,5 inches,15 inches
Row 105,14,15 inches,15 inches
Row 106,15,15 inches,15 inches
Row 107,15,15 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,6,10 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,7,10 inches,15 inches
Row 112,12,15 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,12,15 inches,15 inches
Row 115,11,15 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,10,10 inches,15 inches
Row 118,11,15 inches,15 inches
Row 119,10,10 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,14,15 inches,15 inches
Row 123,8,10 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,8,10 inches,15 inches
Row 126,10,10 inches,15 inches
Row 127,5,5 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,6,10 inches,15 inches
Row 130,7,10 inches,15 inches
Row 131,15,15 inches,15 inches
Row 132,12,15 inches,15 inches
Row 133,8,10 inches,15 inches
Row 134,10,10 inches,15 inches
Row 135,14,15 inches,15 inches
Row 136,8,10 inches,15 inches
Row 137,9,10 inches,15 inches
Row 138,13,15 inches,15 inches
