Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,9,10 inches
Row 3,15,15 inches
Row 4,10,10 inches
Row 5,12,15 inches
Row 6,5,5 inches
Row 7,11,15 inches
Row 8,8,10 inches
Row 9,13,15 inches
Row 10,8,10 inches
Row 11,14,15 inches
Row 12,8,10 inches
Row 13,7,10 inches
Row 14,5,5 inches
Row 15,12,15 inches
Row 16,7,10 inches
Row 17,15,15 inches
Row 18,15,15 inches
Row 19,5,5 inches
Row 20,14,15 inches
Row 21,7,10 inches
Row 22,14,15 inches
Row 23,8,10 inches
Row 24,6,10 inches
Row 25,13,15 inches
Row 26,13,15 inches
Row 27,11,15 inches
Row 28,7,10 inches
Row 29,10,10 inches
Row 30,11,15 inches
Row 31,9,10 inches
Row 32,7,10 inches
Row 33,12,15 inches
Row 34,13,15 inches
Row 35,10,10 inches
Row 36,14,15 inches
Row 37,5,5 inches
Row 38,7,10 inches
Row 39,9,10 inches
Row 40,8,10 inches
Row 41,10,10 inches
Row 42,14,15 inches
Row 43,13,15 inches
Row 44,12,15 inches
Row 45,6,10 inches
Row 46,15,15 inches
Row 47,12,15 inches
Row 48,11,15 inches
Row 49,12,15 inches
Row 50,10,10 inches
Row 51,11,15 inches
Row 52,6,10 inches
Row 53,6,10 inches
Row 54,7,10 inches
Row 55,11,15 inches
Row 56,15,15 inches
Row 57,6,10 inches
Row 58,10,10 inches
Row 59,7,10 inches
Row 60,14,15 inches
Row 61,9,10 inches
Row 62,11,15 inches
Row 63,10,10 inches
Row 64,6,10 inches
Row 65,11,15 inches
Row 66,12,15 inches
Row 67,15,15 inches
Row 68,14,15 inches
Row 69,12,15 inches
Row 70,9,10 inches
Row 71,14,15 inches
Row 72,15,15 inches
Row 73,9,10 inches
Row 74,14,15 inches
Row 75,11,15 inches
Row 76,9,10 inches
Row 77,13,15 inches
Row 78,11,15 inches
Row 79,6,10 inches
Row 80,11,15 inches
Row 81,11,15 inches
Row 82,14,15 inches
Row 83,10,10 inches
Row 84,7,10 inches
Row 85,15,15 inches
Row 86,13,15 inches
Row 87,15,15 inches
Row 88,11,15 inches
Row 89,10,10 inches
Row 90,8,10 inches
Row 91,11,15 inches
Row 92,11,15 inches
Row 93,7,10 inches
Row 94,15,15 inches
Row 95,13,15 inches
Row 96,7,10 inches
Row 97,7,10 inches
Row 98,8,10 inches
Row 99,15,15 inches
Row 100,13,15 inches
Row 101,7,10 inches
Row 102,6,10 inches
Row 103,9,10 inches
Row 104,14,15 inches
Row 105,8,10 inches
Row 106,11,15 inches
