Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,6,10 inches
Row 3,5,5 inches
Row 4,8,10 inches
Row 5,12,15 inches
Row 6,12,15 inches
Row 7,11,15 inches
Row 8,7,10 inches
Row 9,14,15 inches
Row 10,13,15 inches
Row 11,12,15 inches
Row 12,10,10 inches
Row 13,6,10 inches
Row 14,14,15 inches
Row 15,7,10 inches
Row 16,11,15 inches
Row 17,12,15 inches
Row 18,5,5 inches
Row 19,5,5 inches
Row 20,14,15 inches
Row 21,10,10 inches
Row 22,11,15 inches
Row 23,13,15 inches
Row 24,9,10 inches
Row 25,15,15 inches
Row 26,14,15 inches
Row 27,8,10 inches
Row 28,11,15 inches
Row 29,15,15 inches
Row 30,13,15 inches
Row 31,14,15 inches
Row 32,7,10 inches
Row 33,10,10 inches
Row 34,15,15 inches
Row 35,12,15 inches
Row 36,7,10 inches
Row 37,11,15 inches
Row 38,13,15 inches
Row 39,8,10 inches
Row 40,11,15 inches
Row 41,11,15 inches
Row 42,15,15 inches
Row 43,7,10 inches
Row 44,10,10 inches
Row 45,10,10 inches
Row 46,15,15 inches
Row 47,9,10 inches
Row 48,8,10 inches
Row 49,8,10 inches
Row 50,10,10 inches
Row 51,7,10 inches
Row 52,10,10 inches
Row 53,10,10 inches
Row 54,8,10 inches
Row 55,10,10 inches
Row 56,15,15 inches
Row 57,15,15 inches
Row 58,8,10 inches
Row 59,15,15 inches
Row 60,10,10 inches
Row 61,13,15 inches
Row 62,14,15 inches
Row 63,9,10 inches
Row 64,10,10 inches
Row 65,14,15 inches
Row 66,8,10 inches
Row 67,6,10 inches
Row 68,10,10 inches
Row 69,7,10 inches
Row 70,10,10 inches
Row 71,15,15 inches
Row 72,10,10 inches
Row 73,7,10 inches
Row 74,15,15 inches
Row 75,8,10 inches
Row 76,13,15 inches
Row 77,15,15 inches
Row 78,10,10 inches
Row 79,7,10 inches
Row 80,8,10 inches
Row 81,8,10 inches
Row 82,10,10 inches
Row 83,9,10 inches
Row 84,6,10 inches
Row 85,12,15 inches
Row 86,6,10 inches
Row 87,12,15 inches
Row 88,6,10 inches
Row 89,7,10 inches
Row 90,5,5 inches
Row 91,12,15 inches
Row 92,6,10 inches
Row 93,15,15 inches
Row 94,6,10 inches
Row 95,14,15 inches
Row 96,10,10 inches
Row 97,14,15 inches
Row 98,10,10 inches
Row 99,9,10 inches
Row 100,9,10 inches
Row 101,7,10 inches
Row 102,14,15 inches
Row 103,12,15 inches
Row 104,12,15 inches
Row 105,7,10 inches
Row 106,15,15 inches
Row 107,6,10 inches
Row 108,8,10 inches
Row 109,5,5 inches
Row 110,8,10 inches
Row 111,11,15 inches
Row 112,15,15 inches
Row 113,15,15 inches
Row 114,8,10 inches
Row 115,12,15 inches
Row 116,13,15 inches
Row 117,12,15 inches
Row 118,12,15 inches
Row 119,15,15 inches
Row 120,9,10 inches
Row 121,14,15 inches
Row 122,5,5 inches
Row 123,13,15 inches
Row 124,10,10 inches
Row 125,13,15 inches
Row 126,14,15 inches
Row 127,11,15 inches
Row 128,6,10 inches
Row 129,14,15 inches
Row 130,15,15 inches
Row 131,13,15 inches
Row 132,11,15 inches
Row 133,15,15 inches
Row 134,8,10 inches
Row 135,14,15 inches
Row 136,5,5 inches
Row 137,12,15 inches
Row 138,5,5 inches
Row 139,12,15 inches
Row 140,15,15 inches
Row 141,11,15 inches
Row 142,5,5 inches
Row 143,12,15 inches
Row 144,11,15 inches
Row 145,9,10 inches
Row 146,11,15 inches
Row 147,7,10 inches
Row 148,12,15 inches
Row 149,10,10 inches
