Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,15,15 inches
Row 3,14,15 inches
Row 4,6,10 inches
Row 5,8,10 inches
Row 6,12,15 inches
Row 7,11,15 inches
Row 8,10,10 inches
Row 9,10,10 inches
Row 10,5,5 inches
Row 11,6,10 inches
Row 12,9,10 inches
Row 13,13,15 inches
Row 14,6,10 inches
Row 15,12,15 inches
Row 16,9,10 inches
Row 17,15,15 inches
Row 18,7,10 inches
Row 19,5,5 inches
Row 20,10,10 inches
Row 21,6,10 inches
Row 22,15,15 inches
Row 23,8,10 inches
Row 24,9,10 inches
Row 25,7,10 inches
Row 26,14,15 inches
Row 27,5,5 inches
Row 28,9,10 inches
Row 29,6,10 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,6,10 inches
Row 33,12,15 inches
Row 34,6,10 inches
Row 35,12,15 inches
Row 36,14,15 inches
Row 37,15,15 inches
Row 38,5,5 inches
Row 39,10,10 inches
Row 40,10,10 inches
Row 41,11,15 inches
Row 42,5,5 inches
Row 43,10,10 inches
Row 44,12,15 inches
Row 45,14,15 inches
Row 46,13,15 inches
Row 47,12,15 inches
Row 48,5,5 inches
Row 49,8,10 inches
Row 50,12,15 inches
Row 51,12,15 inches
Row 52,8,10 inches
Row 53,9,10 inches
Row 54,9,10 inches
Row 55,12,15 inches
Row 56,15,15 inches
Row 57,6,10 inches
Row 58,13,15 inches
Row 59,6,10 inches
Row 60,14,15 inches
Row 61,10,10 inches
Row 62,9,10 inches
Row 63,6,10 inches
Row 64,6,10 inches
Row 65,5,5 inches
Row 66,5,5 inches
Row 67,6,10 inches
Row 68,9,10 inches
Row 69,15,15 inches
Row 70,15,15 inches
Row 71,15,15 inches
Row 72,15,15 inches
Row 73,7,10 inches
Row 74,12,15 inches
Row 75,8,10 inches
Row 76,13,15 inches
Row 77,11,15 inches
Row 78,7,10 inches
Row 79,15,15 inches
Row 80,11,15 inches
Row 81,14,15 inches
Row 82,9,10 inches
Row 83,15,15 inches
Row 84,10,10 inches
Row 85,14,15 inches
Row 86,13,15 inches
Row 87,14,15 inches
Row 88,5,5 inches
Row 89,13,15 inches
Row 90,6,10 inches
Row 91,8,10 inches
Row 92,11,15 inches
Row 93,12,15 inches
Row 94,9,10 inches
Row 95,11,15 inches
Row 96,15,15 inches
Row 97,12,15 inches
Row 98,9,10 inches
Row 99,15,15 inches
Row 100,6,10 inches
Row 101,8,10 inches
Row 102,5,5 inches
Row 103,7,10 inches
Row 104,11,15 inches
Row 105,5,5 inches
Row 106,14,15 inches
Row 107,8,10 inches
Row 108,12,15 inches
Row 109,13,15 inches
Row 110,8,10 inches
Row 111,15,15 inches
Row 112,14,15 inches
Row 113,9,10 inches
Row 114,10,10 inches
Row 115,9,10 inches
Row 116,10,10 inches
Row 117,5,5 inches
Row 118,7,10 inches
Row 119,5,5 inches
Row 120,12,15 inches
Row 121,6,10 inches
Row 122,11,15 inches
Row 123,7,10 inches
Row 124,5,5 inches
Row 125,14,15 inches
Row 126,5,5 inches
Row 127,6,10 inches
Row 128,13,15 inches
Row 129,12,15 inches
Row 130,9,10 inches
Row 131,13,15 inches
Row 132,14,15 inches
Row 133,7,10 inches
Row 134,11,15 inches
Row 135,6,10 inches
Row 136,10,10 inches
Row 137,6,10 inches
Row 138,15,15 inches
Row 139,13,15 inches
Row 140,10,10 inches
Row 141,12,15 inches
Row 142,15,15 inches
Row 143,8,10 inches
Row 144,7,10 inches
Row 145,10,10 inches
Row 146,10,10 inches
Row 147,13,15 inches
Row 148,12,15 inches
Row 149,9,10 inches
Row 150,5,5 inches
Row 151,14,15 inches
Row 152,12,15 inches
Row 153,12,15 inches
Row 154,13,15 inches
Row 155,15,15 inches
Row 156,7,10 inches
Row 157,11,15 inches
Row 158,7,10 inches
Row 159,15,15 inches
Row 160,12,15 inches
Row 161,15,15 inches
Row 162,7,10 inches
Row 163,8,10 inches
Row 164,7,10 inches
Row 165,9,10 inches
Row 166,5,5 inches
Row 167,10,10 inches
Row 168,12,15 inches
Row 169,10,10 inches
Row 170,5,5 inches
Row 171,8,10 inches
Row 172,11,15 inches
Row 173,8,10 inches
Row 174,5,5 inches
Row 175,15,15 inches
