Row,Number of Houses,Pipe Size,pipe_size
Row 1,15,15 inches,15 inches
Row 2,12,15 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,6,10 inches,15 inches
Row 6,5,5 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,12,15 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,9,10 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,6,10 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,15,15 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,15,15 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,11,15 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,12,15 inches,15 inches
Row 29,9,10 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,12,15 inches,15 inches
Row 34,5,5 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,8,10 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,9,10 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,15,15 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,6,10 inches,15 inches
Row 51,9,10 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,11,15 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,10,10 inches,15 inches
Row 56,8,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,7,10 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,11,15 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,13,15 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,13,15 inches,15 inches
Row 70,10,10 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,6,10 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,8,10 inches,15 inches
Row 84,10,10 inches,15 inches
Row 85,6,10 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,9,10 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,10,10 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,14,15 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,11,15 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,15,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,6,10 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,6,10 inches,15 inches
Row 107,15,15 inches,15 inches
Row 108,6,10 inches,15 inches
Row 109,7,10 inches,15 inches
Row 110,10,10 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,12,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,7,10 inches,15 inches
Row 115,8,10 inches,15 inches
Row 116,10,10 inches,15 inches
Row 117,10,10 inches,15 inches
Row 118,15,15 inches,15 inches
Row 119,10,10 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,13,15 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,13,15 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,15,15 inches,15 inches
Row 126,10,10 inches,15 inches
Row 127,14,15 inches,15 inches
Row 128,13,15 inches,15 inches
