Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,9,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,11,15 inches,15 inches
Row 6,9,10 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,13,15 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,5,5 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,12,15 inches,15 inches
Row 18,15,15 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,10,10 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,15,15 inches,15 inches
Row 25,5,5 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,9,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,15,15 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,6,10 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,15,15 inches,15 inches
Row 45,11,15 inches,15 inches
Row 46,6,10 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,10,10 inches,15 inches
Row 49,5,5 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,12,15 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,11,15 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,9,10 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,12,15 inches,15 inches
Row 73,9,10 inches,15 inches
Row 74,6,10 inches,15 inches
Row 75,5,5 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,9,10 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,5,5 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,9,10 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,6,10 inches,15 inches
Row 88,8,10 inches,15 inches
Row 89,7,10 inches,15 inches
Row 90,10,10 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,15,15 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,9,10 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,12,15 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,5,5 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,14,15 inches,15 inches
Row 111,6,10 inches,15 inches
Row 112,9,10 inches,15 inches
Row 113,6,10 inches,15 inches
Row 114,8,10 inches,15 inches
Row 115,9,10 inches,15 inches
Row 116,12,15 inches,15 inches
Row 117,10,10 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,6,10 inches,15 inches
Row 121,9,10 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,11,15 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,10,10 inches,15 inches
Row 127,7,10 inches,15 inches
Row 128,6,10 inches,15 inches
Row 129,13,15 inches,15 inches
Row 130,9,10 inches,15 inches
Row 131,6,10 inches,15 inches
Row 132,11,15 inches,15 inches
Row 133,11,15 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,10,10 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,6,10 inches,15 inches
Row 138,7,10 inches,15 inches
Row 139,15,15 inches,15 inches
Row 140,6,10 inches,15 inches
Row 141,13,15 inches,15 inches
Row 142,14,15 inches,15 inches
Row 143,7,10 inches,15 inches
Row 144,13,15 inches,15 inches
Row 145,6,10 inches,15 inches
Row 146,9,10 inches,15 inches
Row 147,6,10 inches,15 inches
Row 148,15,15 inches,15 inches
Row 149,14,15 inches,15 inches
Row 150,6,10 inches,15 inches
Row 151,9,10 inches,15 inches
Row 152,5,5 inches,15 inches
Row 153,7,10 inches,15 inches
Row 154,11,15 inches,15 inches
Row 155,5,5 inches,15 inches
Row 156,14,15 inches,15 inches
Row 157,12,15 inches,15 inches
Row 158,14,15 inches,15 inches
Row 159,8,10 inches,15 inches
Row 160,15,15 inches,15 inches
Row 161,12,15 inches,15 inches
Row 162,8,10 inches,15 inches
Row 163,6,10 inches,15 inches
Row 164,9,10 inches,15 inches
Row 165,5,5 inches,15 inches
Row 166,13,15 inches,15 inches
Row 167,11,15 inches,15 inches
Row 168,5,5 inches,15 inches
Row 169,14,15 inches,15 inches
Row 170,14,15 inches,15 inches
Row 171,14,15 inches,15 inches
Row 172,10,10 inches,15 inches
Row 173,14,15 inches,15 inches
Row 174,6,10 inches,15 inches
Row 175,11,15 inches,15 inches
Row 176,8,10 inches,15 inches
Row 177,13,15 inches,15 inches
Row 178,14,15 inches,15 inches
Row 179,10,10 inches,15 inches
Row 180,13,15 inches,15 inches
Row 181,11,15 inches,15 inches
Row 182,11,15 inches,15 inches
Row 183,14,15 inches,15 inches
Row 184,9,10 inches,15 inches
Row 185,14,15 inches,15 inches
Row 186,13,15 inches,15 inches
Row 187,8,10 inches,15 inches
Row 188,5,5 inches,15 inches
Row 189,12,15 inches,15 inches
Row 190,6,10 inches,15 inches
Row 191,14,15 inches,15 inches
Row 192,9,10 inches,15 inches
Row 193,14,15 inches,15 inches
Row 194,5,5 inches,15 inches
