Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,8,10 inches
Row 3,11,15 inches
Row 4,9,10 inches
Row 5,6,10 inches
Row 6,13,15 inches
Row 7,14,15 inches
Row 8,6,10 inches
Row 9,8,10 inches
Row 10,7,10 inches
Row 11,14,15 inches
Row 12,14,15 inches
Row 13,8,10 inches
Row 14,10,10 inches
Row 15,15,15 inches
Row 16,9,10 inches
Row 17,6,10 inches
Row 18,13,15 inches
Row 19,8,10 inches
Row 20,7,10 inches
Row 21,12,15 inches
Row 22,9,10 inches
Row 23,7,10 inches
Row 24,6,10 inches
Row 25,12,15 inches
Row 26,12,15 inches
Row 27,13,15 inches
Row 28,10,10 inches
Row 29,6,10 inches
Row 30,10,10 inches
Row 31,11,15 inches
Row 32,14,15 inches
Row 33,10,10 inches
Row 34,6,10 inches
Row 35,9,10 inches
Row 36,11,15 inches
Row 37,10,10 inches
Row 38,6,10 inches
Row 39,9,10 inches
Row 40,7,10 inches
Row 41,10,10 inches
Row 42,6,10 inches
Row 43,13,15 inches
Row 44,8,10 inches
Row 45,10,10 inches
Row 46,13,15 inches
Row 47,15,15 inches
Row 48,8,10 inches
Row 49,12,15 inches
Row 50,11,15 inches
Row 51,13,15 inches
Row 52,12,15 inches
Row 53,15,15 inches
Row 54,10,10 inches
Row 55,7,10 inches
Row 56,14,15 inches
Row 57,14,15 inches
Row 58,6,10 inches
Row 59,12,15 inches
Row 60,15,15 inches
Row 61,12,15 inches
Row 62,13,15 inches
Row 63,7,10 inches
Row 64,14,15 inches
Row 65,14,15 inches
Row 66,13,15 inches
Row 67,15,15 inches
Row 68,6,10 inches
Row 69,15,15 inches
Row 70,6,10 inches
Row 71,12,15 inches
Row 72,9,10 inches
Row 73,8,10 inches
Row 74,12,15 inches
Row 75,10,10 inches
Row 76,14,15 inches
Row 77,10,10 inches
Row 78,14,15 inches
Row 79,11,15 inches
Row 80,11,15 inches
Row 81,15,15 inches
Row 82,12,15 inches
Row 83,12,15 inches
Row 84,15,15 inches
Row 85,7,10 inches
Row 86,6,10 inches
Row 87,8,10 inches
Row 88,7,10 inches
Row 89,11,15 inches
Row 90,13,15 inches
Row 91,5,5 inches
Row 92,8,10 inches
Row 93,14,15 inches
Row 94,7,10 inches
Row 95,6,10 inches
Row 96,5,5 inches
Row 97,9,10 inches
Row 98,5,5 inches
Row 99,11,15 inches
Row 100,15,15 inches
Row 101,6,10 inches
Row 102,12,15 inches
Row 103,5,5 inches
Row 104,12,15 inches
Row 105,14,15 inches
Row 106,13,15 inches
Row 107,11,15 inches
Row 108,6,10 inches
Row 109,12,15 inches
Row 110,9,10 inches
Row 111,14,15 inches
Row 112,10,10 inches
Row 113,11,15 inches
Row 114,9,10 inches
Row 115,14,15 inches
Row 116,7,10 inches
Row 117,5,5 inches
Row 118,12,15 inches
Row 119,12,15 inches
Row 120,11,15 inches
Row 121,5,5 inches
Row 122,11,15 inches
Row 123,14,15 inches
Row 124,11,15 inches
Row 125,8,10 inches
Row 126,15,15 inches
Row 127,6,10 inches
Row 128,12,15 inches
Row 129,11,15 inches
Row 130,9,10 inches
Row 131,10,10 inches
Row 132,13,15 inches
Row 133,6,10 inches
Row 134,8,10 inches
