Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,7,10 inches
Row 3,7,10 inches
Row 4,13,15 inches
Row 5,6,10 inches
Row 6,7,10 inches
Row 7,12,15 inches
Row 8,7,10 inches
Row 9,8,10 inches
Row 10,10,10 inches
Row 11,9,10 inches
Row 12,6,10 inches
Row 13,5,5 inches
Row 14,11,15 inches
Row 15,11,15 inches
Row 16,8,10 inches
Row 17,11,15 inches
Row 18,11,15 inches
Row 19,10,10 inches
Row 20,5,5 inches
Row 21,12,15 inches
Row 22,11,15 inches
Row 23,5,5 inches
Row 24,8,10 inches
Row 25,5,5 inches
Row 26,7,10 inches
Row 27,11,15 inches
Row 28,12,15 inches
Row 29,14,15 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,7,10 inches
Row 33,7,10 inches
Row 34,9,10 inches
Row 35,10,10 inches
Row 36,9,10 inches
Row 37,8,10 inches
Row 38,5,5 inches
Row 39,8,10 inches
Row 40,11,15 inches
Row 41,13,15 inches
Row 42,10,10 inches
Row 43,15,15 inches
Row 44,15,15 inches
Row 45,12,15 inches
Row 46,13,15 inches
Row 47,10,10 inches
Row 48,14,15 inches
Row 49,10,10 inches
Row 50,14,15 inches
Row 51,10,10 inches
Row 52,12,15 inches
Row 53,9,10 inches
Row 54,5,5 inches
Row 55,12,15 inches
Row 56,15,15 inches
Row 57,5,5 inches
Row 58,15,15 inches
Row 59,11,15 inches
Row 60,5,5 inches
Row 61,8,10 inches
Row 62,13,15 inches
Row 63,15,15 inches
Row 64,12,15 inches
Row 65,11,15 inches
Row 66,10,10 inches
Row 67,14,15 inches
Row 68,13,15 inches
Row 69,11,15 inches
Row 70,7,10 inches
Row 71,8,10 inches
Row 72,15,15 inches
Row 73,6,10 inches
Row 74,8,10 inches
Row 75,7,10 inches
Row 76,9,10 inches
Row 77,15,15 inches
Row 78,6,10 inches
Row 79,12,15 inches
Row 80,15,15 inches
Row 81,9,10 inches
Row 82,8,10 inches
Row 83,12,15 inches
Row 84,9,10 inches
Row 85,14,15 inches
Row 86,9,10 inches
Row 87,13,15 inches
Row 88,5,5 inches
Row 89,11,15 inches
Row 90,14,15 inches
Row 91,6,10 inches
Row 92,14,15 inches
Row 93,10,10 inches
Row 94,12,15 inches
Row 95,11,15 inches
Row 96,10,10 inches
Row 97,7,10 inches
Row 98,9,10 inches
Row 99,8,10 inches
Row 100,10,10 inches
Row 101,6,10 inches
Row 102,5,5 inches
Row 103,15,15 inches
Row 104,6,10 inches
Row 105,11,15 inches
Row 106,9,10 inches
Row 107,13,15 inches
Row 108,10,10 inches
Row 109,7,10 inches
Row 110,7,10 inches
Row 111,12,15 inches
Row 112,11,15 inches
Row 113,11,15 inches
Row 114,14,15 inches
Row 115,15,15 inches
Row 116,6,10 inches
Row 117,6,10 inches
Row 118,14,15 inches
Row 119,15,15 inches
Row 120,15,15 inches
Row 121,12,15 inches
Row 122,14,15 inches
Row 123,15,15 inches
Row 124,14,15 inches
Row 125,13,15 inches
Row 126,5,5 inches
Row 127,8,10 inches
Row 128,6,10 inches
Row 129,9,10 inches
Row 130,6,10 inches
Row 131,12,15 inches
Row 132,9,10 inches
Row 133,8,10 inches
Row 134,15,15 inches
Row 135,14,15 inches
Row 136,5,5 inches
Row 137,15,15 inches
Row 138,9,10 inches
Row 139,14,15 inches
Row 140,14,15 inches
Row 141,13,15 inches
Row 142,8,10 inches
Row 143,11,15 inches
Row 144,11,15 inches
Row 145,10,10 inches
Row 146,5,5 inches
Row 147,8,10 inches
Row 148,13,15 inches
Row 149,5,5 inches
Row 150,6,10 inches
Row 151,5,5 inches
Row 152,12,15 inches
Row 153,15,15 inches
Row 154,12,15 inches
Row 155,5,5 inches
Row 156,8,10 inches
Row 157,12,15 inches
Row 158,9,10 inches
Row 159,11,15 inches
Row 160,5,5 inches
