Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,12,15 inches
Row 3,5,5 inches
Row 4,13,15 inches
Row 5,5,5 inches
Row 6,11,15 inches
Row 7,12,15 inches
Row 8,8,10 inches
Row 9,14,15 inches
Row 10,12,15 inches
Row 11,15,15 inches
Row 12,9,10 inches
Row 13,6,10 inches
Row 14,10,10 inches
Row 15,10,10 inches
Row 16,9,10 inches
Row 17,11,15 inches
Row 18,14,15 inches
Row 19,11,15 inches
Row 20,9,10 inches
Row 21,15,15 inches
Row 22,13,15 inches
Row 23,11,15 inches
Row 24,12,15 inches
Row 25,10,10 inches
Row 26,5,5 inches
Row 27,12,15 inches
Row 28,7,10 inches
Row 29,9,10 inches
Row 30,13,15 inches
Row 31,7,10 inches
Row 32,7,10 inches
Row 33,13,15 inches
Row 34,7,10 inches
Row 35,14,15 inches
Row 36,15,15 inches
Row 37,8,10 inches
Row 38,7,10 inches
Row 39,14,15 inches
Row 40,15,15 inches
Row 41,14,15 inches
Row 42,7,10 inches
Row 43,12,15 inches
Row 44,10,10 inches
Row 45,13,15 inches
Row 46,10,10 inches
Row 47,12,15 inches
Row 48,13,15 inches
Row 49,12,15 inches
Row 50,15,15 inches
Row 51,11,15 inches
Row 52,8,10 inches
Row 53,11,15 inches
Row 54,14,15 inches
Row 55,9,10 inches
Row 56,12,15 inches
Row 57,6,10 inches
Row 58,13,15 inches
Row 59,10,10 inches
Row 60,5,5 inches
Row 61,13,15 inches
Row 62,13,15 inches
Row 63,7,10 inches
Row 64,13,15 inches
Row 65,12,15 inches
Row 66,12,15 inches
Row 67,9,10 inches
Row 68,6,10 inches
Row 69,10,10 inches
Row 70,15,15 inches
Row 71,13,15 inches
Row 72,5,5 inches
Row 73,12,15 inches
Row 74,6,10 inches
Row 75,15,15 inches
Row 76,14,15 inches
Row 77,8,10 inches
Row 78,8,10 inches
Row 79,7,10 inches
Row 80,12,15 inches
Row 81,6,10 inches
Row 82,10,10 inches
Row 83,13,15 inches
Row 84,7,10 inches
Row 85,9,10 inches
Row 86,5,5 inches
Row 87,14,15 inches
Row 88,10,10 inches
Row 89,11,15 inches
Row 90,10,10 inches
Row 91,15,15 inches
Row 92,8,10 inches
Row 93,7,10 inches
Row 94,10,10 inches
Row 95,5,5 inches
Row 96,7,10 inches
Row 97,5,5 inches
Row 98,15,15 inches
Row 99,14,15 inches
Row 100,13,15 inches
Row 101,7,10 inches
Row 102,13,15 inches
Row 103,6,10 inches
Row 104,9,10 inches
Row 105,5,5 inches
Row 106,7,10 inches
Row 107,13,15 inches
Row 108,9,10 inches
Row 109,10,10 inches
Row 110,10,10 inches
Row 111,6,10 inches
Row 112,6,10 inches
Row 113,13,15 inches
Row 114,7,10 inches
Row 115,5,5 inches
Row 116,11,15 inches
Row 117,10,10 inches
Row 118,8,10 inches
Row 119,10,10 inches
Row 120,9,10 inches
Row 121,6,10 inches
Row 122,8,10 inches
Row 123,13,15 inches
Row 124,12,15 inches
Row 125,7,10 inches
Row 126,7,10 inches
Row 127,13,15 inches
Row 128,13,15 inches
Row 129,9,10 inches
Row 130,15,15 inches
Row 131,15,15 inches
Row 132,10,10 inches
Row 133,15,15 inches
Row 134,13,15 inches
Row 135,14,15 inches
Row 136,15,15 inches
Row 137,13,15 inches
Row 138,10,10 inches
Row 139,12,15 inches
Row 140,11,15 inches
Row 141,6,10 inches
Row 142,9,10 inches
Row 143,6,10 inches
Row 144,13,15 inches
Row 145,12,15 inches
Row 146,15,15 inches
Row 147,6,10 inches
Row 148,11,15 inches
Row 149,6,10 inches
Row 150,15,15 inches
Row 151,8,10 inches
Row 152,11,15 inches
Row 153,11,15 inches
Row 154,8,10 inches
Row 155,6,10 inches
Row 156,15,15 inches
Row 157,15,15 inches
Row 158,15,15 inches
Row 159,13,15 inches
Row 160,13,15 inches
Row 161,5,5 inches
Row 162,8,10 inches
Row 163,14,15 inches
Row 164,15,15 inches
Row 165,9,10 inches
Row 166,11,15 inches
Row 167,5,5 inches
Row 168,10,10 inches
Row 169,6,10 inches
Row 170,11,15 inches
Row 171,11,15 inches
Row 172,9,10 inches
Row 173,5,5 inches
Row 174,12,15 inches
Row 175,6,10 inches
Row 176,14,15 inches
Row 177,11,15 inches
Row 178,9,10 inches
Row 179,10,10 inches
Row 180,6,10 inches
