Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,7,10 inches
Row 3,14,15 inches
Row 4,7,10 inches
Row 5,11,15 inches
Row 6,12,15 inches
Row 7,10,10 inches
Row 8,15,15 inches
Row 9,12,15 inches
Row 10,13,15 inches
Row 11,11,15 inches
Row 12,13,15 inches
Row 13,11,15 inches
Row 14,5,5 inches
Row 15,9,10 inches
Row 16,15,15 inches
Row 17,6,10 inches
Row 18,12,15 inches
Row 19,11,15 inches
Row 20,9,10 inches
Row 21,6,10 inches
Row 22,5,5 inches
Row 23,12,15 inches
Row 24,9,10 inches
Row 25,11,15 inches
Row 26,15,15 inches
Row 27,13,15 inches
Row 28,9,10 inches
Row 29,7,10 inches
Row 30,13,15 inches
Row 31,15,15 inches
Row 32,9,10 inches
Row 33,14,15 inches
Row 34,8,10 inches
Row 35,13,15 inches
Row 36,8,10 inches
Row 37,7,10 inches
Row 38,6,10 inches
Row 39,13,15 inches
Row 40,5,5 inches
Row 41,14,15 inches
Row 42,10,10 inches
Row 43,12,15 inches
Row 44,5,5 inches
Row 45,10,10 inches
Row 46,12,15 inches
Row 47,13,15 inches
Row 48,10,10 inches
Row 49,12,15 inches
Row 50,9,10 inches
Row 51,14,15 inches
Row 52,13,15 inches
Row 53,5,5 inches
Row 54,5,5 inches
Row 55,9,10 inches
Row 56,14,15 inches
Row 57,5,5 inches
Row 58,6,10 inches
Row 59,7,10 inches
Row 60,14,15 inches
Row 61,12,15 inches
Row 62,11,15 inches
Row 63,11,15 inches
Row 64,11,15 inches
Row 65,12,15 inches
Row 66,14,15 inches
Row 67,13,15 inches
Row 68,8,10 inches
Row 69,5,5 inches
Row 70,6,10 inches
Row 71,9,10 inches
Row 72,14,15 inches
Row 73,7,10 inches
Row 74,11,15 inches
Row 75,12,15 inches
Row 76,15,15 inches
Row 77,9,10 inches
Row 78,13,15 inches
Row 79,13,15 inches
Row 80,6,10 inches
Row 81,5,5 inches
Row 82,11,15 inches
Row 83,10,10 inches
Row 84,13,15 inches
Row 85,6,10 inches
Row 86,10,10 inches
Row 87,6,10 inches
Row 88,7,10 inches
Row 89,9,10 inches
Row 90,14,15 inches
Row 91,14,15 inches
Row 92,13,15 inches
Row 93,14,15 inches
Row 94,10,10 inches
Row 95,5,5 inches
Row 96,13,15 inches
Row 97,14,15 inches
Row 98,8,10 inches
Row 99,5,5 inches
Row 100,13,15 inches
Row 101,11,15 inches
Row 102,12,15 inches
Row 103,14,15 inches
Row 104,10,10 inches
Row 105,9,10 inches
Row 106,7,10 inches
Row 107,8,10 inches
Row 108,5,5 inches
Row 109,9,10 inches
Row 110,8,10 inches
Row 111,14,15 inches
Row 112,15,15 inches
Row 113,8,10 inches
Row 114,14,15 inches
Row 115,9,10 inches
Row 116,12,15 inches
Row 117,13,15 inches
Row 118,8,10 inches
Row 119,15,15 inches
Row 120,6,10 inches
Row 121,15,15 inches
Row 122,11,15 inches
Row 123,9,10 inches
Row 124,5,5 inches
Row 125,14,15 inches
Row 126,6,10 inches
Row 127,11,15 inches
Row 128,15,15 inches
Row 129,8,10 inches
Row 130,14,15 inches
Row 131,9,10 inches
Row 132,15,15 inches
Row 133,11,15 inches
Row 134,6,10 inches
Row 135,13,15 inches
Row 136,11,15 inches
Row 137,10,10 inches
Row 138,14,15 inches
Row 139,9,10 inches
Row 140,13,15 inches
