Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,14,15 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,13,15 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,10,10 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,10,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,12,15 inches,15 inches
Row 24,6,10 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,8,10 inches,15 inches
Row 28,11,15 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,10,10 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,13,15 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,10,10 inches,15 inches
Row 48,9,10 inches,15 inches
Row 49,6,10 inches,15 inches
Row 50,12,15 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,8,10 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,5,5 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,5,5 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,13,15 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,13,15 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,6,10 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,10,10 inches,15 inches
Row 74,13,15 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,7,10 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,15,15 inches,15 inches
Row 79,11,15 inches,15 inches
Row 80,5,5 inches,15 inches
Row 81,11,15 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,9,10 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,5,5 inches,15 inches
Row 91,8,10 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,12,15 inches,15 inches
Row 95,9,10 inches,15 inches
Row 96,13,15 inches,15 inches
Row 97,15,15 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,9,10 inches,15 inches
Row 102,6,10 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,12,15 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,6,10 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,8,10 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,8,10 inches,15 inches
Row 113,13,15 inches,15 inches
Row 114,12,15 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,5,5 inches,15 inches
Row 117,9,10 inches,15 inches
Row 118,12,15 inches,15 inches
Row 119,5,5 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,6,10 inches,15 inches
Row 122,7,10 inches,15 inches
Row 123,15,15 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,7,10 inches,15 inches
Row 126,6,10 inches,15 inches
Row 127,14,15 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,10,10 inches,15 inches
Row 130,7,10 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,11,15 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,9,10 inches,15 inches
Row 135,10,10 inches,15 inches
Row 136,15,15 inches,15 inches
Row 137,9,10 inches,15 inches
Row 138,10,10 inches,15 inches
Row 139,15,15 inches,15 inches
Row 140,11,15 inches,15 inches
Row 141,13,15 inches,15 inches
Row 142,9,10 inches,15 inches
Row 143,7,10 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,5,5 inches,15 inches
Row 146,15,15 inches,15 inches
Row 147,9,10 inches,15 inches
Row 148,14,15 inches,15 inches
Row 149,14,15 inches,15 inches
Row 150,11,15 inches,15 inches
Row 151,6,10 inches,15 inches
Row 152,10,10 inches,15 inches
Row 153,15,15 inches,15 inches
Row 154,11,15 inches,15 inches
Row 155,14,15 inches,15 inches
Row 156,8,10 inches,15 inches
Row 157,15,15 inches,15 inches
Row 158,7,10 inches,15 inches
Row 159,5,5 inches,15 inches
Row 160,6,10 inches,15 inches
Row 161,10,10 inches,15 inches
Row 162,11,15 inches,15 inches
Row 163,10,10 inches,15 inches
Row 164,15,15 inches,15 inches
Row 165,11,15 inches,15 inches
Row 166,5,5 inches,15 inches
Row 167,14,15 inches,15 inches
Row 168,13,15 inches,15 inches
Row 169,11,15 inches,15 inches
Row 170,10,10 inches,15 inches
Row 171,13,15 inches,15 inches
Row 172,15,15 inches,15 inches
Row 173,12,15 inches,15 inches
Row 174,12,15 inches,15 inches
Row 175,11,15 inches,15 inches
Row 176,5,5 inches,15 inches
Row 177,13,15 inches,15 inches
Row 178,6,10 inches,15 inches
Row 179,6,10 inches,15 inches
Row 180,6,10 inches,15 inches
Row 181,11,15 inches,15 inches
Row 182,11,15 inches,15 inches
Row 183,6,10 inches,15 inches
Row 184,5,5 inches,15 inches
Row 185,10,10 inches,15 inches
Row 186,9,10 inches,15 inches
Row 187,15,15 inches,15 inches
Row 188,10,10 inches,15 inches
Row 189,10,10 inches,15 inches
Row 190,9,10 inches,15 inches
