Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,9,10 inches,15 inches
Row 3,14,15 inches,15 inches
Row 4,5,5 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,13,15 inches,15 inches
Row 7,5,5 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,10,10 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,6,10 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,13,15 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,7,10 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,5,5 inches,15 inches
Row 25,9,10 inches,15 inches
Row 26,12,15 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,13,15 inches,15 inches
Row 30,8,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,7,10 inches,15 inches
Row 35,14,15 inches,15 inches
Row 36,8,10 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,14,15 inches,15 inches
Row 39,11,15 inches,15 inches
Row 40,10,10 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,11,15 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,15,15 inches,15 inches
Row 53,8,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,9,10 inches,15 inches
Row 56,6,10 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,10,10 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,13,15 inches,15 inches
Row 63,6,10 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,13,15 inches,15 inches
Row 68,11,15 inches,15 inches
Row 69,13,15 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,6,10 inches,15 inches
Row 72,7,10 inches,15 inches
Row 73,13,15 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,14,15 inches,15 inches
Row 81,13,15 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,14,15 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,5,5 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,15,15 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,5,5 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,5,5 inches,15 inches
Row 97,6,10 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,7,10 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,10,10 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,14,15 inches,15 inches
Row 110,5,5 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,11,15 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,15,15 inches,15 inches
Row 117,11,15 inches,15 inches
Row 118,14,15 inches,15 inches
Row 119,6,10 inches,15 inches
Row 120,7,10 inches,15 inches
Row 121,5,5 inches,15 inches
Row 122,13,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,7,10 inches,15 inches
Row 126,11,15 inches,15 inches
Row 127,5,5 inches,15 inches
Row 128,13,15 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,13,15 inches,15 inches
Row 131,5,5 inches,15 inches
Row 132,10,10 inches,15 inches
Row 133,5,5 inches,15 inches
Row 134,6,10 inches,15 inches
Row 135,10,10 inches,15 inches
Row 136,6,10 inches,15 inches
Row 137,12,15 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,9,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,11,15 inches,15 inches
Row 142,12,15 inches,15 inches
Row 143,9,10 inches,15 inches
Row 144,14,15 inches,15 inches
Row 145,11,15 inches,15 inches
Row 146,10,10 inches,15 inches
Row 147,13,15 inches,15 inches
Row 148,6,10 inches,15 inches
Row 149,6,10 inches,15 inches
Row 150,11,15 inches,15 inches
Row 151,6,10 inches,15 inches
Row 152,5,5 inches,15 inches
Row 153,13,15 inches,15 inches
Row 154,9,10 inches,15 inches
Row 155,5,5 inches,15 inches
Row 156,14,15 inches,15 inches
Row 157,15,15 inches,15 inches
