Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,5,5 inches
Row 3,11,15 inches
Row 4,8,10 inches
Row 5,6,10 inches
Row 6,13,15 inches
Row 7,6,10 inches
Row 8,6,10 inches
Row 9,9,10 inches
Row 10,13,15 inches
Row 11,15,15 inches
Row 12,5,5 inches
Row 13,8,10 inches
Row 14,14,15 inches
Row 15,5,5 inches
Row 16,14,15 inches
Row 17,5,5 inches
Row 18,7,10 inches
Row 19,14,15 inches
Row 20,7,10 inches
Row 21,5,5 inches
Row 22,15,15 inches
Row 23,6,10 inches
Row 24,15,15 inches
Row 25,6,10 inches
Row 26,9,10 inches
Row 27,15,15 inches
Row 28,11,15 inches
Row 29,10,10 inches
Row 30,12,15 inches
Row 31,7,10 inches
Row 32,6,10 inches
Row 33,11,15 inches
Row 34,12,15 inches
Row 35,5,5 inches
Row 36,14,15 inches
Row 37,8,10 inches
Row 38,12,15 inches
Row 39,6,10 inches
Row 40,15,15 inches
Row 41,11,15 inches
Row 42,6,10 inches
Row 43,8,10 inches
Row 44,8,10 inches
Row 45,8,10 inches
Row 46,10,10 inches
Row 47,11,15 inches
Row 48,8,10 inches
Row 49,10,10 inches
Row 50,8,10 inches
Row 51,7,10 inches
Row 52,14,15 inches
Row 53,15,15 inches
Row 54,11,15 inches
Row 55,6,10 inches
Row 56,5,5 inches
Row 57,10,10 inches
Row 58,12,15 inches
Row 59,14,15 inches
Row 60,9,10 inches
Row 61,11,15 inches
Row 62,7,10 inches
Row 63,7,10 inches
Row 64,15,15 inches
Row 65,13,15 inches
Row 66,15,15 inches
Row 67,15,15 inches
Row 68,12,15 inches
Row 69,12,15 inches
Row 70,13,15 inches
Row 71,12,15 inches
Row 72,8,10 inches
Row 73,9,10 inches
Row 74,12,15 inches
Row 75,5,5 inches
Row 76,15,15 inches
Row 77,8,10 inches
Row 78,6,10 inches
Row 79,6,10 inches
Row 80,14,15 inches
Row 81,11,15 inches
Row 82,13,15 inches
Row 83,14,15 inches
Row 84,8,10 inches
Row 85,10,10 inches
Row 86,12,15 inches
Row 87,12,15 inches
Row 88,8,10 inches
Row 89,12,15 inches
Row 90,14,15 inches
Row 91,15,15 inches
Row 92,6,10 inches
Row 93,8,10 inches
Row 94,11,15 inches
Row 95,10,10 inches
Row 96,5,5 inches
Row 97,9,10 inches
Row 98,13,15 inches
Row 99,9,10 inches
Row 100,12,15 inches
Row 101,12,15 inches
Row 102,10,10 inches
Row 103,9,10 inches
Row 104,7,10 inches
Row 105,10,10 inches
Row 106,8,10 inches
