Row,Number of Houses,Pipe Size
Row 1,12,15 inches
Row 2,8,10 inches
Row 3,5,5 inches
Row 4,5,5 inches
Row 5,14,15 inches
Row 6,8,10 inches
Row 7,11,15 inches
Row 8,14,15 inches
Row 9,14,15 inches
Row 10,15,15 inches
Row 11,5,5 inches
Row 12,12,15 inches
Row 13,6,10 inches
Row 14,8,10 inches
Row 15,10,10 inches
Row 16,15,15 inches
Row 17,5,5 inches
Row 18,11,15 inches
Row 19,6,10 inches
Row 20,6,10 inches
Row 21,13,15 inches
Row 22,7,10 inches
Row 23,11,15 inches
Row 24,6,10 inches
Row 25,11,15 inches
Row 26,9,10 inches
Row 27,10,10 inches
Row 28,11,15 inches
Row 29,11,15 inches
Row 30,8,10 inches
Row 31,11,15 inches
Row 32,5,5 inches
Row 33,6,10 inches
Row 34,5,5 inches
Row 35,8,10 inches
Row 36,8,10 inches
Row 37,7,10 inches
Row 38,15,15 inches
Row 39,6,10 inches
Row 40,13,15 inches
Row 41,8,10 inches
Row 42,12,15 inches
Row 43,15,15 inches
Row 44,9,10 inches
Row 45,14,15 inches
Row 46,15,15 inches
Row 47,8,10 inches
Row 48,14,15 inches
Row 49,15,15 inches
Row 50,10,10 inches
Row 51,15,15 inches
Row 52,9,10 inches
Row 53,7,10 inches
Row 54,7,10 inches
Row 55,5,5 inches
Row 56,10,10 inches
Row 57,7,10 inches
Row 58,7,10 inches
Row 59,8,10 inches
Row 60,12,15 inches
Row 61,5,5 inches
Row 62,14,15 inches
Row 63,12,15 inches
Row 64,11,15 inches
Row 65,9,10 inches
Row 66,10,10 inches
Row 67,7,10 inches
Row 68,14,15 inches
Row 69,15,15 inches
Row 70,14,15 inches
Row 71,8,10 inches
Row 72,13,15 inches
Row 73,5,5 inches
Row 74,13,15 inches
Row 75,5,5 inches
Row 76,14,15 inches
Row 77,12,15 inches
Row 78,10,10 inches
Row 79,10,10 inches
Row 80,15,15 inches
Row 81,12,15 inches
Row 82,5,5 inches
Row 83,11,15 inches
Row 84,10,10 inches
Row 85,6,10 inches
Row 86,6,10 inches
Row 87,8,10 inches
Row 88,8,10 inches
Row 89,5,5 inches
Row 90,14,15 inches
Row 91,13,15 inches
Row 92,8,10 inches
Row 93,11,15 inches
Row 94,15,15 inches
Row 95,8,10 inches
Row 96,7,10 inches
Row 97,10,10 inches
Row 98,10,10 inches
Row 99,7,10 inches
Row 100,11,15 inches
Row 101,7,10 inches
Row 102,11,15 inches
Row 103,12,15 inches
Row 104,13,15 inches
Row 105,11,15 inches
Row 106,8,10 inches
Row 107,15,15 inches
Row 108,9,10 inches
Row 109,6,10 inches
Row 110,13,15 inches
Row 111,13,15 inches
Row 112,13,15 inches
Row 113,12,15 inches
Row 114,13,15 inches
Row 115,6,10 inches
Row 116,7,10 inches
Row 117,11,15 inches
Row 118,14,15 inches
Row 119,13,15 inches
Row 120,14,15 inches
Row 121,9,10 inches
Row 122,14,15 inches
Row 123,15,15 inches
Row 124,12,15 inches
Row 125,14,15 inches
Row 126,13,15 inches
Row 127,11,15 inches
Row 128,13,15 inches
Row 129,6,10 inches
Row 130,15,15 inches
Row 131,9,10 inches
Row 132,9,10 inches
Row 133,10,10 inches
Row 134,9,10 inches
Row 135,5,5 inches
Row 136,15,15 inches
Row 137,15,15 inches
Row 138,5,5 inches
Row 139,7,10 inches
Row 140,5,5 inches
Row 141,8,10 inches
Row 142,13,15 inches
Row 143,14,15 inches
Row 144,12,15 inches
Row 145,5,5 inches
Row 146,9,10 inches
Row 147,9,10 inches
Row 148,6,10 inches
Row 149,10,10 inches
Row 150,8,10 inches
Row 151,9,10 inches
Row 152,10,10 inches
Row 153,8,10 inches
Row 154,8,10 inches
Row 155,13,15 inches
Row 156,14,15 inches
Row 157,7,10 inches
Row 158,6,10 inches
Row 159,10,10 inches
Row 160,8,10 inches
Row 161,12,15 inches
Row 162,12,15 inches
Row 163,12,15 inches
Row 164,11,15 inches
Row 165,15,15 inches
Row 166,14,15 inches
Row 167,5,5 inches
Row 168,13,15 inches
Row 169,9,10 inches
Row 170,5,5 inches
Row 171,6,10 inches
Row 172,13,15 inches
Row 173,7,10 inches
