Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,12,15 inches,15 inches
Row 3,6,10 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,9,10 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,14,15 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,7,10 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,10,10 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,5,5 inches,15 inches
Row 26,6,10 inches,15 inches
Row 27,8,10 inches,15 inches
Row 28,8,10 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,6,10 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,9,10 inches,15 inches
Row 34,15,15 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,15,15 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,11,15 inches,15 inches
Row 45,8,10 inches,15 inches
Row 46,13,15 inches,15 inches
Row 47,12,15 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,5,5 inches,15 inches
Row 56,8,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,14,15 inches,15 inches
Row 59,10,10 inches,15 inches
Row 60,10,10 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,10,10 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,9,10 inches,15 inches
Row 74,13,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,8,10 inches,15 inches
Row 79,5,5 inches,15 inches
Row 80,11,15 inches,15 inches
Row 81,13,15 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,8,10 inches,15 inches
Row 86,8,10 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,10,10 inches,15 inches
Row 91,7,10 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,8,10 inches,15 inches
Row 95,10,10 inches,15 inches
Row 96,13,15 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,9,10 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,14,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,8,10 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,9,10 inches,15 inches
Row 109,10,10 inches,15 inches
Row 110,8,10 inches,15 inches
Row 111,12,15 inches,15 inches
Row 112,9,10 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,14,15 inches,15 inches
Row 115,5,5 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,6,10 inches,15 inches
Row 120,8,10 inches,15 inches
Row 121,14,15 inches,15 inches
Row 122,14,15 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,12,15 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,11,15 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,9,10 inches,15 inches
Row 130,12,15 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,5,5 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,8,10 inches,15 inches
Row 135,12,15 inches,15 inches
Row 136,10,10 inches,15 inches
Row 137,8,10 inches,15 inches
Row 138,9,10 inches,15 inches
Row 139,6,10 inches,15 inches
Row 140,14,15 inches,15 inches
Row 141,15,15 inches,15 inches
Row 142,6,10 inches,15 inches
Row 143,13,15 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,11,15 inches,15 inches
Row 146,5,5 inches,15 inches
Row 147,11,15 inches,15 inches
Row 148,12,15 inches,15 inches
Row 149,13,15 inches,15 inches
Row 150,6,10 inches,15 inches
Row 151,11,15 inches,15 inches
Row 152,13,15 inches,15 inches
Row 153,14,15 inches,15 inches
Row 154,9,10 inches,15 inches
Row 155,9,10 inches,15 inches
Row 156,5,5 inches,15 inches
Row 157,7,10 inches,15 inches
Row 158,6,10 inches,15 inches
Row 159,14,15 inches,15 inches
Row 160,7,10 inches,15 inches
Row 161,9,10 inches,15 inches
Row 162,8,10 inches,15 inches
Row 163,10,10 inches,15 inches
Row 164,8,10 inches,15 inches
Row 165,9,10 inches,15 inches
Row 166,5,5 inches,15 inches
Row 167,14,15 inches,15 inches
Row 168,11,15 inches,15 inches
Row 169,6,10 inches,15 inches
Row 170,11,15 inches,15 inches
Row 171,14,15 inches,15 inches
Row 172,7,10 inches,15 inches
