Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,7,10 inches,15 inches
Row 6,13,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,13,15 inches,15 inches
Row 9,12,15 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,15,15 inches,15 inches
Row 12,9,10 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,13,15 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,14,15 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,15,15 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,8,10 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,15,15 inches,15 inches
Row 34,14,15 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,14,15 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,6,10 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,12,15 inches,15 inches
Row 46,9,10 inches,15 inches
Row 47,10,10 inches,15 inches
Row 48,5,5 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,5,5 inches,15 inches
Row 51,9,10 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,11,15 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,5,5 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,13,15 inches,15 inches
Row 59,12,15 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,15,15 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,10,10 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,11,15 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,8,10 inches,15 inches
Row 80,6,10 inches,15 inches
Row 81,10,10 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,8,10 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,11,15 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,14,15 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,10,10 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,7,10 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,14,15 inches,15 inches
Row 101,12,15 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,5,5 inches,15 inches
