Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,13,15 inches
Row 3,9,10 inches
Row 4,10,10 inches
Row 5,13,15 inches
Row 6,12,15 inches
Row 7,14,15 inches
Row 8,15,15 inches
Row 9,15,15 inches
Row 10,11,15 inches
Row 11,14,15 inches
Row 12,13,15 inches
Row 13,6,10 inches
Row 14,8,10 inches
Row 15,9,10 inches
Row 16,6,10 inches
Row 17,14,15 inches
Row 18,9,10 inches
Row 19,5,5 inches
Row 20,12,15 inches
Row 21,6,10 inches
Row 22,6,10 inches
Row 23,5,5 inches
Row 24,8,10 inches
Row 25,6,10 inches
Row 26,9,10 inches
Row 27,13,15 inches
Row 28,11,15 inches
Row 29,12,15 inches
Row 30,12,15 inches
Row 31,12,15 inches
Row 32,13,15 inches
Row 33,15,15 inches
Row 34,13,15 inches
Row 35,10,10 inches
Row 36,6,10 inches
Row 37,12,15 inches
Row 38,15,15 inches
Row 39,6,10 inches
Row 40,7,10 inches
Row 41,8,10 inches
Row 42,8,10 inches
Row 43,8,10 inches
Row 44,12,15 inches
Row 45,15,15 inches
Row 46,13,15 inches
Row 47,12,15 inches
Row 48,11,15 inches
Row 49,12,15 inches
Row 50,5,5 inches
Row 51,9,10 inches
Row 52,12,15 inches
Row 53,6,10 inches
Row 54,10,10 inches
Row 55,5,5 inches
Row 56,11,15 inches
Row 57,8,10 inches
Row 58,12,15 inches
Row 59,14,15 inches
Row 60,7,10 inches
Row 61,11,15 inches
Row 62,13,15 inches
Row 63,7,10 inches
Row 64,8,10 inches
Row 65,6,10 inches
Row 66,8,10 inches
Row 67,10,10 inches
Row 68,8,10 inches
Row 69,5,5 inches
Row 70,11,15 inches
Row 71,10,10 inches
Row 72,8,10 inches
Row 73,11,15 inches
Row 74,13,15 inches
Row 75,8,10 inches
Row 76,6,10 inches
Row 77,6,10 inches
Row 78,7,10 inches
Row 79,8,10 inches
Row 80,7,10 inches
Row 81,5,5 inches
Row 82,8,10 inches
Row 83,14,15 inches
Row 84,15,15 inches
Row 85,6,10 inches
Row 86,11,15 inches
Row 87,11,15 inches
Row 88,6,10 inches
Row 89,7,10 inches
Row 90,14,15 inches
Row 91,5,5 inches
Row 92,9,10 inches
Row 93,15,15 inches
Row 94,15,15 inches
Row 95,15,15 inches
Row 96,11,15 inches
Row 97,15,15 inches
Row 98,9,10 inches
Row 99,9,10 inches
Row 100,11,15 inches
Row 101,9,10 inches
Row 102,5,5 inches
Row 103,8,10 inches
Row 104,8,10 inches
Row 105,11,15 inches
Row 106,5,5 inches
Row 107,11,15 inches
Row 108,13,15 inches
Row 109,7,10 inches
Row 110,14,15 inches
Row 111,5,5 inches
Row 112,14,15 inches
Row 113,12,15 inches
