Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,5,5 inches
Row 3,10,10 inches
Row 4,11,15 inches
Row 5,9,10 inches
Row 6,7,10 inches
Row 7,15,15 inches
Row 8,15,15 inches
Row 9,8,10 inches
Row 10,11,15 inches
Row 11,12,15 inches
Row 12,6,10 inches
Row 13,11,15 inches
Row 14,10,10 inches
Row 15,7,10 inches
Row 16,6,10 inches
Row 17,8,10 inches
Row 18,5,5 inches
Row 19,14,15 inches
Row 20,10,10 inches
Row 21,14,15 inches
Row 22,7,10 inches
Row 23,14,15 inches
Row 24,11,15 inches
Row 25,14,15 inches
Row 26,11,15 inches
Row 27,12,15 inches
Row 28,5,5 inches
Row 29,7,10 inches
Row 30,14,15 inches
Row 31,14,15 inches
Row 32,14,15 inches
Row 33,12,15 inches
Row 34,9,10 inches
Row 35,7,10 inches
Row 36,6,10 inches
Row 37,14,15 inches
Row 38,9,10 inches
Row 39,14,15 inches
Row 40,13,15 inches
Row 41,13,15 inches
Row 42,9,10 inches
Row 43,14,15 inches
Row 44,13,15 inches
Row 45,10,10 inches
Row 46,8,10 inches
Row 47,11,15 inches
Row 48,15,15 inches
Row 49,9,10 inches
Row 50,9,10 inches
Row 51,5,5 inches
Row 52,15,15 inches
Row 53,14,15 inches
Row 54,13,15 inches
Row 55,6,10 inches
Row 56,10,10 inches
Row 57,7,10 inches
Row 58,13,15 inches
Row 59,13,15 inches
Row 60,11,15 inches
Row 61,8,10 inches
Row 62,11,15 inches
Row 63,10,10 inches
Row 64,14,15 inches
Row 65,13,15 inches
Row 66,10,10 inches
Row 67,8,10 inches
Row 68,13,15 inches
Row 69,6,10 inches
Row 70,8,10 inches
Row 71,6,10 inches
Row 72,9,10 inches
Row 73,12,15 inches
Row 74,14,15 inches
Row 75,8,10 inches
Row 76,15,15 inches
Row 77,14,15 inches
Row 78,9,10 inches
Row 79,6,10 inches
Row 80,10,10 inches
Row 81,7,10 inches
Row 82,14,15 inches
Row 83,15,15 inches
Row 84,13,15 inches
Row 85,6,10 inches
Row 86,14,15 inches
Row 87,7,10 inches
Row 88,15,15 inches
Row 89,14,15 inches
Row 90,13,15 inches
Row 91,12,15 inches
Row 92,13,15 inches
Row 93,15,15 inches
Row 94,9,10 inches
Row 95,11,15 inches
Row 96,7,10 inches
Row 97,7,10 inches
Row 98,13,15 inches
Row 99,15,15 inches
Row 100,5,5 inches
Row 101,6,10 inches
